seq_no=0,	ch0=1447, ch1=  40, ch2=2693, ch3= 448, ch4=  58, ch5= 137, ts=1714037854143726,	delta=1714037854143726,
seq_no=70,	ch0=   0, ch1=2499, ch2=1878, ch3=  28, ch4=  66, ch5= 255, ts=1714037854185647,	delta=515,
seq_no=71,	ch0=   4, ch1=2431, ch2=2348, ch3=  54, ch4=  79, ch5= 160, ts=1714037854186456,	delta=809,
seq_no=72,	ch0= 116, ch1=2088, ch2=2648, ch3=  75, ch4=   0, ch5= 174, ts=1714037854187310,	delta=854,
seq_no=73,	ch0=   0, ch1=1674, ch2=2699, ch3= 148, ch4=   0, ch5= 187, ts=1714037854188134,	delta=824,
seq_no=74,	ch0= 213, ch1=1261, ch2=2712, ch3= 156, ch4=   0, ch5= 169, ts=1714037854188972,	delta=838,
seq_no=75,	ch0= 521, ch1= 856, ch2=2727, ch3= 176, ch4=   0, ch5= 153, ts=1714037854189811,	delta=839,
seq_no=76,	ch0= 898, ch1= 489, ch2=2727, ch3= 201, ch4=   0, ch5= 125, ts=1714037854190661,	delta=850,
seq_no=77,	ch0=1304, ch1= 185, ch2=2714, ch3= 219, ch4=   0, ch5=  97, ts=1714037854191498,	delta=837,
seq_no=78,	ch0=1720, ch1=  12, ch2=2683, ch3= 230, ch4=   6, ch5=  64, ts=1714037854192339,	delta=841,
seq_no=79,	ch0=2099, ch1=   2, ch2=2534, ch3= 226, ch4=  30, ch5=  97, ts=1714037854193399,	delta=1060,
seq_no=80,	ch0=2371, ch1=  83, ch2=2241, ch3= 221, ch4=  53, ch5=   0, ts=1714037854194090,	delta=691,
seq_no=81,	ch0=2435, ch1=  12, ch2=1795, ch3= 217, ch4=  64, ch5=   0, ts=1714037854194902,	delta=812,
seq_no=82,	ch0=2449, ch1= 253, ch2=1336, ch3= 228, ch4= 114, ch5=  26, ts=1714037854195721,	delta=819,
seq_no=83,	ch0=2461, ch1= 587, ch2= 944, ch3= 160, ch4= 188, ch5=  11, ts=1714037854196557,	delta=836,
seq_no=84,	ch0=2427, ch1=1103, ch2= 458, ch3= 131, ch4= 149, ch5=   0, ts=1714037854197394,	delta=837,
seq_no=85,	ch0=2454, ch1=1396, ch2= 151, ch3= 103, ch4= 163, ch5=   0, ts=1714037854198239,	delta=845,
seq_no=86,	ch0=2383, ch1=1843, ch2=   1, ch3=  63, ch4= 184, ch5=   4, ts=1714037854199084,	delta=845,
seq_no=87,	ch0=2332, ch1=2235, ch2=   1, ch3=  38, ch4= 184, ch5=  21, ts=1714037854199919,	delta=835,
seq_no=88,	ch0=1964, ch1=2480, ch2=  14, ch3=  14, ch4= 184, ch5=  59, ts=1714037854200761,	delta=842,
seq_no=89,	ch0=1559, ch1=2528, ch2=  35, ch3=   2, ch4= 162, ch5= 100, ts=1714037854201602,	delta=841,
seq_no=90,	ch0=1145, ch1=2546, ch2= 307, ch3=   0, ch4= 159, ch5= 125, ts=1714037854202445,	delta=843,
seq_no=91,	ch0= 749, ch1=2552, ch2= 668, ch3=   0, ch4= 126, ch5= 168, ts=1714037854203295,	delta=850,
seq_no=92,	ch0= 400, ch1=2550, ch2=1095, ch3=   4, ch4= 102, ch5= 174, ts=1714037854204127,	delta=832,
seq_no=93,	ch0= 114, ch1=2536, ch2=1575, ch3=  18, ch4=  73, ch5= 173, ts=1714037854204970,	delta=843,
seq_no=94,	ch0=  77, ch1=2511, ch2=2069, ch3=  46, ch4=  12, ch5= 181, ts=1714037854205810,	delta=840,
seq_no=95,	ch0=   0, ch1=2393, ch2=2465, ch3=   0, ch4=  14, ch5= 204, ts=1714037854206661,	delta=851,
seq_no=96,	ch0=   0, ch1=1988, ch2=2668, ch3=  81, ch4=  18, ch5= 197, ts=1714037854207495,	delta=834,
seq_no=97,	ch0=  39, ch1=1601, ch2=2704, ch3= 129, ch4=   0, ch5= 182, ts=1714037854208339,	delta=844,
seq_no=98,	ch0= 283, ch1=1156, ch2=2732, ch3= 148, ch4=   0, ch5= 175, ts=1714037854209177,	delta=838,
seq_no=99,	ch0= 615, ch1= 760, ch2=2730, ch3= 184, ch4=   0, ch5= 137, ts=1714037854210020,	delta=843,
seq_no=100,	ch0= 999, ch1= 409, ch2=2720, ch3= 210, ch4=   0, ch5= 107, ts=1714037854210869,	delta=849,
seq_no=101,	ch0=1407, ch1= 118, ch2=2643, ch3= 227, ch4=   5, ch5=  70, ts=1714037854211708,	delta=839,
seq_no=102,	ch0=1799, ch1=  55, ch2=2673, ch3= 237, ch4=  25, ch5=  40, ts=1714037854212552,	delta=844,
seq_no=103,	ch0=2251, ch1=   0, ch2=2559, ch3= 226, ch4=   1, ch5=  18, ts=1714037854213391,	delta=839,
seq_no=104,	ch0=2387, ch1=  10, ch2=2120, ch3= 257, ch4=  65, ch5=   8, ts=1714037854214232,	delta=841,
seq_no=105,	ch0=2434, ch1=  76, ch2=1723, ch3= 212, ch4= 103, ch5=   0, ts=1714037854215083,	delta=851,
seq_no=106,	ch0=2462, ch1= 345, ch2=1161, ch3= 188, ch4= 117, ch5=   0, ts=1714037854215914,	delta=831,
seq_no=107,	ch0=2451, ch1= 613, ch2= 764, ch3= 165, ch4= 198, ch5=   0, ts=1714037854216814,	delta=900,
seq_no=108,	ch0=2339, ch1=1083, ch2= 407, ch3= 228, ch4= 155, ch5=   0, ts=1714037854217618,	delta=804,
seq_no=109,	ch0=2441, ch1=1508, ch2=  77, ch3=  96, ch4= 179, ch5=   2, ts=1714037854218451,	delta=833,
seq_no=110,	ch0=2400, ch1=1936, ch2=   1, ch3=  64, ch4= 180, ch5=  14, ts=1714037854219301,	delta=850,
seq_no=111,	ch0=2255, ch1=2327, ch2=   0, ch3=  32, ch4= 176, ch5=  43, ts=1714037854220129,	delta=828,
seq_no=112,	ch0=1868, ch1=2481, ch2=  13, ch3=   6, ch4= 179, ch5=  83, ts=1714037854220969,	delta=840,
seq_no=113,	ch0=1472, ch1=2534, ch2= 109, ch3=   0, ch4= 167, ch5= 109, ts=1714037854221814,	delta=845,
seq_no=114,	ch0=1051, ch1=2551, ch2= 401, ch3=   0, ch4= 155, ch5= 131, ts=1714037854222664,	delta=850,
seq_no=115,	ch0= 642, ch1=2559, ch2= 786, ch3=   8, ch4= 134, ch5= 148, ts=1714037854223495,	delta=831,
seq_no=116,	ch0= 320, ch1=2556, ch2=1231, ch3=   8, ch4=  94, ch5= 185, ts=1714037854224333,	delta=838,
seq_no=117,	ch0=  51, ch1=2540, ch2=1698, ch3=  25, ch4=  74, ch5= 199, ts=1714037854225178,	delta=845,
seq_no=118,	ch0=   0, ch1=2459, ch2=2240, ch3=  35, ch4=  56, ch5= 196, ts=1714037854226020,	delta=842,
seq_no=119,	ch0=  28, ch1=2326, ch2=2531, ch3=  51, ch4=  12, ch5=  86, ts=1714037854227063,	delta=1043,
seq_no=120,	ch0=   0, ch1=1788, ch2=2678, ch3=  85, ch4=  76, ch5= 174, ts=1714037854227750,	delta=687,
seq_no=121,	ch0=  96, ch1=1489, ch2=2712, ch3= 130, ch4=   0, ch5= 186, ts=1714037854228565,	delta=815,
seq_no=122,	ch0= 367, ch1=1065, ch2=2723, ch3= 157, ch4=   0, ch5= 156, ts=1714037854229398,	delta=833,
seq_no=123,	ch0= 697, ch1= 671, ch2=2733, ch3= 193, ch4=   0, ch5= 133, ts=1714037854230234,	delta=836,
seq_no=124,	ch0=1083, ch1= 329, ch2=2726, ch3= 213, ch4=   0, ch5= 109, ts=1714037854231091,	delta=857,
seq_no=125,	ch0=1502, ch1=  64, ch2=2695, ch3= 232, ch4=   0, ch5=  79, ts=1714037854231916,	delta=825,
seq_no=126,	ch0=1868, ch1=   0, ch2=2656, ch3= 251, ch4=  18, ch5=  64, ts=1714037854232761,	delta=845,
seq_no=127,	ch0=2278, ch1=   4, ch2=2552, ch3= 210, ch4=  40, ch5=  13, ts=1714037854233600,	delta=839,
seq_no=128,	ch0=2407, ch1=  17, ch2=1988, ch3= 210, ch4=  68, ch5=  46, ts=1714037854234444,	delta=844,
seq_no=129,	ch0=2439, ch1=  96, ch2=1537, ch3= 203, ch4= 149, ch5=   0, ts=1714037854235296,	delta=852,
seq_no=130,	ch0=2450, ch1= 411, ch2=1139, ch3= 194, ch4= 102, ch5=   0, ts=1714037854236126,	delta=830,
seq_no=131,	ch0=2467, ch1= 782, ch2= 662, ch3= 126, ch4= 157, ch5=  19, ts=1714037854236968,	delta=842,
seq_no=132,	ch0=2455, ch1=1182, ch2= 210, ch3= 125, ch4= 157, ch5=  86, ts=1714037854237808,	delta=840,
seq_no=133,	ch0=2432, ch1=1632, ch2=  13, ch3=  76, ch4= 182, ch5=  12, ts=1714037854238660,	delta=852,
seq_no=134,	ch0=2383, ch1=2054, ch2=   5, ch3=  41, ch4= 174, ch5=  27, ts=1714037854239497,	delta=837,
seq_no=135,	ch0=2164, ch1=2416, ch2=   8, ch3=  13, ch4= 171, ch5=  46, ts=1714037854240335,	delta=838,
seq_no=136,	ch0=1772, ch1=2511, ch2=  20, ch3=   9, ch4= 162, ch5=  74, ts=1714037854241179,	delta=844,
seq_no=137,	ch0=1351, ch1=2548, ch2= 172, ch3=   0, ch4= 158, ch5= 101, ts=1714037854242020,	delta=841,
seq_no=138,	ch0= 950, ch1=2558, ch2= 493, ch3=   2, ch4= 146, ch5= 149, ts=1714037854242873,	delta=853,
seq_no=139,	ch0= 553, ch1=2565, ch2= 893, ch3=   6, ch4= 114, ch5= 192, ts=1714037854243707,	delta=834,
seq_no=140,	ch0= 253, ch1=2544, ch2=1352, ch3=   3, ch4=  86, ch5= 192, ts=1714037854244545,	delta=838,
seq_no=141,	ch0=  20, ch1=2520, ch2=1812, ch3=  18, ch4=  57, ch5= 116, ts=1714037854245391,	delta=846,
seq_no=142,	ch0=   0, ch1=2383, ch2=2272, ch3=  45, ch4=  91, ch5= 180, ts=1714037854246229,	delta=838,
seq_no=143,	ch0=  34, ch1=2202, ch2=2643, ch3=  74, ch4=   0, ch5= 185, ts=1714037854247079,	delta=850,
seq_no=144,	ch0=   0, ch1=1788, ch2=2677, ch3=  73, ch4=   0, ch5= 173, ts=1714037854247915,	delta=836,
seq_no=145,	ch0= 144, ch1=1363, ch2=2718, ch3= 155, ch4=   0, ch5= 176, ts=1714037854248754,	delta=839,
seq_no=146,	ch0= 437, ch1= 940, ch2=2720, ch3= 182, ch4=   0, ch5= 159, ts=1714037854249597,	delta=843,
seq_no=147,	ch0= 793, ch1= 576, ch2=2732, ch3= 188, ch4=   0, ch5= 130, ts=1714037854250439,	delta=842,
seq_no=148,	ch0=1197, ch1= 242, ch2=2721, ch3= 210, ch4=   0, ch5=  97, ts=1714037854251289,	delta=850,
seq_no=149,	ch0=1609, ch1=   0, ch2=2687, ch3= 235, ch4=   0, ch5=  64, ts=1714037854252123,	delta=834,
seq_no=150,	ch0=2008, ch1=   8, ch2=2608, ch3= 233, ch4=  19, ch5=  74, ts=1714037854252967,	delta=844,
seq_no=151,	ch0=2344, ch1=  52, ch2=2346, ch3= 226, ch4= 102, ch5=   0, ts=1714037854253807,	delta=840,
seq_no=152,	ch0=2423, ch1=  25, ch2=1888, ch3= 216, ch4=  64, ch5=   0, ts=1714037854254655,	delta=848,
seq_no=153,	ch0=2447, ch1= 198, ch2=1438, ch3= 118, ch4= 111, ch5=   0, ts=1714037854255492,	delta=837,
seq_no=154,	ch0=2463, ch1= 523, ch2=1023, ch3= 182, ch4= 159, ch5=   0, ts=1714037854256333,	delta=841,
seq_no=155,	ch0=2443, ch1= 963, ch2= 542, ch3= 152, ch4= 169, ch5=   0, ts=1714037854257177,	delta=844,
seq_no=156,	ch0=2456, ch1=1296, ch2= 227, ch3= 109, ch4= 159, ch5=   0, ts=1714037854258020,	delta=843,
seq_no=157,	ch0=2428, ch1=1735, ch2=   0, ch3=  77, ch4= 171, ch5=   2, ts=1714037854258866,	delta=846,
seq_no=158,	ch0=2361, ch1=2149, ch2=   0, ch3=  46, ch4= 177, ch5=  20, ts=1714037854259852,	delta=986,
seq_no=159,	ch0=2057, ch1=2463, ch2=  12, ch3=  22, ch4= 169, ch5=  44, ts=1714037854260590,	delta=738,
seq_no=160,	ch0=1664, ch1=2488, ch2=  26, ch3=  16, ch4= 172, ch5=  93, ts=1714037854261415,	delta=825,
seq_no=161,	ch0=1248, ch1=2544, ch2= 236, ch3=   0, ch4= 165, ch5= 128, ts=1714037854262244,	delta=829,
seq_no=162,	ch0= 850, ch1=2562, ch2= 589, ch3=   0, ch4= 139, ch5= 158, ts=1714037854263091,	delta=847,
seq_no=163,	ch0= 494, ch1=2559, ch2= 977, ch3=   6, ch4= 106, ch5= 169, ts=1714037854263918,	delta=827,
seq_no=164,	ch0= 176, ch1=2543, ch2=1456, ch3=  14, ch4=  90, ch5= 185, ts=1714037854264758,	delta=840,
seq_no=165,	ch0=   0, ch1=2520, ch2=1926, ch3= 106, ch4=  36, ch5= 199, ts=1714037854265601,	delta=843,
seq_no=166,	ch0=   0, ch1=2444, ch2=2352, ch3=  21, ch4=  26, ch5= 224, ts=1714037854266441,	delta=840,
seq_no=167,	ch0=   0, ch1=2114, ch2=2625, ch3=  84, ch4=  44, ch5= 197, ts=1714037854267290,	delta=849,
seq_no=168,	ch0=   0, ch1=1681, ch2=2692, ch3= 124, ch4=   0, ch5= 182, ts=1714037854268125,	delta=835,
seq_no=169,	ch0= 224, ch1=1262, ch2=2718, ch3= 146, ch4=   0, ch5= 176, ts=1714037854268966,	delta=841,
seq_no=170,	ch0= 515, ch1= 850, ch2=2721, ch3= 173, ch4=   0, ch5= 149, ts=1714037854269809,	delta=843,
seq_no=171,	ch0= 895, ch1= 482, ch2=2726, ch3= 205, ch4=   0, ch5= 114, ts=1714037854270658,	delta=849,
seq_no=172,	ch0=1295, ch1= 174, ch2=2695, ch3= 224, ch4=   0, ch5=  81, ts=1714037854271493,	delta=835,
seq_no=173,	ch0=1711, ch1=   0, ch2=2684, ch3= 243, ch4=  71, ch5=  48, ts=1714037854272336,	delta=843,
seq_no=174,	ch0=2190, ch1=   0, ch2=2623, ch3= 225, ch4=  12, ch5=  30, ts=1714037854273176,	delta=840,
seq_no=175,	ch0=2368, ch1=   5, ch2=2248, ch3= 202, ch4=  57, ch5=   6, ts=1714037854274017,	delta=841,
seq_no=176,	ch0=2423, ch1=  20, ch2=1863, ch3= 216, ch4=  90, ch5=   0, ts=1714037854274869,	delta=852,
seq_no=177,	ch0=2434, ch1= 269, ch2=1276, ch3= 194, ch4= 110, ch5=   0, ts=1714037854275704,	delta=835,
seq_no=178,	ch0=2479, ch1= 553, ch2= 870, ch3= 193, ch4= 181, ch5=   0, ts=1714037854276541,	delta=837,
seq_no=179,	ch0=2355, ch1= 989, ch2= 449, ch3= 202, ch4= 145, ch5=   1, ts=1714037854277384,	delta=843,
seq_no=180,	ch0=2451, ch1=1415, ch2= 158, ch3= 106, ch4= 178, ch5=   1, ts=1714037854278227,	delta=843,
seq_no=181,	ch0=2416, ch1=1840, ch2=   6, ch3=  68, ch4= 179, ch5=   9, ts=1714037854279078,	delta=851,
seq_no=182,	ch0=2340, ch1=2240, ch2=   2, ch3=  35, ch4= 180, ch5=  34, ts=1714037854279913,	delta=835,
seq_no=183,	ch0=1961, ch1=2483, ch2=   4, ch3=  17, ch4= 192, ch5=  64, ts=1714037854280757,	delta=844,
seq_no=184,	ch0=1568, ch1=2528, ch2=  30, ch3=   0, ch4= 172, ch5=  97, ts=1714037854281601,	delta=844,
seq_no=185,	ch0=1138, ch1=2546, ch2= 306, ch3=   0, ch4= 148, ch5= 133, ts=1714037854282438,	delta=837,
seq_no=186,	ch0= 751, ch1=2558, ch2= 669, ch3=  11, ch4= 128, ch5= 141, ts=1714037854283287,	delta=849,
seq_no=187,	ch0= 407, ch1=2559, ch2=1103, ch3=   2, ch4=  98, ch5= 173, ts=1714037854284123,	delta=836,
seq_no=188,	ch0= 111, ch1=2539, ch2=1568, ch3=   6, ch4=  79, ch5= 195, ts=1714037854284960,	delta=837,
seq_no=189,	ch0=   0, ch1=2539, ch2=2105, ch3=  27, ch4=  89, ch5= 207, ts=1714037854285805,	delta=845,
seq_no=190,	ch0=  13, ch1=2405, ch2=2422, ch3=  51, ch4=  13, ch5= 117, ts=1714037854286657,	delta=852,
seq_no=191,	ch0=   0, ch1=1956, ch2=2676, ch3=  90, ch4=  41, ch5= 172, ts=1714037854287491,	delta=834,
seq_no=192,	ch0=  39, ch1=1601, ch2=2701, ch3= 130, ch4=   0, ch5= 185, ts=1714037854288332,	delta=841,
seq_no=193,	ch0= 283, ch1=1174, ch2=2720, ch3= 164, ch4=   0, ch5= 168, ts=1714037854289171,	delta=839,
seq_no=194,	ch0= 612, ch1= 764, ch2=2730, ch3= 192, ch4=   0, ch5= 145, ts=1714037854290016,	delta=845,
seq_no=195,	ch0= 988, ch1= 409, ch2=2719, ch3= 199, ch4=   0, ch5= 107, ts=1714037854290868,	delta=852,
seq_no=196,	ch0=1395, ch1= 114, ch2=2708, ch3= 224, ch4=   5, ch5=  82, ts=1714037854291700,	delta=832,
seq_no=197,	ch0=1776, ch1=   0, ch2=2672, ch3= 257, ch4=  21, ch5=  64, ts=1714037854292542,	delta=842,
seq_no=198,	ch0=2180, ch1=   5, ch2=2639, ch3= 217, ch4=  30, ch5=  18, ts=1714037854293532,	delta=990,
seq_no=199,	ch0=2393, ch1=  17, ch2=2113, ch3= 216, ch4=  71, ch5=  30, ts=1714037854294253,	delta=721,
seq_no=200,	ch0=2432, ch1=  31, ch2=1674, ch3= 209, ch4= 163, ch5=   0, ts=1714037854295092,	delta=839,
seq_no=201,	ch0=2449, ch1= 330, ch2=1264, ch3= 208, ch4=  91, ch5=   0, ts=1714037854295923,	delta=831,
seq_no=202,	ch0=2463, ch1= 675, ch2= 773, ch3= 121, ch4= 141, ch5=  12, ts=1714037854296758,	delta=835,
seq_no=203,	ch0=2454, ch1=1044, ch2= 320, ch3= 131, ch4= 154, ch5=  96, ts=1714037854297596,	delta=838,
seq_no=204,	ch0=2449, ch1=1501, ch2=  93, ch3=  96, ch4= 180, ch5=   5, ts=1714037854298439,	delta=843,
seq_no=205,	ch0=2403, ch1=1944, ch2=   0, ch3=  57, ch4= 184, ch5=  19, ts=1714037854299290,	delta=851,
seq_no=206,	ch0=2256, ch1=2328, ch2=   0, ch3=  22, ch4= 180, ch5=  39, ts=1714037854300124,	delta=834,
