seq_no=0,	ch0= 704, ch1=  20, ch2= 420, ch3= 105, ch4=  34, ch5=   0, ts=1714036060259952,	delta=1714036060259952,
seq_no=69,	ch0= 733, ch1= 313, ch2=  78, ch3=  70, ch4= 110, ch5=   0, ts=1714036060316845,	delta=841,
seq_no=70,	ch0= 682, ch1= 420, ch2=   0, ch3=  44, ch4= 116, ch5=   0, ts=1714036060317689,	delta=844,
seq_no=71,	ch0= 604, ch1= 541, ch2=   0, ch3=  17, ch4= 109, ch5=   9, ts=1714036060318530,	delta=841,
seq_no=72,	ch0= 526, ch1= 631, ch2=   0, ch3=   8, ch4= 107, ch5=  27, ts=1714036060319376,	delta=846,
seq_no=73,	ch0= 430, ch1= 706, ch2=   0, ch3=   0, ch4= 109, ch5=  27, ts=1714036060320216,	delta=840,
seq_no=74,	ch0= 313, ch1= 711, ch2=  50, ch3=   0, ch4= 122, ch5=  64, ts=1714036060321052,	delta=836,
seq_no=75,	ch0= 305, ch1= 767, ch2= 177, ch3=   0, ch4=  58, ch5=  89, ts=1714036060321898,	delta=846,
seq_no=76,	ch0=  96, ch1= 778, ch2= 234, ch3=   0, ch4=  64, ch5= 100, ts=1714036060322744,	delta=846,
seq_no=77,	ch0=  32, ch1= 754, ch2= 448, ch3=   0, ch4=  71, ch5= 126, ts=1714036060323578,	delta=834,
seq_no=78,	ch0=   0, ch1= 700, ch2= 463, ch3=   2, ch4=  30, ch5= 122, ts=1714036060324477,	delta=899,
seq_no=79,	ch0=   0, ch1= 626, ch2= 588, ch3=  23, ch4=   8, ch5= 130, ts=1714036060325473,	delta=996,
seq_no=80,	ch0=   0, ch1= 535, ch2= 683, ch3=  42, ch4=   0, ch5= 122, ts=1714036060326143,	delta=670,
seq_no=81,	ch0=   0, ch1= 440, ch2= 767, ch3=  66, ch4=   0, ch5= 121, ts=1714036060326966,	delta=823,
seq_no=82,	ch0=  43, ch1= 322, ch2= 832, ch3=  97, ch4=   0, ch5= 103, ts=1714036060327786,	delta=820,
seq_no=83,	ch0= 106, ch1= 230, ch2= 916, ch3= 116, ch4=   0, ch5=  92, ts=1714036060328628,	delta=842,
seq_no=84,	ch0= 209, ch1= 201, ch2= 839, ch3= 125, ch4=   0, ch5=  36, ts=1714036060329468,	delta=840,
seq_no=85,	ch0= 310, ch1=  20, ch2= 818, ch3= 137, ch4=  18, ch5=  48, ts=1714036060330309,	delta=841,
seq_no=86,	ch0= 467, ch1=   0, ch2= 761, ch3= 145, ch4=   0, ch5=  26, ts=1714036060331159,	delta=850,
seq_no=87,	ch0= 468, ch1=   0, ch2= 668, ch3=  65, ch4=   8, ch5=   0, ts=1714036060331993,	delta=834,
seq_no=88,	ch0= 601, ch1=   0, ch2= 562, ch3= 128, ch4=  34, ch5=   0, ts=1714036060332832,	delta=839,
seq_no=89,	ch0= 671, ch1=   0, ch2= 374, ch3= 137, ch4=  34, ch5=  74, ts=1714036060333670,	delta=838,
seq_no=90,	ch0= 730, ch1=  56, ch2= 341, ch3= 129, ch4=  70, ch5=   0, ts=1714036060334517,	delta=847,
seq_no=91,	ch0= 757, ch1= 141, ch2= 228, ch3= 108, ch4=  85, ch5=   0, ts=1714036060335359,	delta=842,
seq_no=92,	ch0= 761, ch1= 230, ch2= 119, ch3=  78, ch4= 101, ch5=   0, ts=1714036060336201,	delta=842,
seq_no=93,	ch0= 738, ch1= 338, ch2=  32, ch3=  64, ch4= 116, ch5=   0, ts=1714036060337040,	delta=839,
seq_no=94,	ch0= 682, ch1= 444, ch2=   0, ch3=  36, ch4= 123, ch5=   0, ts=1714036060337940,	delta=900,
seq_no=95,	ch0= 592, ch1= 551, ch2=   0, ch3=  18, ch4= 128, ch5=   5, ts=1714036060338755,	delta=815,
seq_no=96,	ch0= 492, ch1= 615, ch2=   0, ch3=   5, ch4= 117, ch5=  25, ts=1714036060339574,	delta=819,
seq_no=97,	ch0= 408, ch1= 704, ch2=   9, ch3=   0, ch4= 105, ch5=  51, ts=1714036060340413,	delta=839,
seq_no=98,	ch0= 266, ch1= 754, ch2=  73, ch3=   0, ch4=  90, ch5=  87, ts=1714036060341254,	delta=841,
seq_no=99,	ch0= 192, ch1= 762, ch2= 269, ch3=   0, ch4=  78, ch5= 104, ts=1714036060342091,	delta=837,
seq_no=100,	ch0= 141, ch1= 808, ch2= 218, ch3=   0, ch4=  85, ch5= 177, ts=1714036060342938,	delta=847,
seq_no=101,	ch0=  47, ch1= 786, ch2= 362, ch3=   0, ch4=  32, ch5=  96, ts=1714036060343772,	delta=834,
seq_no=102,	ch0=   0, ch1= 691, ch2= 501, ch3=   0, ch4=  18, ch5= 129, ts=1714036060344616,	delta=844,
seq_no=103,	ch0=   0, ch1= 610, ch2= 617, ch3=  18, ch4=   0, ch5= 128, ts=1714036060345454,	delta=838,
seq_no=104,	ch0=   0, ch1= 518, ch2= 718, ch3=  45, ch4=   0, ch5= 123, ts=1714036060346294,	delta=840,
seq_no=105,	ch0=  10, ch1= 409, ch2= 784, ch3=  64, ch4=   0, ch5= 116, ts=1714036060347145,	delta=851,
seq_no=106,	ch0=  64, ch1= 302, ch2= 836, ch3=  85, ch4=   0, ch5= 106, ts=1714036060347981,	delta=836,
seq_no=107,	ch0= 133, ch1= 146, ch2= 850, ch3= 105, ch4=  45, ch5=  83, ts=1714036060348824,	delta=843,
seq_no=108,	ch0= 345, ch1= 104, ch2= 848, ch3= 117, ch4=   0, ch5=  68, ts=1714036060349662,	delta=838,
seq_no=109,	ch0= 307, ch1=  33, ch2= 812, ch3= 160, ch4=   0, ch5=  55, ts=1714036060350502,	delta=840,
seq_no=110,	ch0= 425, ch1=   4, ch2= 747, ch3= 124, ch4=   0, ch5=  26, ts=1714036060351347,	delta=845,
seq_no=111,	ch0= 532, ch1=   2, ch2= 714, ch3= 137, ch4=  10, ch5=   5, ts=1714036060352192,	delta=845,
seq_no=112,	ch0= 653, ch1=   0, ch2= 514, ch3= 138, ch4=  11, ch5=   0, ts=1714036060353030,	delta=838,
seq_no=113,	ch0= 686, ch1=   0, ch2= 440, ch3= 122, ch4= 122, ch5=   0, ts=1714036060353871,	delta=841,
seq_no=114,	ch0= 738, ch1=  75, ch2= 320, ch3= 113, ch4=  77, ch5=   0, ts=1714036060354721,	delta=850,
seq_no=115,	ch0= 765, ch1= 156, ch2= 207, ch3= 101, ch4=  82, ch5=   0, ts=1714036060355556,	delta=835,
seq_no=116,	ch0= 757, ch1= 254, ch2= 108, ch3=  86, ch4=  91, ch5=   0, ts=1714036060356396,	delta=840,
seq_no=117,	ch0= 715, ch1= 362, ch2=  38, ch3=  69, ch4= 113, ch5=   0, ts=1714036060357236,	delta=840,
seq_no=118,	ch0= 655, ch1= 475, ch2=   0, ch3=  33, ch4= 118, ch5=   0, ts=1714036060358077,	delta=841,
seq_no=119,	ch0= 576, ch1= 566, ch2=   4, ch3=  14, ch4= 109, ch5=  10, ts=1714036060359133,	delta=1056,
seq_no=120,	ch0= 469, ch1= 650, ch2=   0, ch3=   2, ch4= 113, ch5=  42, ts=1714036060359797,	delta=664,
seq_no=121,	ch0= 383, ch1= 739, ch2=  25, ch3=   0, ch4= 106, ch5=  64, ts=1714036060360618,	delta=821,
seq_no=122,	ch0= 270, ch1= 767, ch2=  20, ch3=   0, ch4=  89, ch5= 153, ts=1714036060361452,	delta=834,
seq_no=123,	ch0= 192, ch1= 884, ch2= 157, ch3=  16, ch4=  88, ch5=  57, ts=1714036060362291,	delta=839,
seq_no=124,	ch0=  97, ch1= 728, ch2= 294, ch3=   0, ch4=  72, ch5= 111, ts=1714036060363143,	delta=852,
seq_no=125,	ch0=   0, ch1= 728, ch2= 397, ch3=  27, ch4=  28, ch5= 138, ts=1714036060363967,	delta=824,
seq_no=126,	ch0=   0, ch1= 672, ch2= 529, ch3=  13, ch4=  16, ch5= 137, ts=1714036060364809,	delta=842,
seq_no=127,	ch0=   0, ch1= 590, ch2= 634, ch3=  33, ch4=   4, ch5= 129, ts=1714036060365648,	delta=839,
seq_no=128,	ch0=   0, ch1= 493, ch2= 723, ch3=  50, ch4=   0, ch5= 118, ts=1714036060366492,	delta=844,
seq_no=129,	ch0=  17, ch1= 385, ch2= 799, ch3=  76, ch4=   0, ch5= 117, ts=1714036060367353,	delta=861,
seq_no=130,	ch0=  72, ch1= 276, ch2= 842, ch3= 100, ch4=   0, ch5= 103, ts=1714036060368182,	delta=829,
seq_no=131,	ch0= 119, ch1= 170, ch2= 874, ch3= 153, ch4=   0, ch5=  87, ts=1714036060369023,	delta=841,
seq_no=132,	ch0= 246, ch1=  83, ch2= 844, ch3= 123, ch4=   0, ch5=  64, ts=1714036060369864,	delta=841,
seq_no=133,	ch0= 349, ch1=  18, ch2= 761, ch3= 146, ch4=   0, ch5=  92, ts=1714036060370710,	delta=846,
seq_no=134,	ch0= 450, ch1=  69, ch2= 709, ch3= 169, ch4=   2, ch5=   0, ts=1714036060371543,	delta=833,
seq_no=135,	ch0= 576, ch1=   0, ch2= 629, ch3= 165, ch4=  67, ch5=   2, ts=1714036060372433,	delta=890,
seq_no=136,	ch0= 708, ch1=   0, ch2= 556, ch3= 142, ch4=  14, ch5=   0, ts=1714036060373233,	delta=800,
seq_no=137,	ch0= 677, ch1=  18, ch2= 410, ch3= 100, ch4=  58, ch5=   0, ts=1714036060374070,	delta=837,
seq_no=138,	ch0= 747, ch1=  84, ch2= 293, ch3= 124, ch4=  77, ch5=   0, ts=1714036060374917,	delta=847,
seq_no=139,	ch0= 764, ch1= 178, ch2= 181, ch3=  92, ch4=  92, ch5=   0, ts=1714036060375749,	delta=832,
seq_no=140,	ch0= 749, ch1= 282, ch2=  89, ch3=  66, ch4= 106, ch5=   0, ts=1714036060376589,	delta=840,
seq_no=141,	ch0= 706, ch1= 396, ch2=  17, ch3=  45, ch4= 105, ch5=   1, ts=1714036060377432,	delta=843,
seq_no=142,	ch0= 644, ch1= 490, ch2=   0, ch3=  25, ch4= 117, ch5=  17, ts=1714036060378273,	delta=841,
seq_no=143,	ch0= 554, ch1= 576, ch2=   0, ch3=   0, ch4= 112, ch5=  23, ts=1714036060379123,	delta=850,
seq_no=144,	ch0= 473, ch1= 672, ch2=   0, ch3=   0, ch4= 113, ch5=  47, ts=1714036060379957,	delta=834,
seq_no=145,	ch0= 361, ch1= 739, ch2=  20, ch3=   0, ch4= 102, ch5=  58, ts=1714036060380797,	delta=840,
seq_no=146,	ch0= 257, ch1= 736, ch2= 105, ch3=   0, ch4= 122, ch5=  78, ts=1714036060381639,	delta=842,
seq_no=147,	ch0= 182, ch1= 789, ch2= 200, ch3=  18, ch4=  54, ch5= 101, ts=1714036060382482,	delta=843,
seq_no=148,	ch0=  46, ch1= 800, ch2= 327, ch3=   0, ch4=  50, ch5= 157, ts=1714036060383322,	delta=840,
seq_no=149,	ch0=  14, ch1= 729, ch2= 452, ch3=   0, ch4=  26, ch5= 119, ts=1714036060384165,	delta=843,
seq_no=150,	ch0=   0, ch1= 660, ch2= 550, ch3=  25, ch4=  10, ch5= 128, ts=1714036060385004,	delta=839,
seq_no=151,	ch0=   0, ch1= 576, ch2= 653, ch3=  32, ch4=   0, ch5= 123, ts=1714036060385845,	delta=841,
seq_no=152,	ch0=   0, ch1= 474, ch2= 740, ch3=  48, ch4=   0, ch5= 123, ts=1714036060386693,	delta=848,
seq_no=153,	ch0=  21, ch1= 366, ch2= 811, ch3=  73, ch4=   0, ch5= 115, ts=1714036060387529,	delta=836,
seq_no=154,	ch0=  93, ch1= 251, ch2= 853, ch3=  91, ch4=   0, ch5=  97, ts=1714036060388371,	delta=842,
seq_no=155,	ch0= 180, ch1= 161, ch2= 874, ch3= 117, ch4=   0, ch5= 153, ts=1714036060389210,	delta=839,
seq_no=156,	ch0= 276, ch1= 159, ch2= 832, ch3= 134, ch4=   0, ch5=  25, ts=1714036060390053,	delta=843,
seq_no=157,	ch0= 383, ch1=   0, ch2= 786, ch3= 144, ch4=  12, ch5=  26, ts=1714036060390903,	delta=850,
seq_no=158,	ch0= 552, ch1=   0, ch2= 716, ch3= 147, ch4=   0, ch5=   2, ts=1714036060391910,	delta=1007,
seq_no=159,	ch0= 537, ch1=   0, ch2= 597, ch3=  91, ch4=  20, ch5=   1, ts=1714036060392616,	delta=706,
seq_no=160,	ch0= 644, ch1=   0, ch2= 604, ch3= 132, ch4=  73, ch5=  13, ts=1714036060393434,	delta=818,
seq_no=161,	ch0= 724, ch1=  38, ch2= 370, ch3= 121, ch4=  53, ch5=   0, ts=1714036060394268,	delta=834,
seq_no=162,	ch0= 756, ch1= 113, ch2= 269, ch3= 109, ch4=  81, ch5=   0, ts=1714036060395114,	delta=846,
seq_no=163,	ch0= 755, ch1= 197, ch2= 162, ch3=  96, ch4= 106, ch5=   0, ts=1714036060395952,	delta=838,
seq_no=164,	ch0= 733, ch1= 293, ch2=  74, ch3=  70, ch4= 101, ch5=   0, ts=1714036060396794,	delta=842,
seq_no=165,	ch0= 677, ch1= 401, ch2=   7, ch3=  50, ch4= 109, ch5=   0, ts=1714036060397630,	delta=836,
seq_no=166,	ch0= 621, ch1= 505, ch2=   0, ch3=  33, ch4= 114, ch5=   6, ts=1714036060398471,	delta=841,
seq_no=167,	ch0= 546, ch1= 608, ch2=   0, ch3=  30, ch4= 117, ch5=  28, ts=1714036060399322,	delta=851,
seq_no=168,	ch0= 434, ch1= 686, ch2=   0, ch3=   0, ch4= 107, ch5=  51, ts=1714036060400154,	delta=832,
seq_no=169,	ch0= 337, ch1= 743, ch2=  45, ch3=   0, ch4=  92, ch5=  71, ts=1714036060400997,	delta=843,
seq_no=170,	ch0= 202, ch1= 797, ch2= 145, ch3=   0, ch4=  82, ch5= 111, ts=1714036060401836,	delta=839,
seq_no=171,	ch0= 132, ch1= 807, ch2= 276, ch3=   0, ch4=  64, ch5= 102, ts=1714036060402686,	delta=850,
seq_no=172,	ch0=  41, ch1= 901, ch2= 313, ch3=   0, ch4=  48, ch5=  58, ts=1714036060403520,	delta=834,
seq_no=173,	ch0=   1, ch1= 709, ch2= 455, ch3=   2, ch4=  30, ch5= 122, ts=1714036060404360,	delta=840,
seq_no=174,	ch0=   0, ch1= 647, ch2= 565, ch3=  16, ch4=  11, ch5= 132, ts=1714036060405200,	delta=840,
seq_no=175,	ch0=   0, ch1= 553, ch2= 667, ch3=  41, ch4=   0, ch5= 128, ts=1714036060406040,	delta=840,
seq_no=176,	ch0=   0, ch1= 434, ch2= 752, ch3=  65, ch4=   0, ch5= 125, ts=1714036060406892,	delta=852,
seq_no=177,	ch0=  45, ch1= 325, ch2= 818, ch3=  90, ch4=   0, ch5=  99, ts=1714036060407719,	delta=827,
seq_no=178,	ch0= 121, ch1= 234, ch2= 852, ch3= 105, ch4=   0, ch5=  92, ts=1714036060408561,	delta=842,
seq_no=179,	ch0= 194, ch1= 110, ch2= 846, ch3= 114, ch4=   0, ch5=  70, ts=1714036060409403,	delta=842,
seq_no=180,	ch0= 253, ch1=  53, ch2= 832, ch3= 184, ch4=   0, ch5=  52, ts=1714036060410241,	delta=838,
seq_no=181,	ch0= 391, ch1=   0, ch2= 765, ch3= 118, ch4=   0, ch5=  33, ts=1714036060411113,	delta=872,
seq_no=182,	ch0= 506, ch1=   0, ch2= 744, ch3= 134, ch4=  41, ch5=  34, ts=1714036060411934,	delta=821,
seq_no=183,	ch0= 664, ch1=   5, ch2= 540, ch3= 146, ch4=  45, ch5=  45, ts=1714036060412781,	delta=847,
seq_no=184,	ch0= 696, ch1=  50, ch2= 448, ch3= 151, ch4=  46, ch5=   0, ts=1714036060413620,	delta=839,
seq_no=185,	ch0= 731, ch1=  52, ch2= 346, ch3= 118, ch4=  66, ch5=   0, ts=1714036060414455,	delta=835,
seq_no=186,	ch0= 757, ch1= 130, ch2= 239, ch3= 101, ch4=  77, ch5=   0, ts=1714036060415312,	delta=857,
seq_no=187,	ch0= 761, ch1= 226, ch2= 147, ch3=  82, ch4=  92, ch5=   0, ts=1714036060416137,	delta=825,
seq_no=188,	ch0= 731, ch1= 329, ch2=  48, ch3=  64, ch4= 100, ch5=   0, ts=1714036060417019,	delta=882,
seq_no=189,	ch0= 686, ch1= 440, ch2=   0, ch3=  44, ch4= 109, ch5=   0, ts=1714036060417825,	delta=806,
seq_no=190,	ch0= 609, ch1= 538, ch2=   0, ch3=  24, ch4=  98, ch5=   9, ts=1714036060418773,	delta=948,
seq_no=191,	ch0= 519, ch1= 631, ch2=   0, ch3=   1, ch4=  97, ch5=  32, ts=1714036060419556,	delta=783,
seq_no=192,	ch0= 411, ch1= 712, ch2=   1, ch3=   0, ch4=  94, ch5=  50, ts=1714036060420354,	delta=798,
seq_no=193,	ch0= 307, ch1= 770, ch2=  70, ch3=   0, ch4=  90, ch5=  82, ts=1714036060421188,	delta=834,
seq_no=194,	ch0= 244, ch1= 787, ch2= 120, ch3=   0, ch4=  71, ch5=   5, ts=1714036060422026,	delta=838,
seq_no=195,	ch0= 104, ch1= 701, ch2= 249, ch3=   0, ch4= 138, ch5=  85, ts=1714036060422877,	delta=851,
seq_no=196,	ch0= 155, ch1= 737, ch2= 405, ch3=   6, ch4=  10, ch5= 111, ts=1714036060423718,	delta=841,
seq_no=197,	ch0=   0, ch1= 698, ch2= 490, ch3=   8, ch4=  26, ch5= 119, ts=1714036060424557,	delta=839,
seq_no=198,	ch0=   0, ch1= 617, ch2= 599, ch3=  25, ch4=   0, ch5= 119, ts=1714036060425439,	delta=882,
seq_no=199,	ch0=   0, ch1= 523, ch2= 693, ch3=  46, ch4=   0, ch5= 115, ts=1714036060426248,	delta=809,
seq_no=200,	ch0=   2, ch1= 417, ch2= 782, ch3=  75, ch4=   0, ch5= 116, ts=1714036060427097,	delta=849,
seq_no=201,	ch0=  52, ch1= 313, ch2= 836, ch3=  97, ch4=   0, ch5= 100, ts=1714036060427922,	delta=825,
seq_no=202,	ch0= 154, ch1= 207, ch2= 858, ch3= 106, ch4=   0, ch5=  81, ts=1714036060428765,	delta=843,
seq_no=203,	ch0= 203, ch1= 112, ch2= 851, ch3=  98, ch4=   0, ch5=  68, ts=1714036060429609,	delta=844,
seq_no=204,	ch0= 314, ch1=  31, ch2= 871, ch3= 137, ch4=   0, ch5=  48, ts=1714036060430447,	delta=838,
seq_no=205,	ch0= 448, ch1=   0, ch2= 736, ch3= 149, ch4=   0, ch5=  64, ts=1714036060431296,	delta=849,
seq_no=206,	ch0= 547, ch1=  38, ch2= 650, ch3= 146, ch4=   6, ch5=   0, ts=1714036060432129,	delta=833,
