seq_no=0,	ch0=1032, ch1= 370, ch2=2726, ch3=  43, ch4=  54, ch5=  70, ts=1713173707075776,	delta=1713173707075776,
seq_no=117,	ch0=1054, ch1=2553, ch2= 381, ch3= 122, ch4=  52, ch5=   0, ts=1713173707166445,	delta=839,
seq_no=118,	ch0=1472, ch1=2534, ch2=  90, ch3= 146, ch4=  42, ch5=   1, ts=1713173707167295,	delta=850,
seq_no=119,	ch0=1857, ch1=2496, ch2=  25, ch3= 144, ch4=  14, ch5=  17, ts=1713173707168448,	delta=1153,
seq_no=120,	ch0=2170, ch1=2360, ch2=  33, ch3= 178, ch4=   0, ch5=  65, ts=1713173707169017,	delta=569,
seq_no=121,	ch0=2397, ch1=1957, ch2=  17, ch3= 155, ch4=   0, ch5=  34, ts=1713173707169832,	delta=815,
seq_no=122,	ch0=2447, ch1=1526, ch2= 102, ch3=  71, ch4=   0, ch5=  89, ts=1713173707172710,	delta=2878,
seq_no=123,	ch0=2457, ch1=1089, ch2= 409, ch3= 119, ch4=   0, ch5=  90, ts=1713173707172770,	delta=60,
seq_no=124,	ch0=2467, ch1= 694, ch2= 788, ch3= 109, ch4=   0, ch5= 117, ts=1713173707172802,	delta=32,
seq_no=125,	ch0=2456, ch1= 344, ch2=1211, ch3=  83, ch4=   0, ch5= 125, ts=1713173707173261,	delta=459,
seq_no=126,	ch0=2433, ch1=  77, ch2=1673, ch3=  65, ch4=   0, ch5= 130, ts=1713173707174050,	delta=789,
seq_no=127,	ch0=2392, ch1=  31, ch2=2124, ch3=  44, ch4=  14, ch5= 138, ts=1713173707174900,	delta=850,
seq_no=128,	ch0=2208, ch1=  69, ch2=2545, ch3=  33, ch4=  29, ch5= 117, ts=1713173707175715,	delta=815,
seq_no=129,	ch0=1808, ch1=  55, ch2=2672, ch3=  31, ch4=  44, ch5= 117, ts=1713173707176554,	delta=839,
seq_no=130,	ch0=1400, ch1=  96, ch2=2698, ch3=  26, ch4= 110, ch5= 109, ts=1713173707177392,	delta=838,
seq_no=131,	ch0=1001, ch1= 394, ch2=2719, ch3=  20, ch4=  64, ch5= 102, ts=1713173707178241,	delta=849,
seq_no=132,	ch0= 681, ch1= 758, ch2=2713, ch3=  22, ch4=  82, ch5=  83, ts=1713173707179090,	delta=849,
seq_no=133,	ch0= 216, ch1=1165, ch2=2736, ch3=  64, ch4= 101, ch5= 108, ts=1713173707179923,	delta=833,
seq_no=134,	ch0=   0, ch1=1590, ch2=2686, ch3=   0, ch4= 108, ch5=  40, ts=1713173707180763,	delta=840,
seq_no=135,	ch0=   0, ch1=2016, ch2=2659, ch3=  45, ch4= 113, ch5=  30, ts=1713173707181602,	delta=839,
seq_no=136,	ch0=   0, ch1=2403, ch2=2451, ch3=  58, ch4= 113, ch5=   5, ts=1713173707182445,	delta=843,
seq_no=137,	ch0=   0, ch1=2502, ch2=2016, ch3=  81, ch4= 104, ch5=   0, ts=1713173707183298,	delta=853,
seq_no=138,	ch0= 134, ch1=2531, ch2=1544, ch3=  89, ch4= 100, ch5=   0, ts=1713173707184132,	delta=834,
seq_no=139,	ch0= 410, ch1=2551, ch2=1100, ch3= 110, ch4=  88, ch5=   0, ts=1713173707184972,	delta=840,
seq_no=140,	ch0= 767, ch1=2561, ch2= 672, ch3= 122, ch4=  73, ch5=   0, ts=1713173707185811,	delta=839,
seq_no=141,	ch0=1167, ch1=2551, ch2= 299, ch3= 126, ch4=  53, ch5=   0, ts=1713173707186802,	delta=991,
seq_no=142,	ch0=1567, ch1=2528, ch2=  18, ch3= 125, ch4=  30, ch5=   2, ts=1713173707187518,	delta=716,
seq_no=143,	ch0=1974, ch1=2482, ch2=  20, ch3= 132, ch4=   5, ch5=  12, ts=1713173707188347,	delta=829,
seq_no=144,	ch0=2434, ch1=2231, ch2=   1, ch3= 128, ch4=   0, ch5=  30, ts=1713173707189184,	delta=837,
seq_no=145,	ch0=2420, ch1=1844, ch2=  41, ch3= 145, ch4=   0, ch5=  51, ts=1713173707190024,	delta=840,
seq_no=146,	ch0=2448, ch1=1398, ch2= 224, ch3= 126, ch4=   0, ch5=  84, ts=1713173707190881,	delta=857,
seq_no=147,	ch0=2460, ch1= 984, ch2= 493, ch3= 119, ch4=   0, ch5=  98, ts=1713173707191713,	delta=832,
seq_no=148,	ch0=2463, ch1= 602, ch2= 892, ch3= 106, ch4=   0, ch5= 104, ts=1713173707192550,	delta=837,
seq_no=149,	ch0=2444, ch1= 272, ch2=1344, ch3=  89, ch4=   0, ch5= 112, ts=1713173707193390,	delta=840,
seq_no=150,	ch0=2431, ch1=  26, ch2=1799, ch3=  66, ch4=  11, ch5= 119, ts=1713173707194231,	delta=841,
seq_no=151,	ch0=2382, ch1=  21, ch2=2251, ch3=  45, ch4=   1, ch5= 122, ts=1713173707195086,	delta=855,
seq_no=152,	ch0=2107, ch1=   9, ch2=2540, ch3=  34, ch4=  14, ch5= 193, ts=1713173707195918,	delta=832,
seq_no=153,	ch0=1707, ch1=  10, ch2=2673, ch3=  29, ch4=  57, ch5= 160, ts=1713173707196760,	delta=842,
seq_no=154,	ch0=1286, ch1= 258, ch2=2712, ch3=  25, ch4=  66, ch5=  79, ts=1713173707197603,	delta=843,
seq_no=155,	ch0= 909, ch1= 530, ch2=2737, ch3=  10, ch4=  82, ch5=  92, ts=1713173707198444,	delta=841,
seq_no=156,	ch0= 533, ch1= 800, ch2=2736, ch3=  29, ch4= 153, ch5=  78, ts=1713173707199296,	delta=852,
seq_no=157,	ch0= 205, ch1=1251, ch2=2727, ch3=   6, ch4=  41, ch5=  55, ts=1713173707200130,	delta=834,
seq_no=158,	ch0=  64, ch1=1679, ch2=2689, ch3=  37, ch4=  92, ch5=  22, ts=1713173707201265,	delta=1135,
seq_no=159,	ch0=   0, ch1=2112, ch2=2641, ch3=  41, ch4= 114, ch5=  17, ts=1713173707201874,	delta=609,
seq_no=160,	ch0=   0, ch1=2446, ch2=2335, ch3=  55, ch4= 111, ch5=   5, ts=1713173707202753,	delta=879,
seq_no=161,	ch0=   0, ch1=2520, ch2=1898, ch3=  74, ch4= 112, ch5=   0, ts=1713173707203510,	delta=757,
seq_no=162,	ch0= 193, ch1=2543, ch2=1421, ch3=  96, ch4= 105, ch5=   0, ts=1713173707204342,	delta=832,
seq_no=163,	ch0= 486, ch1=2559, ch2= 967, ch3= 112, ch4=  92, ch5=   0, ts=1713173707205183,	delta=841,
seq_no=164,	ch0= 860, ch1=2559, ch2= 565, ch3= 125, ch4=  79, ch5=   0, ts=1713173707206024,	delta=841,
seq_no=165,	ch0=1257, ch1=2548, ch2= 196, ch3= 134, ch4=  64, ch5=   0, ts=1713173707206877,	delta=853,
seq_no=166,	ch0=1677, ch1=2519, ch2=  21, ch3= 132, ch4=  45, ch5=   4, ts=1713173707207710,	delta=833,
seq_no=167,	ch0=2072, ch1=2484, ch2=   5, ch3= 135, ch4=  20, ch5=   0, ts=1713173707208551,	delta=841,
seq_no=168,	ch0=2391, ch1=2232, ch2=   0, ch3= 156, ch4=   0, ch5=   0, ts=1713173707209391,	delta=840,
seq_no=169,	ch0=2402, ch1=1632, ch2=   0, ch3= 109, ch4=  88, ch5=  37, ts=1713173707210232,	delta=841,
seq_no=170,	ch0=2473, ch1=1267, ch2= 229, ch3= 147, ch4=  44, ch5=  71, ts=1713173707211075,	delta=843,
seq_no=171,	ch0=2464, ch1= 901, ch2= 588, ch3= 121, ch4=   0, ch5= 105, ts=1713173707211918,	delta=843,
seq_no=172,	ch0=2465, ch1= 525, ch2= 992, ch3=  92, ch4=   0, ch5= 117, ts=1713173707212760,	delta=842,
seq_no=173,	ch0=2444, ch1= 209, ch2=1448, ch3=  73, ch4=   2, ch5= 122, ts=1713173707213602,	delta=842,
seq_no=174,	ch0=2417, ch1=   0, ch2=1912, ch3=  65, ch4=   5, ch5= 129, ts=1713173707214443,	delta=841,
seq_no=175,	ch0=2355, ch1=   8, ch2=2373, ch3=  45, ch4=  11, ch5= 125, ts=1713173707215292,	delta=849,
seq_no=176,	ch0=1998, ch1=  13, ch2=2639, ch3=  22, ch4=  33, ch5= 123, ts=1713173707216128,	delta=836,
seq_no=177,	ch0=1600, ch1=  29, ch2=2685, ch3=  29, ch4=  69, ch5= 119, ts=1713173707216971,	delta=843,
seq_no=178,	ch0=1188, ch1= 253, ch2=2687, ch3=  20, ch4=  77, ch5= 180, ts=1713173707217812,	delta=841,
seq_no=179,	ch0= 790, ch1= 565, ch2=2734, ch3=  21, ch4=  90, ch5=  57, ts=1713173707218712,	delta=900,
seq_no=180,	ch0= 469, ch1=1020, ch2=2732, ch3=  48, ch4= 115, ch5=  49, ts=1713173707219504,	delta=792,
seq_no=181,	ch0= 140, ch1=1316, ch2=2711, ch3=  41, ch4= 181, ch5=  44, ts=1713173707220342,	delta=838,
seq_no=182,	ch0=   0, ch1=1770, ch2=2659, ch3=  30, ch4=  49, ch5=  27, ts=1713173707221183,	delta=841,
seq_no=183,	ch0=   0, ch1=2207, ch2=2615, ch3=  41, ch4= 128, ch5=   9, ts=1713173707222025,	delta=842,
seq_no=184,	ch0=   0, ch1=2469, ch2=2224, ch3=  57, ch4=  97, ch5=   0, ts=1713173707222876,	delta=851,
seq_no=185,	ch0=  18, ch1=2520, ch2=1782, ch3=  81, ch4= 104, ch5=   2, ts=1713173707223711,	delta=835,
seq_no=186,	ch0= 261, ch1=2544, ch2=1306, ch3=  97, ch4=  96, ch5=   0, ts=1713173707224548,	delta=837,
seq_no=187,	ch0= 578, ch1=2553, ch2= 860, ch3= 124, ch4=  82, ch5=   2, ts=1713173707225391,	delta=843,
seq_no=188,	ch0= 955, ch1=2550, ch2= 468, ch3= 122, ch4=  71, ch5=   0, ts=1713173707226232,	delta=841,
seq_no=189,	ch0=1363, ch1=2535, ch2= 157, ch3= 133, ch4=  36, ch5=   0, ts=1713173707227085,	delta=853,
seq_no=190,	ch0=1765, ch1=2509, ch2=  21, ch3= 114, ch4=  22, ch5=   9, ts=1713173707227913,	delta=828,
seq_no=191,	ch0=2177, ch1=2440, ch2=   0, ch3= 129, ch4=   8, ch5=   0, ts=1713173707228755,	delta=842,
seq_no=192,	ch0=2368, ch1=2062, ch2=   0, ch3= 138, ch4=   0, ch5=   0, ts=1713173707229594,	delta=839,
seq_no=193,	ch0=2443, ch1=1734, ch2=  33, ch3= 162, ch4=   9, ch5=  25, ts=1713173707230437,	delta=843,
seq_no=194,	ch0=2460, ch1=1255, ch2= 322, ch3= 126, ch4=   0, ch5=  64, ts=1713173707231291,	delta=854,
seq_no=195,	ch0=2466, ch1= 794, ch2= 690, ch3= 114, ch4=   0, ch5= 114, ts=1713173707232133,	delta=842,
seq_no=196,	ch0=2461, ch1= 432, ch2=1118, ch3=  96, ch4=   0, ch5= 123, ts=1713173707232971,	delta=838,
seq_no=197,	ch0=2441, ch1= 141, ch2=1565, ch3=  77, ch4=   2, ch5= 130, ts=1713173707233813,	delta=842,
seq_no=198,	ch0=2400, ch1=  29, ch2=2031, ch3=  57, ch4=  14, ch5= 117, ts=1713173707234745,	delta=932,
seq_no=199,	ch0=2290, ch1=  14, ch2=2476, ch3=  42, ch4=  26, ch5= 114, ts=1713173707235509,	delta=764,
seq_no=200,	ch0=1893, ch1=  11, ch2=2656, ch3=   4, ch4=  25, ch5= 114, ts=1713173707236393,	delta=884,
seq_no=201,	ch0=1495, ch1=  66, ch2=2696, ch3=  17, ch4=  56, ch5= 113, ts=1713173707237190,	delta=797,
seq_no=202,	ch0=1090, ch1= 324, ch2=2720, ch3=  24, ch4=  79, ch5= 109, ts=1713173707238022,	delta=832,
seq_no=203,	ch0= 705, ch1= 657, ch2=2696, ch3=  26, ch4=  98, ch5= 163, ts=1713173707238903,	delta=881,
seq_no=204,	ch0= 411, ch1=1068, ch2=2724, ch3=  13, ch4=  92, ch5=   0, ts=1713173707239726,	delta=823,
seq_no=205,	ch0= 108, ch1=1563, ch2=2704, ch3=  57, ch4= 117, ch5=  17, ts=1713173707240554,	delta=828,
seq_no=206,	ch0=   0, ch1=1865, ch2=2668, ch3=  23, ch4= 134, ch5=  23, ts=1713173707241391,	delta=837,
