seq_no=0,	ch0= 166, ch1=1575, ch2= 635, ch3=   0, ch4=  76, ch5= 150, ts=1714036499370456,	delta=1714036499370456,
seq_no=66,	ch0=   0, ch1=1399, ch2=1095, ch3=   2, ch4=   9, ch5= 108, ts=1714036499423752,	delta=835,
seq_no=67,	ch0=   0, ch1=1205, ch2=1329, ch3=  43, ch4=   2, ch5=  79, ts=1714036499424596,	delta=844,
seq_no=68,	ch0=   0, ch1=1006, ch2=1478, ch3=  64, ch4=   0, ch5=  79, ts=1714036499425436,	delta=840,
seq_no=69,	ch0=  50, ch1= 780, ch2=1627, ch3=  78, ch4=   0, ch5=  79, ts=1714036499426276,	delta=840,
seq_no=70,	ch0= 176, ch1= 567, ch2=1705, ch3=  92, ch4=   0, ch5=  64, ts=1714036499427124,	delta=848,
seq_no=71,	ch0= 357, ch1= 376, ch2=1735, ch3=  97, ch4=   0, ch5=  46, ts=1714036499427961,	delta=837,
seq_no=72,	ch0= 544, ch1= 202, ch2=1708, ch3= 110, ch4=   0, ch5=  41, ts=1714036499428802,	delta=841,
seq_no=73,	ch0= 743, ch1=  64, ch2=1589, ch3= 114, ch4=   0, ch5=  75, ts=1714036499429642,	delta=840,
seq_no=74,	ch0= 951, ch1=  50, ch2=1472, ch3= 128, ch4=   0, ch5=   0, ts=1714036499430484,	delta=842,
seq_no=75,	ch0=1145, ch1=   0, ch2=1289, ch3= 116, ch4=  36, ch5=   0, ts=1714036499431326,	delta=842,
seq_no=76,	ch0=1419, ch1=   0, ch2=1081, ch3= 122, ch4=   5, ch5=   0, ts=1714036499432159,	delta=833,
seq_no=77,	ch0=1404, ch1=  70, ch2= 823, ch3=  32, ch4=  21, ch5=   0, ts=1714036499433002,	delta=843,
seq_no=78,	ch0=1506, ch1= 217, ch2= 684, ch3=  78, ch4=  76, ch5=   0, ts=1714036499433844,	delta=842,
seq_no=79,	ch0=1562, ch1= 388, ch2= 370, ch3=  85, ch4=  49, ch5=   0, ts=1714036499435061,	delta=1217,
seq_no=80,	ch0=1518, ch1= 595, ch2= 201, ch3=  68, ch4=  57, ch5=   0, ts=1714036499435576,	delta=515,
seq_no=81,	ch0=1436, ch1= 814, ch2=  54, ch3=  49, ch4=  66, ch5=   0, ts=1714036499436385,	delta=809,
seq_no=82,	ch0=1302, ch1=1027, ch2=   0, ch3=  32, ch4=  76, ch5=   0, ts=1714036499437217,	delta=832,
seq_no=83,	ch0=1134, ch1=1222, ch2=   0, ch3=  26, ch4=  66, ch5=   9, ts=1714036499438054,	delta=837,
seq_no=84,	ch0= 937, ch1=1388, ch2=   0, ch3=  10, ch4=  64, ch5=  21, ts=1714036499438924,	delta=870,
seq_no=85,	ch0= 730, ch1=1507, ch2=  73, ch3=   5, ch4=  66, ch5=  38, ts=1714036499439754,	delta=830,
seq_no=86,	ch0= 514, ch1=1583, ch2= 234, ch3=   4, ch4=  54, ch5=  37, ts=1714036499440589,	delta=835,
seq_no=87,	ch0= 334, ch1=1615, ch2= 450, ch3=   6, ch4=  32, ch5=  56, ts=1714036499441427,	delta=838,
seq_no=88,	ch0= 109, ch1=1565, ch2= 682, ch3=   0, ch4=  29, ch5=  65, ts=1714036499442269,	delta=842,
seq_no=89,	ch0=  16, ch1=1459, ch2= 992, ch3=  18, ch4=  48, ch5=  89, ts=1714036499443121,	delta=852,
seq_no=90,	ch0=   1, ch1=1338, ch2=1074, ch3=  42, ch4=  22, ch5= 138, ts=1714036499443951,	delta=830,
seq_no=91,	ch0=   0, ch1=1190, ch2=1334, ch3=  52, ch4=   0, ch5=  66, ts=1714036499444791,	delta=840,
seq_no=92,	ch0=   0, ch1= 944, ch2=1515, ch3=  73, ch4=   0, ch5=  75, ts=1714036499445633,	delta=842,
seq_no=93,	ch0=  66, ch1= 728, ch2=1647, ch3=  80, ch4=   0, ch5=  70, ts=1714036499446475,	delta=842,
seq_no=94,	ch0= 210, ch1= 518, ch2=1734, ch3=  96, ch4=   0, ch5=  64, ts=1714036499447380,	delta=905,
seq_no=95,	ch0= 391, ch1= 320, ch2=1742, ch3= 104, ch4=   0, ch5=  50, ts=1714036499448164,	delta=784,
seq_no=96,	ch0= 594, ch1= 158, ch2=1694, ch3= 117, ch4=   0, ch5=  42, ts=1714036499449001,	delta=837,
seq_no=97,	ch0= 798, ch1=   0, ch2=1578, ch3= 116, ch4=  54, ch5=  10, ts=1714036499449843,	delta=842,
seq_no=98,	ch0=1092, ch1=   0, ch2=1425, ch3= 117, ch4=   0, ch5=   1, ts=1714036499450690,	delta=847,
seq_no=99,	ch0=1149, ch1=   0, ch2=1229, ch3= 148, ch4=   5, ch5=   0, ts=1714036499451525,	delta=835,
seq_no=100,	ch0=1344, ch1=   4, ch2=1006, ch3=  86, ch4=  21, ch5=   2, ts=1714036499452362,	delta=837,
seq_no=101,	ch0=1474, ch1= 121, ch2= 658, ch3=  93, ch4=  27, ch5=  88, ts=1714036499453208,	delta=846,
seq_no=102,	ch0=1512, ch1= 370, ch2= 530, ch3=  88, ch4=  58, ch5=   0, ts=1714036499454048,	delta=840,
seq_no=103,	ch0=1551, ch1= 405, ch2= 329, ch3=  74, ch4=  90, ch5=   0, ts=1714036499454897,	delta=849,
seq_no=104,	ch0=1500, ch1= 642, ch2= 158, ch3=  51, ch4=  64, ch5=   0, ts=1714036499455731,	delta=834,
seq_no=105,	ch0=1405, ch1= 857, ch2=  30, ch3=  48, ch4=  64, ch5=   0, ts=1714036499456572,	delta=841,
seq_no=106,	ch0=1265, ch1=1067, ch2=   0, ch3=  30, ch4=  64, ch5=   5, ts=1714036499457412,	delta=840,
seq_no=107,	ch0=1076, ch1=1255, ch2=   0, ch3=  17, ch4=  64, ch5=  14, ts=1714036499458255,	delta=843,
seq_no=108,	ch0= 885, ch1=1414, ch2=   0, ch3=   2, ch4=  64, ch5=  36, ts=1714036499459103,	delta=848,
seq_no=109,	ch0= 677, ch1=1525, ch2= 122, ch3=   0, ch4=  39, ch5=  42, ts=1714036499459937,	delta=834,
seq_no=110,	ch0= 463, ch1=1600, ch2= 293, ch3=   5, ch4=  36, ch5=  64, ts=1714036499460778,	delta=841,
seq_no=111,	ch0= 277, ch1=1615, ch2= 506, ch3=   6, ch4=  34, ch5=  64, ts=1714036499461622,	delta=844,
seq_no=112,	ch0= 106, ch1=1533, ch2= 665, ch3=  17, ch4=  21, ch5= 142, ts=1714036499462462,	delta=840,
seq_no=113,	ch0=  25, ch1=1523, ch2= 943, ch3=  64, ch4=  25, ch5=  46, ts=1714036499463311,	delta=849,
seq_no=114,	ch0=   0, ch1=1253, ch2=1172, ch3=  64, ch4=  33, ch5=  74, ts=1714036499464148,	delta=837,
seq_no=115,	ch0=  26, ch1=1102, ch2=1391, ch3=  53, ch4=   0, ch5=  96, ts=1714036499464986,	delta=838,
seq_no=116,	ch0=   0, ch1= 895, ch2=1543, ch3=  65, ch4=   0, ch5=  73, ts=1714036499465828,	delta=842,
seq_no=117,	ch0= 105, ch1= 681, ch2=1667, ch3=  86, ch4=   0, ch5=  58, ts=1714036499466677,	delta=849,
seq_no=118,	ch0= 254, ch1= 470, ch2=1739, ch3= 100, ch4=   0, ch5=  55, ts=1714036499467513,	delta=836,
seq_no=119,	ch0= 426, ch1= 284, ch2=1743, ch3= 107, ch4=   0, ch5=  48, ts=1714036499468551,	delta=1038,
seq_no=120,	ch0= 638, ch1= 128, ch2=1679, ch3= 119, ch4=   0, ch5=  32, ts=1714036499469230,	delta=679,
seq_no=121,	ch0= 807, ch1=  11, ch2=1549, ch3= 163, ch4=   0, ch5=  25, ts=1714036499470050,	delta=820,
seq_no=122,	ch0=1038, ch1=   0, ch2=1385, ch3= 113, ch4=   5, ch5=   9, ts=1714036499470894,	delta=844,
seq_no=123,	ch0=1224, ch1=   0, ch2=1224, ch3= 129, ch4=  20, ch5=   0, ts=1714036499471727,	delta=833,
seq_no=124,	ch0=1396, ch1=  28, ch2= 928, ch3= 109, ch4=  31, ch5=  26, ts=1714036499472563,	delta=836,
seq_no=125,	ch0=1487, ch1=   5, ch2= 716, ch3=  93, ch4= 122, ch5=   0, ts=1714036499473400,	delta=837,
seq_no=126,	ch0=1656, ch1= 279, ch2= 543, ch3=  96, ch4=  21, ch5=   0, ts=1714036499474245,	delta=845,
seq_no=127,	ch0=1511, ch1= 484, ch2= 281, ch3=  64, ch4=  72, ch5=   0, ts=1714036499475096,	delta=851,
seq_no=128,	ch0=1487, ch1= 696, ch2= 119, ch3=  51, ch4=  66, ch5=   0, ts=1714036499475928,	delta=832,
seq_no=129,	ch0=1377, ch1= 913, ch2=   8, ch3=  33, ch4=  68, ch5=   0, ts=1714036499476769,	delta=841,
seq_no=130,	ch0=1219, ch1=1116, ch2=   0, ch3=  21, ch4=  67, ch5=  13, ts=1714036499477609,	delta=840,
seq_no=131,	ch0=1040, ch1=1297, ch2=   0, ch3=  13, ch4=  72, ch5=  21, ts=1714036499478450,	delta=841,
seq_no=132,	ch0= 834, ch1=1443, ch2=  27, ch3=   4, ch4=  64, ch5=  41, ts=1714036499479302,	delta=852,
seq_no=133,	ch0= 631, ch1=1550, ch2= 150, ch3=   0, ch4=  49, ch5=  58, ts=1714036499480136,	delta=834,
seq_no=134,	ch0= 416, ch1=1612, ch2= 334, ch3=  10, ch4=  57, ch5=  66, ts=1714036499480975,	delta=839,
seq_no=135,	ch0= 261, ch1=1600, ch2= 549, ch3=  13, ch4=  26, ch5=  45, ts=1714036499481819,	delta=844,
seq_no=136,	ch0= 104, ch1=1449, ch2= 769, ch3=  18, ch4=  73, ch5=  64, ts=1714036499482667,	delta=848,
seq_no=137,	ch0= 103, ch1=1393, ch2=1021, ch3=  36, ch4=   0, ch5=  68, ts=1714036499483502,	delta=835,
seq_no=138,	ch0=   0, ch1=1267, ch2=1255, ch3=  81, ch4=   0, ch5=  98, ts=1714036499484343,	delta=841,
seq_no=139,	ch0=   0, ch1=1084, ch2=1428, ch3=  40, ch4=   0, ch5=  76, ts=1714036499485182,	delta=839,
seq_no=140,	ch0=  20, ch1= 852, ch2=1584, ch3=  70, ch4=   0, ch5=  71, ts=1714036499486026,	delta=844,
seq_no=141,	ch0= 132, ch1= 638, ch2=1696, ch3=  85, ch4=   0, ch5=  65, ts=1714036499486874,	delta=848,
seq_no=142,	ch0= 290, ch1= 437, ch2=1752, ch3=  98, ch4=   0, ch5=  49, ts=1714036499487703,	delta=829,
seq_no=143,	ch0= 471, ch1= 243, ch2=1728, ch3= 108, ch4=   0, ch5=  36, ts=1714036499488544,	delta=841,
seq_no=144,	ch0= 677, ch1=  98, ch2=1655, ch3= 119, ch4=   0, ch5=  29, ts=1714036499489383,	delta=839,
seq_no=145,	ch0= 882, ch1=   0, ch2=1598, ch3= 119, ch4=   5, ch5=  16, ts=1714036499490226,	delta=843,
seq_no=146,	ch0=1084, ch1=   0, ch2=1324, ch3= 120, ch4=  10, ch5=  56, ts=1714036499491093,	delta=867,
seq_no=147,	ch0=1261, ch1=  40, ch2=1132, ch3= 119, ch4=  18, ch5=   0, ts=1714036499491924,	delta=831,
seq_no=148,	ch0=1401, ch1=   2, ch2= 895, ch3= 106, ch4=   0, ch5=   0, ts=1714036499492759,	delta=835,
seq_no=149,	ch0=1400, ch1= 144, ch2= 646, ch3= 169, ch4=  26, ch5=   0, ts=1714036499493601,	delta=842,
seq_no=150,	ch0=1512, ch1= 356, ch2= 458, ch3=  69, ch4=  58, ch5=   0, ts=1714036499494442,	delta=841,
seq_no=151,	ch0=1521, ch1= 521, ch2= 194, ch3=  59, ch4=  70, ch5=  70, ts=1714036499495292,	delta=850,
seq_no=152,	ch0=1461, ch1= 737, ch2=  89, ch3=  46, ch4=  64, ch5=   0, ts=1714036499496130,	delta=838,
seq_no=153,	ch0=1344, ch1= 960, ch2=   0, ch3=  40, ch4=  68, ch5=   2, ts=1714036499496966,	delta=836,
seq_no=154,	ch0=1184, ch1=1154, ch2=   0, ch3=  20, ch4=  81, ch5=  10, ts=1714036499497855,	delta=889,
seq_no=155,	ch0= 992, ch1=1325, ch2=   0, ch3=   5, ch4=  74, ch5=  18, ts=1714036499498663,	delta=808,
seq_no=156,	ch0= 786, ch1=1472, ch2=  43, ch3=   5, ch4=  69, ch5=  36, ts=1714036499499495,	delta=832,
seq_no=157,	ch0= 576, ch1=1566, ch2= 188, ch3=   0, ch4=  53, ch5=  54, ts=1714036499500335,	delta=840,
seq_no=158,	ch0= 385, ch1=1609, ch2= 381, ch3=   2, ch4=  40, ch5=  48, ts=1714036499501350,	delta=1015,
seq_no=159,	ch0= 211, ch1=1584, ch2= 590, ch3=   9, ch4=  28, ch5=  68, ts=1714036499502065,	delta=715,
seq_no=160,	ch0=  23, ch1=1511, ch2= 834, ch3=  51, ch4=  17, ch5=  90, ts=1714036499502880,	delta=815,
seq_no=161,	ch0=   0, ch1=1429, ch2=1067, ch3=   5, ch4=   1, ch5=  82, ts=1714036499503706,	delta=826,
seq_no=162,	ch0=   0, ch1=1245, ch2=1328, ch3=  37, ch4=   0, ch5=  82, ts=1714036499504544,	delta=838,
seq_no=163,	ch0=   0, ch1=1012, ch2=1432, ch3=  57, ch4=   0, ch5=  11, ts=1714036499505383,	delta=839,
seq_no=164,	ch0=  50, ch1= 804, ch2=1614, ch3=  73, ch4=   0, ch5=  67, ts=1714036499506224,	delta=841,
seq_no=165,	ch0= 157, ch1= 591, ch2=1705, ch3=  87, ch4=   0, ch5=  64, ts=1714036499507075,	delta=851,
seq_no=166,	ch0= 330, ch1= 392, ch2=1742, ch3= 100, ch4=   0, ch5=  48, ts=1714036499507904,	delta=829,
seq_no=167,	ch0= 525, ch1= 209, ch2=1711, ch3= 116, ch4=   0, ch5=  40, ts=1714036499508749,	delta=845,
seq_no=168,	ch0= 729, ch1=  64, ch2=1634, ch3= 125, ch4=   0, ch5=  21, ts=1714036499509591,	delta=842,
seq_no=169,	ch0= 948, ch1=  33, ch2=1482, ch3= 119, ch4=   0, ch5=   0, ts=1714036499510430,	delta=839,
seq_no=170,	ch0=1125, ch1=   0, ch2=1300, ch3= 116, ch4=   0, ch5=   0, ts=1714036499511282,	delta=852,
seq_no=171,	ch0=1344, ch1=   0, ch2=1086, ch3= 109, ch4=   2, ch5=   0, ts=1714036499512113,	delta=831,
seq_no=172,	ch0=1397, ch1=  57, ch2= 852, ch3=  74, ch4=  25, ch5=   0, ts=1714036499512958,	delta=845,
seq_no=173,	ch0=1509, ch1= 206, ch2= 662, ch3=  97, ch4=  88, ch5=   0, ts=1714036499513799,	delta=841,
seq_no=174,	ch0=1606, ch1= 366, ch2= 344, ch3=  86, ch4=  51, ch5=   0, ts=1714036499514645,	delta=846,
seq_no=175,	ch0=1526, ch1= 523, ch2= 200, ch3=  64, ch4= 125, ch5=   0, ts=1714036499515483,	delta=838,
seq_no=176,	ch0=1440, ch1= 800, ch2=  53, ch3=  46, ch4=  71, ch5=   0, ts=1714036499516322,	delta=839,
seq_no=177,	ch0=1312, ch1=1002, ch2=   0, ch3=  29, ch4=  76, ch5=   6, ts=1714036499517164,	delta=842,
seq_no=178,	ch0=1142, ch1=1196, ch2=   0, ch3=  20, ch4=  77, ch5=  10, ts=1714036499518006,	delta=842,
seq_no=179,	ch0= 946, ch1=1369, ch2=   0, ch3=  12, ch4=  70, ch5=  21, ts=1714036499518848,	delta=842,
seq_no=180,	ch0= 745, ch1=1495, ch2=  71, ch3=   1, ch4=  73, ch5=  41, ts=1714036499519693,	delta=845,
seq_no=181,	ch0= 534, ch1=1574, ch2= 224, ch3=   4, ch4=  64, ch5=  46, ts=1714036499520528,	delta=835,
seq_no=182,	ch0= 334, ch1=1600, ch2= 441, ch3=   0, ch4=  30, ch5=  59, ts=1714036499521373,	delta=845,
seq_no=183,	ch0= 170, ch1=1584, ch2= 662, ch3=   0, ch4=  25, ch5=  78, ts=1714036499522214,	delta=841,
seq_no=184,	ch0=  49, ch1=1493, ch2= 904, ch3=  20, ch4=  17, ch5=  77, ts=1714036499523063,	delta=849,
seq_no=185,	ch0=   0, ch1=1373, ch2=1088, ch3=  26, ch4=   0, ch5=   9, ts=1714036499523896,	delta=833,
seq_no=186,	ch0=   0, ch1=1070, ch2=1320, ch3=  30, ch4=  65, ch5=  64, ts=1714036499524735,	delta=839,
seq_no=187,	ch0=  99, ch1= 943, ch2=1504, ch3=  65, ch4=   0, ch5=  64, ts=1714036499525577,	delta=842,
seq_no=188,	ch0=  70, ch1= 749, ch2=1648, ch3=  70, ch4=   0, ch5=  74, ts=1714036499526421,	delta=844,
seq_no=189,	ch0= 207, ch1= 540, ch2=1720, ch3=  93, ch4=   0, ch5=  55, ts=1714036499527269,	delta=848,
seq_no=190,	ch0= 381, ch1= 350, ch2=1747, ch3= 102, ch4=   0, ch5=  39, ts=1714036499528104,	delta=835,
seq_no=191,	ch0= 576, ch1= 185, ch2=1701, ch3= 115, ch4=   0, ch5=  34, ts=1714036499528943,	delta=839,
seq_no=192,	ch0= 781, ch1=  37, ch2=1601, ch3= 117, ch4=   0, ch5=  26, ts=1714036499529784,	delta=841,
seq_no=193,	ch0= 924, ch1=   0, ch2=1443, ch3= 192, ch4=   0, ch5=   5, ts=1714036499530636,	delta=852,
seq_no=194,	ch0=1160, ch1=   0, ch2=1251, ch3=  94, ch4=   6, ch5=   0, ts=1714036499531469,	delta=833,
seq_no=195,	ch0=1330, ch1=   0, ch2=1102, ch3= 114, ch4=  26, ch5=   0, ts=1714036499532311,	delta=842,
seq_no=196,	ch0=1451, ch1=  90, ch2= 778, ch3= 107, ch4=  45, ch5=   8, ts=1714036499533151,	delta=840,
seq_no=197,	ch0=1538, ch1= 109, ch2= 549, ch3=  89, ch4= 134, ch5=   0, ts=1714036499533995,	delta=844,
seq_no=198,	ch0=1661, ch1= 383, ch2= 362, ch3=  90, ch4=  26, ch5=   0, ts=1714036499534878,	delta=883,
seq_no=199,	ch0=1472, ch1= 630, ch2= 166, ch3=  12, ch4=  65, ch5=   0, ts=1714036499535689,	delta=811,
seq_no=200,	ch0=1413, ch1= 847, ch2=  28, ch3=  42, ch4=  74, ch5=   0, ts=1714036499536530,	delta=841,
seq_no=201,	ch0=1272, ch1=1052, ch2=   0, ch3=  26, ch4=  70, ch5=   0, ts=1714036499537364,	delta=834,
seq_no=202,	ch0=1093, ch1=1240, ch2=   0, ch3=  11, ch4=  72, ch5=  16, ts=1714036499538203,	delta=839,
seq_no=203,	ch0= 893, ch1=1407, ch2=   0, ch3=   2, ch4=  69, ch5=  34, ts=1714036499539054,	delta=851,
seq_no=204,	ch0= 685, ch1=1531, ch2=  97, ch3=   0, ch4=  65, ch5=  45, ts=1714036499539888,	delta=834,
seq_no=205,	ch0= 468, ch1=1592, ch2= 267, ch3=   0, ch4=  45, ch5=  64, ts=1714036499540730,	delta=842,
seq_no=206,	ch0= 292, ch1=1612, ch2= 476, ch3=   0, ch4=  38, ch5=  74, ts=1714036499541569,	delta=839,
