seq_no=0,	ch0= 765, ch1=1501, ch2=  64, ch3=   0, ch4= 243, ch5= 155, ts=1714036481672223,	delta=1714036481672223,
seq_no=57,	ch0=1376, ch1=  49, ch2= 884, ch3= 187, ch4=  73, ch5=  71, ts=1714036481711949,	delta=842,
seq_no=58,	ch0=1494, ch1= 157, ch2= 677, ch3= 178, ch4= 106, ch5=   0, ts=1714036481712788,	delta=839,
seq_no=59,	ch0=1538, ch1= 323, ch2= 460, ch3= 148, ch4= 129, ch5=   0, ts=1714036481713630,	delta=842,
seq_no=60,	ch0=1542, ch1= 522, ch2= 258, ch3= 119, ch4= 150, ch5=   0, ts=1714036481714471,	delta=841,
seq_no=61,	ch0=1472, ch1= 729, ch2=  97, ch3=  88, ch4= 159, ch5=   1, ts=1714036481715321,	delta=850,
seq_no=62,	ch0=1354, ch1= 941, ch2=   0, ch3=  57, ch4= 167, ch5=   1, ts=1714036481716156,	delta=835,
seq_no=63,	ch0=1200, ch1=1237, ch2=   0, ch3=  26, ch4= 171, ch5=   2, ts=1714036481716998,	delta=842,
seq_no=64,	ch0= 995, ch1=1285, ch2=   0, ch3=   2, ch4= 214, ch5=  53, ts=1714036481717838,	delta=840,
seq_no=65,	ch0= 864, ch1=1456, ch2=  45, ch3=   0, ch4= 133, ch5=  85, ts=1714036481718683,	delta=845,
seq_no=66,	ch0= 576, ch1=1560, ch2= 184, ch3=   0, ch4= 125, ch5= 109, ts=1714036481719519,	delta=836,
seq_no=67,	ch0= 389, ch1=1632, ch2= 418, ch3=   0, ch4= 139, ch5= 145, ts=1714036481720363,	delta=844,
seq_no=68,	ch0= 229, ch1=1582, ch2= 550, ch3=   0, ch4=  69, ch5=  76, ts=1714036481721206,	delta=843,
seq_no=69,	ch0=  70, ch1=1435, ch2= 806, ch3=   3, ch4= 122, ch5= 151, ts=1714036481722046,	delta=840,
seq_no=70,	ch0=   0, ch1=1396, ch2=1053, ch3=  16, ch4=  36, ch5= 168, ts=1714036481722895,	delta=849,
seq_no=71,	ch0=   0, ch1=1223, ch2=1250, ch3=  45, ch4=  11, ch5= 165, ts=1714036481723785,	delta=890,
seq_no=72,	ch0=   0, ch1=1027, ch2=1441, ch3=  78, ch4=   0, ch5= 160, ts=1714036481724648,	delta=863,
seq_no=73,	ch0=  29, ch1= 809, ch2=1602, ch3= 109, ch4=   0, ch5= 142, ts=1714036481726024,	delta=1376,
seq_no=74,	ch0= 152, ch1= 598, ch2=1710, ch3= 139, ch4=   0, ch5= 146, ts=1714036481726322,	delta=298,
seq_no=75,	ch0= 326, ch1= 378, ch2=1735, ch3= 161, ch4=   0, ch5= 122, ts=1714036481727148,	delta=826,
seq_no=76,	ch0= 507, ch1= 210, ch2=1720, ch3= 188, ch4=   0, ch5=  98, ts=1714036481727951,	delta=803,
seq_no=77,	ch0= 730, ch1=  96, ch2=1632, ch3= 194, ch4=   8, ch5=  66, ts=1714036481728786,	delta=835,
seq_no=78,	ch0= 932, ch1=   0, ch2=1472, ch3= 199, ch4=  29, ch5=  42, ts=1714036481729620,	delta=834,
seq_no=79,	ch0=1149, ch1=  64, ch2=1305, ch3= 230, ch4=  32, ch5=   0, ts=1714036481730830,	delta=1210,
seq_no=80,	ch0=1294, ch1=   0, ch2=1108, ch3= 186, ch4=   0, ch5=   0, ts=1714036481731365,	delta=535,
seq_no=81,	ch0=1309, ch1=  50, ch2= 852, ch3= 247, ch4=  64, ch5=   0, ts=1714036481732164,	delta=799,
seq_no=82,	ch0=1517, ch1= 195, ch2= 632, ch3= 163, ch4= 106, ch5=   0, ts=1714036481732998,	delta=834,
seq_no=83,	ch0=1558, ch1= 368, ch2= 421, ch3= 144, ch4= 126, ch5=   0, ts=1714036481733837,	delta=839,
seq_no=84,	ch0=1521, ch1= 561, ch2= 228, ch3= 109, ch4= 152, ch5=   0, ts=1714036481734695,	delta=858,
seq_no=85,	ch0=1436, ch1= 782, ch2=  73, ch3=  82, ch4= 162, ch5=   0, ts=1714036481735519,	delta=824,
seq_no=86,	ch0=1311, ch1= 992, ch2=   0, ch3=  54, ch4= 165, ch5=  13, ts=1714036481736357,	delta=838,
seq_no=87,	ch0=1136, ch1=1187, ch2=   0, ch3=   9, ch4= 162, ch5=  37, ts=1714036481737198,	delta=841,
seq_no=88,	ch0= 945, ch1=1369, ch2=  37, ch3=   4, ch4= 157, ch5=  69, ts=1714036481738039,	delta=841,
seq_no=89,	ch0= 745, ch1=1489, ch2=  49, ch3=   0, ch4= 145, ch5=  69, ts=1714036481738891,	delta=852,
seq_no=90,	ch0= 547, ch1=1535, ch2= 211, ch3=   0, ch4= 189, ch5= 108, ts=1714036481739725,	delta=834,
seq_no=91,	ch0= 429, ch1=1592, ch2= 448, ch3=   0, ch4=  86, ch5= 130, ts=1714036481740567,	delta=842,
seq_no=92,	ch0= 157, ch1=1574, ch2= 614, ch3=   0, ch4=  88, ch5= 168, ts=1714036481741406,	delta=839,
seq_no=93,	ch0=  53, ch1=1512, ch2= 922, ch3=   0, ch4=  67, ch5= 188, ts=1714036481742247,	delta=841,
seq_no=94,	ch0=   0, ch1=1351, ch2=1095, ch3=  21, ch4=  23, ch5= 178, ts=1714036481743097,	delta=850,
seq_no=95,	ch0=   0, ch1=1182, ch2=1308, ch3=  64, ch4=   1, ch5= 169, ts=1714036481743933,	delta=836,
seq_no=96,	ch0=   0, ch1= 971, ch2=1486, ch3=  81, ch4=   0, ch5= 168, ts=1714036481744772,	delta=839,
seq_no=97,	ch0=  67, ch1= 761, ch2=1633, ch3= 124, ch4=   0, ch5= 148, ts=1714036481745616,	delta=844,
seq_no=98,	ch0= 192, ch1= 548, ch2=1721, ch3= 145, ch4=   0, ch5= 128, ts=1714036481746456,	delta=840,
seq_no=99,	ch0= 377, ch1= 359, ch2=1735, ch3= 173, ch4=   0, ch5=  76, ts=1714036481747307,	delta=851,
seq_no=100,	ch0= 561, ch1= 182, ch2=1711, ch3= 194, ch4=   0, ch5=  77, ts=1714036481748140,	delta=833,
seq_no=101,	ch0= 784, ch1=  35, ch2=1609, ch3= 204, ch4=   0, ch5=  53, ts=1714036481748981,	delta=841,
seq_no=102,	ch0= 973, ch1=   0, ch2=1436, ch3= 194, ch4=  17, ch5=  23, ts=1714036481749825,	delta=844,
seq_no=103,	ch0=1173, ch1=  34, ch2=1344, ch3= 207, ch4=  82, ch5=  28, ts=1714036481750672,	delta=847,
seq_no=104,	ch0=1390, ch1=  23, ch2= 995, ch3= 194, ch4=  84, ch5=   0, ts=1714036481751508,	delta=836,
seq_no=105,	ch0=1432, ch1=   5, ch2= 791, ch3= 164, ch4= 176, ch5=   0, ts=1714036481752353,	delta=845,
seq_no=106,	ch0=1530, ch1= 232, ch2= 578, ch3= 156, ch4= 114, ch5=   0, ts=1714036481753190,	delta=837,
seq_no=107,	ch0=1551, ch1= 409, ch2= 362, ch3= 140, ch4= 133, ch5=   0, ts=1714036481754033,	delta=843,
seq_no=108,	ch0=1518, ch1= 616, ch2= 181, ch3= 101, ch4= 146, ch5=   0, ts=1714036481754883,	delta=850,
seq_no=109,	ch0=1411, ch1= 834, ch2=  50, ch3=  73, ch4= 162, ch5=   0, ts=1714036481755719,	delta=836,
seq_no=110,	ch0=1274, ch1=1048, ch2=   2, ch3=  42, ch4= 163, ch5=   9, ts=1714036481756558,	delta=839,
seq_no=111,	ch0=1125, ch1=1229, ch2=   0, ch3=  18, ch4= 157, ch5=  44, ts=1714036481757398,	delta=840,
seq_no=112,	ch0= 871, ch1=1390, ch2=   0, ch3=   0, ch4= 154, ch5=  68, ts=1714036481758240,	delta=842,
seq_no=113,	ch0= 682, ch1=1514, ch2= 195, ch3=   0, ch4= 146, ch5=  98, ts=1714036481759091,	delta=851,
seq_no=114,	ch0= 498, ch1=1594, ch2= 236, ch3=   0, ch4= 132, ch5= 169, ts=1714036481759920,	delta=829,
seq_no=115,	ch0= 284, ch1=1505, ch2= 453, ch3=   0, ch4= 174, ch5= 129, ts=1714036481760760,	delta=840,
seq_no=116,	ch0= 247, ch1=1548, ch2= 738, ch3=   0, ch4=  44, ch5= 158, ts=1714036481761601,	delta=841,
seq_no=117,	ch0=   0, ch1=1456, ch2= 930, ch3=   0, ch4=  44, ch5= 159, ts=1714036481762441,	delta=840,
seq_no=118,	ch0=   0, ch1=1318, ch2=1150, ch3=  26, ch4=  17, ch5= 181, ts=1714036481763302,	delta=861,
seq_no=119,	ch0=   0, ch1=1130, ch2=1358, ch3=  64, ch4=   1, ch5= 168, ts=1714036481764322,	delta=1020,
seq_no=120,	ch0=   0, ch1= 918, ch2=1528, ch3=  89, ch4=   0, ch5= 165, ts=1714036481765017,	delta=695,
seq_no=121,	ch0=  93, ch1= 706, ch2=1656, ch3= 134, ch4=   0, ch5= 145, ts=1714036481765830,	delta=813,
seq_no=122,	ch0= 239, ch1= 502, ch2=1728, ch3= 146, ch4=   0, ch5= 128, ts=1714036481766679,	delta=849,
seq_no=123,	ch0= 414, ch1= 314, ch2=1743, ch3= 173, ch4=   0, ch5= 102, ts=1714036481767510,	delta=831,
seq_no=124,	ch0= 620, ch1= 145, ch2=1683, ch3= 192, ch4=   0, ch5=  79, ts=1714036481768348,	delta=838,
seq_no=125,	ch0= 825, ch1=  18, ch2=1567, ch3= 207, ch4=   0, ch5=  43, ts=1714036481769188,	delta=840,
seq_no=126,	ch0=1029, ch1=   0, ch2=1399, ch3= 213, ch4=   6, ch5=  26, ts=1714036481770026,	delta=838,
seq_no=127,	ch0=1128, ch1=   0, ch2=1200, ch3= 265, ch4=  43, ch5=  52, ts=1714036481770877,	delta=851,
seq_no=128,	ch0=1346, ch1=  50, ch2= 982, ch3= 173, ch4=  74, ch5=  10, ts=1714036481771770,	delta=893,
seq_no=129,	ch0=1488, ch1= 112, ch2= 636, ch3= 171, ch4=  83, ch5=  73, ts=1714036481772563,	delta=793,
seq_no=130,	ch0=1551, ch1= 288, ch2= 520, ch3= 154, ch4= 126, ch5=   0, ts=1714036481773398,	delta=835,
seq_no=131,	ch0=1543, ch1= 461, ch2= 312, ch3= 122, ch4= 148, ch5=   0, ts=1714036481774236,	delta=838,
seq_no=132,	ch0=1502, ch1= 674, ch2= 144, ch3= 100, ch4= 146, ch5=   0, ts=1714036481775087,	delta=851,
seq_no=133,	ch0=1388, ch1= 894, ch2=  15, ch3=  73, ch4= 165, ch5=   0, ts=1714036481775920,	delta=833,
seq_no=134,	ch0=1236, ch1=1095, ch2=   0, ch3=  49, ch4= 170, ch5=  13, ts=1714036481776760,	delta=840,
seq_no=135,	ch0=1057, ch1=1287, ch2=   0, ch3=  13, ch4= 165, ch5=  50, ts=1714036481777601,	delta=841,
seq_no=136,	ch0= 854, ch1=1414, ch2=  20, ch3=   1, ch4= 194, ch5=  68, ts=1714036481778444,	delta=843,
seq_no=137,	ch0= 586, ch1=1532, ch2= 146, ch3=  44, ch4= 136, ch5= 105, ts=1714036481779290,	delta=846,
seq_no=138,	ch0= 440, ch1=1600, ch2= 306, ch3=   0, ch4= 116, ch5= 126, ts=1714036481780128,	delta=838,
seq_no=139,	ch0= 242, ch1=1589, ch2= 433, ch3=   0, ch4=  73, ch5= 242, ts=1714036481780971,	delta=843,
seq_no=140,	ch0= 106, ch1=1632, ch2= 740, ch3=  21, ch4=  82, ch5= 130, ts=1714036481781810,	delta=839,
seq_no=141,	ch0=   8, ch1=1378, ch2= 978, ch3=  26, ch4=  65, ch5= 170, ts=1714036481782653,	delta=843,
seq_no=142,	ch0=   0, ch1=1255, ch2=1191, ch3=  34, ch4=  16, ch5= 173, ts=1714036481783491,	delta=838,
seq_no=143,	ch0=   0, ch1=1076, ch2=1393, ch3=  64, ch4=   5, ch5= 168, ts=1714036481784334,	delta=843,
seq_no=144,	ch0=   5, ch1= 864, ch2=1556, ch3=  93, ch4=   0, ch5= 159, ts=1714036481785175,	delta=841,
seq_no=145,	ch0= 114, ch1= 644, ch2=1684, ch3= 122, ch4=   0, ch5= 154, ts=1714036481786020,	delta=845,
seq_no=146,	ch0= 273, ch1= 448, ch2=1740, ch3= 156, ch4=   0, ch5= 128, ts=1714036481786870,	delta=850,
seq_no=147,	ch0= 466, ch1= 266, ch2=1729, ch3= 185, ch4=   0, ch5=  96, ts=1714036481787702,	delta=832,
seq_no=148,	ch0= 648, ch1= 103, ch2=1661, ch3= 180, ch4=   0, ch5=  64, ts=1714036481788545,	delta=843,
seq_no=149,	ch0= 869, ch1=  10, ch2=1540, ch3= 202, ch4=  13, ch5=  39, ts=1714036481789384,	delta=839,
seq_no=150,	ch0=1073, ch1=   0, ch2=1351, ch3= 202, ch4=  26, ch5=  11, ts=1714036481790229,	delta=845,
seq_no=151,	ch0=1251, ch1=   0, ch2=1138, ch3= 196, ch4= 135, ch5=   0, ts=1714036481791079,	delta=850,
seq_no=152,	ch0=1523, ch1=   5, ch2= 925, ch3= 186, ch4=  22, ch5=   0, ts=1714036481791911,	delta=832,
seq_no=153,	ch0=1456, ch1= 148, ch2= 689, ch3= 203, ch4=  98, ch5=   0, ts=1714036481792755,	delta=844,
seq_no=154,	ch0=1546, ch1= 304, ch2= 493, ch3= 151, ch4= 132, ch5=   0, ts=1714036481793595,	delta=840,
seq_no=155,	ch0=1544, ch1= 507, ch2= 262, ch3= 117, ch4= 151, ch5=   0, ts=1714036481794437,	delta=842,
seq_no=156,	ch0=1483, ch1= 722, ch2= 107, ch3=  84, ch4= 154, ch5=   0, ts=1714036481795286,	delta=849,
seq_no=157,	ch0=1354, ch1= 938, ch2=   0, ch3=  52, ch4= 171, ch5=  13, ts=1714036481796119,	delta=833,
seq_no=158,	ch0=1201, ch1=1140, ch2=   0, ch3=  36, ch4= 157, ch5=  25, ts=1714036481797124,	delta=1005,
seq_no=159,	ch0=1015, ch1=1323, ch2=   0, ch3=  13, ch4= 154, ch5=  54, ts=1714036481797837,	delta=713,
seq_no=160,	ch0= 807, ch1=1465, ch2=  10, ch3=   2, ch4= 143, ch5= 128, ts=1714036481798663,	delta=826,
seq_no=161,	ch0= 597, ch1=1607, ch2= 171, ch3=   0, ch4= 150, ch5=  91, ts=1714036481799495,	delta=832,
seq_no=162,	ch0= 484, ch1=1596, ch2= 367, ch3=   0, ch4=  96, ch5= 136, ts=1714036481800331,	delta=836,
seq_no=163,	ch0= 153, ch1=1600, ch2= 604, ch3=   0, ch4=  83, ch5= 146, ts=1714036481801176,	delta=845,
seq_no=164,	ch0=  65, ch1=1504, ch2= 912, ch3=   0, ch4=  66, ch5= 142, ts=1714036481802014,	delta=838,
seq_no=165,	ch0=  26, ch1=1408, ch2= 994, ch3=  18, ch4=  51, ch5= 217, ts=1714036481802867,	delta=853,
seq_no=166,	ch0=   0, ch1=1242, ch2=1242, ch3=  48, ch4=  22, ch5= 162, ts=1714036481803699,	delta=832,
seq_no=167,	ch0=   0, ch1=1018, ch2=1440, ch3=  79, ch4=   2, ch5= 175, ts=1714036481804540,	delta=841,
seq_no=168,	ch0=  29, ch1= 812, ch2=1591, ch3= 101, ch4=   0, ch5= 153, ts=1714036481805382,	delta=842,
seq_no=169,	ch0= 160, ch1= 599, ch2=1700, ch3= 133, ch4=   0, ch5= 139, ts=1714036481806223,	delta=841,
seq_no=170,	ch0= 314, ch1= 392, ch2=1745, ch3= 151, ch4=   0, ch5= 114, ts=1714036481807075,	delta=852,
seq_no=171,	ch0= 511, ch1= 220, ch2=1720, ch3= 182, ch4=   0, ch5=  92, ts=1714036481807908,	delta=833,
seq_no=172,	ch0= 719, ch1=  74, ch2=1638, ch3= 194, ch4=   0, ch5=  57, ts=1714036481808747,	delta=839,
seq_no=173,	ch0= 906, ch1=   0, ch2=1504, ch3= 213, ch4=  10, ch5=  34, ts=1714036481809588,	delta=841,
seq_no=174,	ch0=1099, ch1=   6, ch2=1317, ch3= 207, ch4=  34, ch5=  11, ts=1714036481810431,	delta=843,
seq_no=175,	ch0=1280, ch1=   0, ch2=1037, ch3= 201, ch4=  50, ch5=  70, ts=1714036481811279,	delta=848,
seq_no=176,	ch0=1420, ch1= 142, ch2= 859, ch3= 217, ch4= 101, ch5=   0, ts=1714036481812115,	delta=836,
seq_no=177,	ch0=1521, ch1= 137, ch2= 618, ch3= 154, ch4=  44, ch5=   0, ts=1714036481812954,	delta=839,
seq_no=178,	ch0=1515, ch1= 354, ch2= 411, ch3= 183, ch4= 133, ch5=   0, ts=1714036481813796,	delta=842,
seq_no=179,	ch0=1532, ch1= 568, ch2= 218, ch3= 113, ch4= 155, ch5=   0, ts=1714036481814643,	delta=847,
seq_no=180,	ch0=1449, ch1= 770, ch2=  77, ch3=  77, ch4= 162, ch5=   1, ts=1714036481815482,	delta=839,
seq_no=181,	ch0=1323, ch1= 984, ch2=   0, ch3=  43, ch4= 160, ch5=  17, ts=1714036481816322,	delta=840,
seq_no=182,	ch0=1168, ch1=1191, ch2=   0, ch3=  22, ch4= 170, ch5=  42, ts=1714036481817161,	delta=839,
seq_no=183,	ch0= 963, ch1=1361, ch2=   0, ch3=   0, ch4= 159, ch5=  64, ts=1714036481818004,	delta=843,
seq_no=184,	ch0= 750, ch1=1487, ch2=  65, ch3=   0, ch4= 138, ch5=  82, ts=1714036481818855,	delta=851,
seq_no=185,	ch0= 551, ch1=1576, ch2= 258, ch3=   0, ch4= 121, ch5= 113, ts=1714036481819692,	delta=837,
seq_no=186,	ch0= 345, ch1=1703, ch2= 399, ch3=   0, ch4= 106, ch5= 101, ts=1714036481820533,	delta=841,
seq_no=187,	ch0= 186, ch1=1533, ch2= 615, ch3=   0, ch4= 118, ch5= 137, ts=1714036481821374,	delta=841,
seq_no=188,	ch0=   0, ch1=1478, ch2= 851, ch3=  79, ch4=  36, ch5= 165, ts=1714036481822214,	delta=840,
seq_no=189,	ch0=   0, ch1=1369, ch2=1101, ch3=   0, ch4=  24, ch5= 186, ts=1714036481823107,	delta=893,
seq_no=190,	ch0=   0, ch1=1183, ch2=1321, ch3=  50, ch4=  12, ch5= 168, ts=1714036481823905,	delta=798,
seq_no=191,	ch0=   0, ch1= 975, ch2=1486, ch3=  85, ch4=   0, ch5= 167, ts=1714036481824742,	delta=837,
seq_no=192,	ch0=  57, ch1= 769, ch2=1632, ch3= 116, ch4=   0, ch5= 155, ts=1714036481825582,	delta=840,
seq_no=193,	ch0= 185, ch1= 557, ch2=1712, ch3= 143, ch4=   0, ch5= 138, ts=1714036481826423,	delta=841,
seq_no=194,	ch0= 360, ch1= 357, ch2=1737, ch3= 164, ch4=   0, ch5= 122, ts=1714036481827275,	delta=852,
seq_no=195,	ch0= 562, ch1= 186, ch2=1695, ch3= 181, ch4=   0, ch5=  86, ts=1714036481828114,	delta=839,
seq_no=196,	ch0= 775, ch1=  54, ch2=1601, ch3= 193, ch4=   0, ch5=  58, ts=1714036481828952,	delta=838,
seq_no=197,	ch0= 979, ch1=   0, ch2=1464, ch3= 211, ch4=  13, ch5=  25, ts=1714036481829794,	delta=842,
seq_no=198,	ch0=1167, ch1=   1, ch2=1293, ch3= 213, ch4=  21, ch5=  10, ts=1714036481830665,	delta=871,
seq_no=199,	ch0=1259, ch1=   0, ch2=1062, ch3= 249, ch4=  49, ch5=   2, ts=1714036481831477,	delta=812,
seq_no=200,	ch0=1431, ch1= 125, ch2= 832, ch3= 169, ch4=  85, ch5=   0, ts=1714036481832314,	delta=837,
seq_no=201,	ch0=1511, ch1= 204, ch2= 501, ch3= 156, ch4= 109, ch5=  58, ts=1714036481833151,	delta=837,
seq_no=202,	ch0=1551, ch1= 448, ch2= 383, ch3= 137, ch4= 139, ch5=   0, ts=1714036481833997,	delta=846,
seq_no=203,	ch0=1508, ch1= 597, ch2= 193, ch3= 106, ch4= 154, ch5=   0, ts=1714036481834853,	delta=856,
seq_no=204,	ch0=1422, ch1= 811, ch2=  38, ch3=  77, ch4= 164, ch5=   0, ts=1714036481835688,	delta=835,
seq_no=205,	ch0=1286, ch1=1025, ch2=   0, ch3=  47, ch4= 165, ch5=  21, ts=1714036481836522,	delta=834,
seq_no=206,	ch0=1113, ch1=1223, ch2=   0, ch3=  21, ch4= 165, ch5=  42, ts=1714036481837547,	delta=1025,
