seq_no=0,	ch0=  94, ch1= 777, ch2= 250, ch3=   0, ch4=  23, ch5=  39, ts=1714035994715345,	delta=1714035994715345,
seq_no=45,	ch0= 420, ch1=   0, ch2= 752, ch3=  90, ch4=   4, ch5=  16, ts=1714035994748360,	delta=832,
seq_no=46,	ch0= 516, ch1=   0, ch2= 669, ch3=  93, ch4=   7, ch5=   9, ts=1714035994749192,	delta=832,
seq_no=47,	ch0= 600, ch1=   0, ch2= 577, ch3=  86, ch4=  14, ch5=   2, ts=1714035994750028,	delta=836,
seq_no=48,	ch0= 673, ch1=   1, ch2= 463, ch3=  79, ch4=  21, ch5=   0, ts=1714035994750887,	delta=859,
seq_no=49,	ch0= 706, ch1=  70, ch2= 341, ch3=  64, ch4=  27, ch5=   2, ts=1714035994751713,	delta=826,
seq_no=50,	ch0= 757, ch1= 138, ch2= 231, ch3=  69, ch4=  41, ch5=   4, ts=1714035994752555,	delta=842,
seq_no=51,	ch0= 766, ch1= 226, ch2= 126, ch3=  64, ch4=  39, ch5=   2, ts=1714035994753470,	delta=915,
seq_no=52,	ch0= 725, ch1= 327, ch2=  47, ch3=  64, ch4=  43, ch5=   0, ts=1714035994754327,	delta=857,
seq_no=53,	ch0= 756, ch1= 410, ch2=   0, ch3=  42, ch4=   0, ch5=   0, ts=1714035994755162,	delta=835,
seq_no=54,	ch0= 488, ch1= 529, ch2=   0, ch3= 106, ch4=  34, ch5=  26, ts=1714035994755992,	delta=830,
seq_no=55,	ch0= 463, ch1= 662, ch2=   0, ch3=   4, ch4=  42, ch5=  34, ts=1714035994756783,	delta=791,
seq_no=56,	ch0= 397, ch1= 711, ch2=  13, ch3=  38, ch4=  50, ch5=  26, ts=1714035994757612,	delta=829,
seq_no=57,	ch0= 288, ch1= 759, ch2=  75, ch3=  30, ch4=  29, ch5=  29, ts=1714035994758446,	delta=834,
seq_no=58,	ch0= 202, ch1= 787, ch2= 162, ch3=  39, ch4=  29, ch5=  36, ts=1714035994759311,	delta=865,
seq_no=59,	ch0= 112, ch1= 778, ch2= 264, ch3=  42, ch4=  28, ch5=  37, ts=1714035994760132,	delta=821,
seq_no=60,	ch0=  36, ch1= 741, ch2= 380, ch3=  38, ch4=  16, ch5=  41, ts=1714035994760970,	delta=838,
seq_no=61,	ch0=   0, ch1= 684, ch2= 583, ch3=  40, ch4=  13, ch5=  46, ts=1714035994761809,	delta=839,
seq_no=62,	ch0=   0, ch1= 610, ch2= 590, ch3=  44, ch4=  11, ch5= 104, ts=1714035994762658,	delta=849,
seq_no=63,	ch0=   0, ch1= 577, ch2= 704, ch3=  57, ch4=   0, ch5=  28, ts=1714035994763493,	delta=835,
seq_no=64,	ch0=   2, ch1= 390, ch2= 773, ch3=  66, ch4=   0, ch5=  37, ts=1714035994764334,	delta=841,
seq_no=65,	ch0=   0, ch1= 289, ch2= 816, ch3= 150, ch4=   0, ch5=  36, ts=1714035994765177,	delta=843,
seq_no=66,	ch0= 114, ch1= 192, ch2= 836, ch3=  29, ch4=   0, ch5=  37, ts=1714035994766015,	delta=838,
seq_no=67,	ch0= 229, ch1= 133, ch2= 932, ch3=  76, ch4=  36, ch5=  49, ts=1714035994766864,	delta=849,
seq_no=68,	ch0= 335, ch1=  45, ch2= 808, ch3=  85, ch4=   1, ch5=  22, ts=1714035994767699,	delta=835,
seq_no=69,	ch0= 444, ch1=   0, ch2= 740, ch3=  85, ch4=   5, ch5=  21, ts=1714035994768539,	delta=840,
seq_no=70,	ch0= 538, ch1=   0, ch2= 649, ch3=  88, ch4=  11, ch5=  16, ts=1714035994769381,	delta=842,
seq_no=71,	ch0= 629, ch1=   0, ch2= 534, ch3=  83, ch4=  18, ch5=   0, ts=1714035994770223,	delta=842,
seq_no=72,	ch0= 704, ch1=   6, ch2= 425, ch3=  86, ch4=  26, ch5=   0, ts=1714035994771069,	delta=846,
seq_no=73,	ch0= 748, ch1=  77, ch2= 309, ch3=  75, ch4=  42, ch5=   0, ts=1714035994771907,	delta=838,
seq_no=74,	ch0= 765, ch1= 150, ch2= 194, ch3=  70, ch4=  41, ch5=   0, ts=1714035994772747,	delta=840,
seq_no=75,	ch0= 746, ch1= 234, ch2=  98, ch3=  67, ch4=  38, ch5=   0, ts=1714035994773589,	delta=842,
seq_no=76,	ch0= 721, ch1= 359, ch2=  34, ch3=  50, ch4=  35, ch5=   0, ts=1714035994774429,	delta=840,
seq_no=77,	ch0= 608, ch1= 460, ch2=   2, ch3=  74, ch4=  37, ch5=  16, ts=1714035994775275,	delta=846,
seq_no=78,	ch0= 568, ch1= 564, ch2=   0, ch3=  26, ch4=  42, ch5=   0, ts=1714035994776110,	delta=835,
seq_no=79,	ch0= 482, ch1= 649, ch2=   0, ch3=  36, ch4=  29, ch5= 111, ts=1714035994778132,	delta=2022,
seq_no=80,	ch0= 382, ch1= 721, ch2=  18, ch3=  33, ch4=  42, ch5=  24, ts=1714035994778196,	delta=64,
seq_no=81,	ch0= 269, ch1= 772, ch2=  86, ch3=  24, ch4=  34, ch5=  33, ts=1714035994778734,	delta=538,
seq_no=82,	ch0= 175, ch1= 795, ch2= 188, ch3=  23, ch4=  31, ch5=  37, ts=1714035994779498,	delta=764,
seq_no=83,	ch0=  92, ch1= 780, ch2= 297, ch3=  29, ch4=  17, ch5=  41, ts=1714035994780331,	delta=833,
seq_no=84,	ch0=  25, ch1= 741, ch2= 404, ch3=  26, ch4=  10, ch5=  49, ts=1714035994781171,	delta=840,
seq_no=85,	ch0=   0, ch1= 809, ch2= 514, ch3=  42, ch4=   1, ch5=   6, ts=1714035994782010,	delta=839,
seq_no=86,	ch0=   0, ch1= 551, ch2= 625, ch3=  50, ch4=  53, ch5=  42, ts=1714035994782860,	delta=850,
seq_no=87,	ch0=  96, ch1= 485, ch2= 722, ch3=  50, ch4=   0, ch5=  45, ts=1714035994783681,	delta=821,
seq_no=88,	ch0=   0, ch1= 378, ch2= 802, ch3= 100, ch4=   0, ch5=  49, ts=1714035994784520,	delta=839,
seq_no=89,	ch0=  47, ch1= 320, ch2= 858, ch3=  39, ch4=   0, ch5=  41, ts=1714035994785362,	delta=842,
seq_no=90,	ch0= 158, ch1= 177, ch2= 751, ch3=  66, ch4=   0, ch5= 132, ts=1714035994786203,	delta=841,
seq_no=91,	ch0= 242, ch1= 217, ch2= 818, ch3=  88, ch4=   4, ch5=   0, ts=1714035994787064,	delta=861,
seq_no=92,	ch0= 360, ch1=  23, ch2= 795, ch3=  76, ch4=   2, ch5=  21, ts=1714035994787902,	delta=838,
seq_no=93,	ch0= 465, ch1=   0, ch2= 719, ch3=  82, ch4=   0, ch5=   9, ts=1714035994788738,	delta=836,
seq_no=94,	ch0= 561, ch1=   0, ch2= 631, ch3=  78, ch4=   5, ch5=   5, ts=1714035994789580,	delta=842,
seq_no=95,	ch0= 644, ch1=   0, ch2= 514, ch3=  79, ch4=  21, ch5=   0, ts=1714035994790417,	delta=837,
seq_no=96,	ch0= 706, ch1=  26, ch2= 398, ch3=  76, ch4=  30, ch5=   0, ts=1714035994791270,	delta=853,
seq_no=97,	ch0= 746, ch1=  96, ch2= 272, ch3=  73, ch4=  32, ch5=   0, ts=1714035994792100,	delta=830,
seq_no=98,	ch0= 766, ch1= 177, ch2= 182, ch3=  72, ch4=  30, ch5=   0, ts=1714035994792942,	delta=842,
seq_no=99,	ch0= 756, ch1= 284, ch2= 102, ch3=  50, ch4=  25, ch5=  14, ts=1714035994793844,	delta=902,
seq_no=100,	ch0= 704, ch1= 393, ch2=  18, ch3=  17, ch4=  31, ch5=   8, ts=1714035994794644,	delta=800,
seq_no=101,	ch0= 626, ch1= 488, ch2=  82, ch3=  29, ch4=  50, ch5=   4, ts=1714035994795471,	delta=827,
seq_no=102,	ch0= 556, ch1= 586, ch2=   0, ch3=  30, ch4=  45, ch5=  89, ts=1714035994796306,	delta=835,
seq_no=103,	ch0= 441, ch1= 790, ch2=   0, ch3=  46, ch4=  53, ch5=   0, ts=1714035994797152,	delta=846,
seq_no=104,	ch0= 357, ch1= 740, ch2=  34, ch3=  23, ch4=  29, ch5=  24, ts=1714035994797992,	delta=840,
seq_no=105,	ch0= 245, ch1= 783, ch2= 110, ch3=  15, ch4=  24, ch5=  34, ts=1714035994798840,	delta=848,
seq_no=106,	ch0= 159, ch1= 805, ch2= 207, ch3=  34, ch4=  21, ch5=  38, ts=1714035994799675,	delta=835,
seq_no=107,	ch0=  74, ch1= 772, ch2= 322, ch3=  34, ch4=  23, ch5=  37, ts=1714035994800513,	delta=838,
seq_no=108,	ch0=  13, ch1= 725, ch2= 437, ch3=  38, ch4=  14, ch5=  34, ts=1714035994801355,	delta=842,
seq_no=109,	ch0=   0, ch1= 629, ch2= 549, ch3=  52, ch4=  42, ch5=  29, ts=1714035994802197,	delta=842,
seq_no=110,	ch0=  18, ch1= 561, ch2= 656, ch3=  56, ch4=   0, ch5=  36, ts=1714035994803048,	delta=851,
seq_no=111,	ch0=   0, ch1= 469, ch2= 745, ch3=  23, ch4=   8, ch5=  34, ts=1714035994803879,	delta=831,
seq_no=112,	ch0=  15, ch1= 357, ch2= 832, ch3=  64, ch4=   0, ch5=  28, ts=1714035994804719,	delta=840,
seq_no=113,	ch0=  94, ch1= 234, ch2= 772, ch3=  76, ch4=   1, ch5= 104, ts=1714035994805560,	delta=841,
seq_no=114,	ch0= 202, ch1= 240, ch2= 850, ch3= 118, ch4=   2, ch5=   0, ts=1714035994806405,	delta=845,
seq_no=115,	ch0= 272, ch1=  26, ch2= 839, ch3=  82, ch4=   0, ch5=   0, ts=1714035994807252,	delta=847,
seq_no=116,	ch0= 376, ch1=  13, ch2= 787, ch3=  86, ch4=   1, ch5=   5, ts=1714035994808086,	delta=834,
seq_no=117,	ch0= 484, ch1=   0, ch2= 708, ch3=  88, ch4=   7, ch5=   0, ts=1714035994808931,	delta=845,
seq_no=118,	ch0= 577, ch1=   0, ch2= 606, ch3=  84, ch4=  11, ch5=   0, ts=1714035994809769,	delta=838,
seq_no=119,	ch0= 666, ch1=   0, ch2= 507, ch3=  83, ch4=  10, ch5=   0, ts=1714035994810941,	delta=1172,
seq_no=120,	ch0= 723, ch1=  43, ch2= 388, ch3=  78, ch4=  20, ch5=   0, ts=1714035994811502,	delta=561,
seq_no=121,	ch0= 754, ch1= 109, ch2= 253, ch3=  73, ch4=   0, ch5=   0, ts=1714035994812310,	delta=808,
seq_no=122,	ch0= 749, ch1= 213, ch2= 161, ch3=  66, ch4=  38, ch5=   0, ts=1714035994813141,	delta=831,
seq_no=123,	ch0= 736, ch1= 333, ch2=  82, ch3=  53, ch4=  40, ch5=   0, ts=1714035994813980,	delta=839,
seq_no=124,	ch0= 691, ch1= 428, ch2=  23, ch3=  51, ch4=  41, ch5=   0, ts=1714035994814836,	delta=856,
seq_no=125,	ch0= 653, ch1= 526, ch2=   0, ch3=  40, ch4=  34, ch5=   0, ts=1714035994815661,	delta=825,
seq_no=126,	ch0= 530, ch1= 539, ch2=   0, ch3=  21, ch4= 106, ch5=   0, ts=1714035994816502,	delta=841,
seq_no=127,	ch0= 498, ch1= 681, ch2=   0, ch3=  21, ch4=   0, ch5=  10, ts=1714035994817341,	delta=839,
seq_no=128,	ch0= 334, ch1= 759, ch2=  50, ch3=  30, ch4=  40, ch5=  17, ts=1714035994818181,	delta=840,
seq_no=129,	ch0= 226, ch1= 784, ch2= 134, ch3=  33, ch4=  37, ch5=  29, ts=1714035994819034,	delta=853,
seq_no=130,	ch0= 123, ch1= 784, ch2= 242, ch3=  37, ch4=  33, ch5=  34, ts=1714035994819868,	delta=834,
seq_no=131,	ch0=  64, ch1= 757, ch2= 343, ch3=  39, ch4=  17, ch5=  42, ts=1714035994820708,	delta=840,
seq_no=132,	ch0=   1, ch1= 707, ch2= 461, ch3=  46, ch4=  13, ch5=  45, ts=1714035994821549,	delta=841,
seq_no=133,	ch0=   0, ch1= 626, ch2= 568, ch3= 119, ch4=   0, ch5=  44, ts=1714035994822390,	delta=841,
seq_no=134,	ch0=   0, ch1= 537, ch2= 673, ch3=  45, ch4=   2, ch5=  43, ts=1714035994823240,	delta=850,
seq_no=135,	ch0=   0, ch1= 436, ch2= 825, ch3=  57, ch4=   6, ch5=  40, ts=1714035994824073,	delta=833,
seq_no=136,	ch0=  44, ch1= 327, ch2= 806, ch3=  69, ch4=   0, ch5=  74, ts=1714035994824914,	delta=841,
seq_no=137,	ch0= 114, ch1= 260, ch2= 843, ch3=  65, ch4=  26, ch5=   2, ts=1714035994825756,	delta=842,
seq_no=138,	ch0= 185, ch1= 100, ch2= 861, ch3=  72, ch4=   0, ch5=  11, ts=1714035994826647,	delta=891,
seq_no=139,	ch0= 217, ch1=  43, ch2= 826, ch3= 140, ch4=   0, ch5=  38, ts=1714035994827447,	delta=800,
seq_no=140,	ch0= 414, ch1=   0, ch2= 765, ch3=  90, ch4=   2, ch5=   9, ts=1714035994828287,	delta=840,
seq_no=141,	ch0= 514, ch1=   0, ch2= 674, ch3=  89, ch4=   9, ch5=   3, ts=1714035994829126,	delta=839,
seq_no=142,	ch0= 594, ch1=   0, ch2= 590, ch3=  85, ch4=  18, ch5=  11, ts=1714035994829964,	delta=838,
seq_no=143,	ch0= 670, ch1=   0, ch2= 474, ch3=  85, ch4=  23, ch5=   1, ts=1714035994830810,	delta=846,
seq_no=144,	ch0= 726, ch1=  64, ch2= 354, ch3=  79, ch4=  29, ch5=   0, ts=1714035994831648,	delta=838,
seq_no=145,	ch0= 749, ch1= 118, ch2= 242, ch3=  75, ch4=  26, ch5=  10, ts=1714035994832491,	delta=843,
seq_no=146,	ch0= 753, ch1= 234, ch2= 135, ch3=  64, ch4=  34, ch5=   0, ts=1714035994833330,	delta=839,
seq_no=147,	ch0= 728, ch1= 310, ch2=  18, ch3=  50, ch4=  39, ch5=   0, ts=1714035994834172,	delta=842,
seq_no=148,	ch0= 679, ch1= 509, ch2=   0, ch3=  57, ch4=  52, ch5=   0, ts=1714035994835018,	delta=846,
seq_no=149,	ch0= 613, ch1= 474, ch2=   0, ch3=  64, ch4= 112, ch5=   0, ts=1714035994835851,	delta=833,
seq_no=150,	ch0= 623, ch1= 603, ch2=  17, ch3=  46, ch4=   9, ch5=   2, ts=1714035994836692,	delta=841,
seq_no=151,	ch0= 389, ch1= 706, ch2=   9, ch3=  66, ch4=  27, ch5=  26, ts=1714035994837602,	delta=910,
seq_no=152,	ch0= 304, ch1= 752, ch2=  58, ch3=  35, ch4=  33, ch5=  26, ts=1714035994838404,	delta=802,
seq_no=153,	ch0= 204, ch1= 789, ch2= 155, ch3=  33, ch4=  30, ch5=  33, ts=1714035994839241,	delta=837,
seq_no=154,	ch0= 113, ch1= 784, ch2= 254, ch3=  21, ch4=  24, ch5=  40, ts=1714035994840069,	delta=828,
seq_no=155,	ch0=  39, ch1= 759, ch2= 374, ch3=  28, ch4=  17, ch5=  48, ts=1714035994840907,	delta=838,
seq_no=156,	ch0=   0, ch1= 693, ch2= 501, ch3=  34, ch4=   6, ch5=  43, ts=1714035994841749,	delta=842,
seq_no=157,	ch0=   0, ch1= 618, ch2= 608, ch3=  34, ch4=   6, ch5=  44, ts=1714035994842694,	delta=945,
seq_no=158,	ch0=   0, ch1= 521, ch2= 658, ch3=  47, ch4=   2, ch5= 119, ts=1714035994843655,	delta=961,
seq_no=159,	ch0=   9, ch1= 496, ch2= 758, ch3=  64, ch4=   0, ch5=   9, ts=1714035994844309,	delta=654,
seq_no=160,	ch0=  58, ch1= 237, ch2= 816, ch3=  64, ch4=  64, ch5=  22, ts=1714035994845126,	delta=817,
seq_no=161,	ch0= 258, ch1= 182, ch2= 867, ch3=  74, ch4=   0, ch5=  26, ts=1714035994845959,	delta=833,
seq_no=162,	ch0= 168, ch1= 114, ch2= 864, ch3= 100, ch4=   0, ch5=  58, ts=1714035994846815,	delta=856,
seq_no=163,	ch0= 326, ch1=  48, ch2= 805, ch3=  65, ch4=   9, ch5=  28, ts=1714035994847640,	delta=825,
seq_no=164,	ch0= 440, ch1=   0, ch2= 749, ch3=  81, ch4=   2, ch5=   3, ts=1714035994848481,	delta=841,
seq_no=165,	ch0= 535, ch1=   0, ch2= 653, ch3=  81, ch4=   9, ch5=   5, ts=1714035994849317,	delta=836,
seq_no=166,	ch0= 624, ch1=   0, ch2= 553, ch3=  84, ch4=  13, ch5=   2, ts=1714035994850159,	delta=842,
seq_no=167,	ch0= 696, ch1=   8, ch2= 434, ch3=  76, ch4=  32, ch5=   0, ts=1714035994851011,	delta=852,
seq_no=168,	ch0= 736, ch1=  70, ch2= 320, ch3=  69, ch4=  36, ch5=   0, ts=1714035994851842,	delta=831,
seq_no=169,	ch0= 754, ch1= 160, ch2= 206, ch3=  64, ch4=  29, ch5=   0, ts=1714035994852683,	delta=841,
seq_no=170,	ch0= 757, ch1= 249, ch2=  82, ch3=  57, ch4=  43, ch5=   0, ts=1714035994853525,	delta=842,
seq_no=171,	ch0= 727, ch1= 349, ch2=  26, ch3=  64, ch4=  38, ch5=   0, ts=1714035994854366,	delta=841,
seq_no=172,	ch0= 666, ch1= 431, ch2=   0, ch3=  48, ch4=   0, ch5=   0, ts=1714035994855213,	delta=847,
seq_no=173,	ch0= 473, ch1= 557, ch2=   0, ch3= 102, ch4=  30, ch5=  13, ts=1714035994856046,	delta=833,
seq_no=174,	ch0= 442, ch1= 650, ch2=   0, ch3=   0, ch4=  38, ch5=   5, ts=1714035994856889,	delta=843,
seq_no=175,	ch0= 382, ch1= 722, ch2=  69, ch3=  21, ch4=  40, ch5=  21, ts=1714035994857731,	delta=842,
seq_no=176,	ch0= 282, ch1= 772, ch2=  98, ch3=  23, ch4=  30, ch5=  29, ts=1714035994858624,	delta=893,
seq_no=177,	ch0= 186, ch1= 797, ch2= 176, ch3=  25, ch4=  21, ch5=  41, ts=1714035994859416,	delta=792,
seq_no=178,	ch0= 101, ch1= 783, ch2= 285, ch3=  34, ch4=  21, ch5=  36, ts=1714035994860250,	delta=834,
seq_no=179,	ch0=  32, ch1= 750, ch2= 394, ch3=  37, ch4=   9, ch5=  37, ts=1714035994861091,	delta=841,
seq_no=180,	ch0=   0, ch1= 677, ch2= 517, ch3=  44, ch4=   8, ch5=  42, ts=1714035994861933,	delta=842,
seq_no=181,	ch0=   0, ch1= 596, ch2= 608, ch3=  48, ch4=   4, ch5=  98, ts=1714035994862799,	delta=866,
seq_no=182,	ch0=   0, ch1= 614, ch2= 708, ch3=  50, ch4=   0, ch5=  29, ts=1714035994863623,	delta=824,
seq_no=183,	ch0=  11, ch1= 363, ch2= 789, ch3=  52, ch4=  48, ch5=  37, ts=1714035994864460,	delta=837,
seq_no=184,	ch0= 184, ch1= 274, ch2= 873, ch3=  66, ch4=   0, ch5=  33, ts=1714035994865302,	delta=842,
seq_no=185,	ch0= 122, ch1= 192, ch2= 856, ch3=   0, ch4=   0, ch5=  18, ts=1714035994866149,	delta=847,
seq_no=186,	ch0= 246, ch1=  79, ch2= 956, ch3=  77, ch4=   6, ch5=  24, ts=1714035994866998,	delta=849,
seq_no=187,	ch0= 355, ch1=  28, ch2= 797, ch3=  89, ch4=   0, ch5=  14, ts=1714035994867832,	delta=834,
seq_no=188,	ch0= 458, ch1=   0, ch2= 736, ch3=  89, ch4=   0, ch5=   5, ts=1714035994868667,	delta=835,
seq_no=189,	ch0= 556, ch1=   0, ch2= 640, ch3=  89, ch4=   1, ch5=   0, ts=1714035994869510,	delta=843,
seq_no=190,	ch0= 638, ch1=   0, ch2= 530, ch3=  87, ch4=  13, ch5=   2, ts=1714035994870352,	delta=842,
seq_no=191,	ch0= 705, ch1=  27, ch2= 413, ch3=  90, ch4=  18, ch5=   0, ts=1714035994871200,	delta=848,
seq_no=192,	ch0= 751, ch1=  89, ch2= 290, ch3=  64, ch4=  25, ch5=   0, ts=1714035994872036,	delta=836,
seq_no=193,	ch0= 777, ch1= 170, ch2= 181, ch3=  68, ch4=  29, ch5=   0, ts=1714035994872874,	delta=838,
seq_no=194,	ch0= 754, ch1= 240, ch2=  96, ch3=  55, ch4=  34, ch5=   0, ts=1714035994873717,	delta=843,
seq_no=195,	ch0= 716, ch1= 383, ch2=  36, ch3=  57, ch4=  26, ch5=   0, ts=1714035994874600,	delta=883,
seq_no=196,	ch0= 586, ch1= 487, ch2=   1, ch3=  71, ch4=  30, ch5=   5, ts=1714035994875404,	delta=804,
seq_no=197,	ch0= 550, ch1= 601, ch2=   0, ch3=  23, ch4=  27, ch5=   0, ts=1714035994876241,	delta=837,
seq_no=198,	ch0= 466, ch1= 677, ch2=   0, ch3=  28, ch4=  29, ch5=  58, ts=1714035994877119,	delta=878,
seq_no=199,	ch0= 370, ch1= 760, ch2=  27, ch3=  33, ch4=  32, ch5=  13, ts=1714035994877936,	delta=817,
seq_no=200,	ch0= 249, ch1= 775, ch2= 106, ch3=  29, ch4=  29, ch5=  28, ts=1714035994878779,	delta=843,
seq_no=201,	ch0= 154, ch1= 786, ch2= 206, ch3=  32, ch4=  27, ch5=  36, ts=1714035994879606,	delta=827,
seq_no=202,	ch0=  81, ch1= 767, ch2= 320, ch3=  36, ch4=  22, ch5=  42, ts=1714035994880447,	delta=841,
seq_no=203,	ch0=  11, ch1= 724, ch2= 426, ch3=  36, ch4=  21, ch5=  41, ts=1714035994881290,	delta=843,
seq_no=204,	ch0=   0, ch1= 659, ch2= 540, ch3=  43, ch4=   5, ch5=  42, ts=1714035994882127,	delta=837,
seq_no=205,	ch0=   0, ch1= 531, ch2= 644, ch3=  51, ch4=  50, ch5=  33, ts=1714035994884704,	delta=2577,
seq_no=206,	ch0=  74, ch1= 457, ch2= 736, ch3=  58, ch4=   0, ch5=  37, ts=1714035994884988,	delta=284,
