seq_no=0,	ch0=  53, ch1= 298, ch2= 825, ch3=  94, ch4=   0, ch5= 112, ts=1714036088131507,	delta=1714036088131507,
seq_no=73,	ch0=   0, ch1= 616, ch2= 617, ch3=  29, ch4=  21, ch5= 210, ts=1714036088186519,	delta=842,
seq_no=74,	ch0=   0, ch1= 531, ch2= 683, ch3=  58, ch4=  13, ch5= 180, ts=1714036088187365,	delta=846,
seq_no=75,	ch0=   0, ch1= 425, ch2= 767, ch3=  96, ch4=   0, ch5= 169, ts=1714036088188204,	delta=839,
seq_no=76,	ch0=  46, ch1= 312, ch2= 822, ch3= 124, ch4=   0, ch5= 150, ts=1714036088189048,	delta=844,
seq_no=77,	ch0= 123, ch1= 207, ch2= 850, ch3= 148, ch4=   0, ch5= 128, ts=1714036088189883,	delta=835,
seq_no=78,	ch0= 213, ch1= 128, ch2= 847, ch3= 169, ch4=   0, ch5= 106, ts=1714036088190738,	delta=855,
seq_no=79,	ch0= 320, ch1=  46, ch2= 778, ch3= 172, ch4=   0, ch5= 145, ts=1714036088191846,	delta=1108,
seq_no=80,	ch0= 424, ch1=  58, ch2= 740, ch3= 196, ch4=   8, ch5=  34, ts=1714036088192464,	delta=618,
seq_no=81,	ch0= 522, ch1=   0, ch2= 674, ch3= 192, ch4=   2, ch5=  23, ts=1714036088193269,	delta=805,
seq_no=82,	ch0= 657, ch1=   0, ch2= 565, ch3= 192, ch4=  45, ch5=   1, ts=1714036088194097,	delta=828,
seq_no=83,	ch0= 648, ch1=   0, ch2= 449, ch3= 121, ch4=  74, ch5=   0, ts=1714036088194956,	delta=859,
seq_no=84,	ch0= 722, ch1=  49, ch2= 429, ch3= 162, ch4= 133, ch5=   0, ts=1714036088195777,	delta=821,
seq_no=85,	ch0= 808, ch1= 160, ch2= 188, ch3= 142, ch4= 148, ch5=  36, ts=1714036088196618,	delta=841,
seq_no=86,	ch0= 747, ch1= 240, ch2= 122, ch3= 108, ch4= 143, ch5=   0, ts=1714036088197461,	delta=843,
seq_no=87,	ch0= 726, ch1= 339, ch2=  37, ch3=  77, ch4= 164, ch5=   3, ts=1714036088198297,	delta=836,
seq_no=88,	ch0= 670, ch1= 448, ch2=   0, ch3=  52, ch4= 174, ch5=   8, ts=1714036088199149,	delta=852,
seq_no=89,	ch0= 601, ch1= 549, ch2=   0, ch3=  28, ch4= 173, ch5=  34, ts=1714036088199981,	delta=832,
seq_no=90,	ch0= 512, ch1= 644, ch2=   0, ch3=   9, ch4= 169, ch5=  55, ts=1714036088200822,	delta=841,
seq_no=91,	ch0= 409, ch1= 718, ch2=   0, ch3=   0, ch4= 165, ch5=  75, ts=1714036088201664,	delta=842,
seq_no=92,	ch0= 290, ch1= 750, ch2=  76, ch3=   0, ch4= 149, ch5= 110, ts=1714036088202504,	delta=840,
seq_no=93,	ch0= 197, ch1= 788, ch2= 178, ch3=   0, ch4= 114, ch5= 146, ts=1714036088203362,	delta=858,
seq_no=94,	ch0=  87, ch1= 785, ch2= 277, ch3=   0, ch4=  91, ch5= 160, ts=1714036088204197,	delta=835,
seq_no=95,	ch0=  14, ch1= 731, ch2= 490, ch3=   0, ch4=  76, ch5= 178, ts=1714036088205033,	delta=836,
seq_no=96,	ch0=   2, ch1= 691, ch2= 448, ch3=   5, ch4=  64, ch5= 252, ts=1714036088205873,	delta=840,
seq_no=97,	ch0=   0, ch1= 681, ch2= 602, ch3=  64, ch4=  36, ch5= 156, ts=1714036088206715,	delta=842,
seq_no=98,	ch0=   0, ch1= 512, ch2= 710, ch3=  64, ch4=   0, ch5= 177, ts=1714036088207556,	delta=841,
seq_no=99,	ch0=   5, ch1= 408, ch2= 797, ch3=  89, ch4=   0, ch5= 167, ts=1714036088208395,	delta=839,
seq_no=100,	ch0=  66, ch1= 295, ch2= 849, ch3= 118, ch4=   0, ch5= 146, ts=1714036088209239,	delta=844,
seq_no=101,	ch0= 146, ch1= 197, ch2= 851, ch3= 145, ch4=   0, ch5= 126, ts=1714036088210080,	delta=841,
seq_no=102,	ch0= 241, ch1= 108, ch2= 846, ch3= 172, ch4=   0, ch5= 100, ts=1714036088210926,	delta=846,
seq_no=103,	ch0= 352, ch1=  89, ch2= 795, ch3= 181, ch4=   0, ch5=  57, ts=1714036088211761,	delta=835,
seq_no=104,	ch0= 449, ch1=   0, ch2= 736, ch3= 192, ch4=   0, ch5=  41, ts=1714036088212603,	delta=842,
seq_no=105,	ch0= 492, ch1=   0, ch2= 642, ch3= 249, ch4=  21, ch5=  27, ts=1714036088213444,	delta=841,
seq_no=106,	ch0= 618, ch1=   0, ch2= 548, ch3= 162, ch4=  58, ch5=  11, ts=1714036088214284,	delta=840,
seq_no=107,	ch0= 693, ch1=  36, ch2= 500, ch3= 170, ch4= 122, ch5=   0, ts=1714036088215133,	delta=849,
seq_no=108,	ch0= 794, ch1=  85, ch2= 270, ch3= 157, ch4= 101, ch5=   0, ts=1714036088215966,	delta=833,
seq_no=109,	ch0= 760, ch1=  90, ch2= 195, ch3= 133, ch4= 207, ch5=   0, ts=1714036088216811,	delta=845,
seq_no=110,	ch0= 755, ch1= 258, ch2= 101, ch3= 111, ch4= 146, ch5=   0, ts=1714036088217654,	delta=843,
seq_no=111,	ch0= 721, ch1= 368, ch2=  28, ch3=  83, ch4= 161, ch5=   0, ts=1714036088218494,	delta=840,
seq_no=112,	ch0= 654, ch1= 477, ch2=   0, ch3=  58, ch4= 165, ch5=   2, ts=1714036088219337,	delta=843,
seq_no=113,	ch0= 576, ch1= 577, ch2=   0, ch3=  43, ch4= 165, ch5=  29, ts=1714036088220178,	delta=841,
seq_no=114,	ch0= 480, ch1= 661, ch2=   0, ch3=   5, ch4= 162, ch5=  65, ts=1714036088222998,	delta=2820,
seq_no=115,	ch0= 378, ch1= 704, ch2=  16, ch3=   0, ch4= 146, ch5=  81, ts=1714036088223061,	delta=63,
seq_no=116,	ch0= 269, ch1= 759, ch2= 102, ch3=   0, ch4= 126, ch5= 109, ts=1714036088223092,	delta=31,
seq_no=117,	ch0= 173, ch1= 793, ch2= 201, ch3=   0, ch4= 104, ch5= 144, ts=1714036088223605,	delta=513,
seq_no=118,	ch0=  85, ch1= 791, ch2= 335, ch3=   0, ch4= 101, ch5= 166, ts=1714036088224403,	delta=798,
seq_no=119,	ch0=  42, ch1= 737, ch2= 386, ch3=   4, ch4=  45, ch5=  92, ts=1714036088225939,	delta=1536,
seq_no=120,	ch0=   0, ch1= 586, ch2= 527, ch3=  10, ch4= 102, ch5= 164, ts=1714036088226109,	delta=170,
seq_no=121,	ch0=  72, ch1= 581, ch2= 642, ch3=  41, ch4=   0, ch5= 177, ts=1714036088226977,	delta=868,
seq_no=122,	ch0=   0, ch1= 490, ch2= 728, ch3=  75, ch4=   0, ch5= 178, ts=1714036088227767,	delta=790,
seq_no=123,	ch0=  17, ch1= 380, ch2= 800, ch3= 105, ch4=   0, ch5= 153, ts=1714036088228654,	delta=887,
seq_no=124,	ch0=  86, ch1= 270, ch2= 847, ch3= 133, ch4=   0, ch5= 130, ts=1714036088229443,	delta=789,
seq_no=125,	ch0= 161, ch1= 172, ch2= 864, ch3= 160, ch4=   0, ch5= 114, ts=1714036088230278,	delta=835,
seq_no=126,	ch0= 250, ch1=  82, ch2= 847, ch3= 178, ch4=   0, ch5=  96, ts=1714036088231127,	delta=849,
seq_no=127,	ch0= 348, ch1=   6, ch2= 794, ch3= 253, ch4=   0, ch5=  65, ts=1714036088231957,	delta=830,
seq_no=128,	ch0= 448, ch1=   0, ch2= 719, ch3= 165, ch4=  10, ch5=  34, ts=1714036088232800,	delta=843,
seq_no=129,	ch0= 553, ch1=   0, ch2= 697, ch3= 194, ch4=  38, ch5=  17, ts=1714036088233639,	delta=839,
seq_no=130,	ch0= 651, ch1=   0, ch2= 474, ch3= 192, ch4=  78, ch5=  45, ts=1714036088234482,	delta=843,
seq_no=131,	ch0= 729, ch1=  85, ch2= 397, ch3= 176, ch4=  88, ch5=   0, ts=1714036088235328,	delta=846,
seq_no=132,	ch0= 842, ch1=  67, ch2= 290, ch3= 149, ch4=  68, ch5=   0, ts=1714036088236166,	delta=838,
seq_no=133,	ch0= 714, ch1= 178, ch2= 192, ch3= 157, ch4= 143, ch5=   0, ts=1714036088237008,	delta=842,
seq_no=134,	ch0= 744, ch1= 278, ch2=  83, ch3= 105, ch4= 160, ch5=   0, ts=1714036088237846,	delta=838,
seq_no=135,	ch0= 704, ch1= 390, ch2=  13, ch3=  77, ch4= 175, ch5=   0, ts=1714036088238697,	delta=851,
seq_no=136,	ch0= 635, ch1= 501, ch2=   0, ch3=  49, ch4= 178, ch5=  22, ts=1714036088239531,	delta=834,
seq_no=137,	ch0= 548, ch1= 599, ch2=   0, ch3=  22, ch4= 168, ch5=  48, ts=1714036088240370,	delta=839,
seq_no=138,	ch0= 458, ch1= 671, ch2=   0, ch3=   5, ch4= 172, ch5=  77, ts=1714036088241213,	delta=843,
seq_no=139,	ch0= 349, ch1= 737, ch2=  25, ch3=   0, ch4= 154, ch5=  98, ts=1714036088242055,	delta=842,
seq_no=140,	ch0= 245, ch1= 778, ch2= 111, ch3=   0, ch4= 141, ch5= 129, ts=1714036088242903,	delta=848,
seq_no=141,	ch0= 173, ch1= 786, ch2= 203, ch3=   0, ch4= 114, ch5= 132, ts=1714036088243739,	delta=836,
seq_no=142,	ch0=  66, ch1= 666, ch2= 309, ch3=   0, ch4= 157, ch5= 144, ts=1714036088244577,	delta=838,
seq_no=143,	ch0= 133, ch1= 705, ch2= 441, ch3=   0, ch4=   8, ch5= 172, ts=1714036088245417,	delta=840,
seq_no=144,	ch0=   0, ch1= 650, ch2= 568, ch3=  70, ch4=  21, ch5= 232, ts=1714036088246261,	delta=844,
seq_no=145,	ch0=   0, ch1= 553, ch2= 651, ch3=  49, ch4=   8, ch5= 177, ts=1714036088247109,	delta=848,
seq_no=146,	ch0=   0, ch1= 455, ch2= 742, ch3=  94, ch4=   0, ch5= 171, ts=1714036088247944,	delta=835,
seq_no=147,	ch0=  21, ch1= 348, ch2= 818, ch3= 119, ch4=   0, ch5= 151, ts=1714036088248783,	delta=839,
seq_no=148,	ch0=  90, ch1= 239, ch2= 857, ch3= 138, ch4=   0, ch5= 139, ts=1714036088249624,	delta=841,
seq_no=149,	ch0= 187, ch1= 146, ch2= 858, ch3= 163, ch4=   0, ch5= 110, ts=1714036088250468,	delta=844,
seq_no=150,	ch0= 283, ch1=  58, ch2= 832, ch3= 180, ch4=   0, ch5=  85, ts=1714036088251317,	delta=849,
seq_no=151,	ch0= 382, ch1=  11, ch2= 785, ch3= 187, ch4=   2, ch5=  64, ts=1714036088252152,	delta=835,
seq_no=152,	ch0= 486, ch1=   0, ch2= 649, ch3= 201, ch4=  22, ch5= 106, ts=1714036088252992,	delta=840,
seq_no=153,	ch0= 584, ch1=  64, ch2= 587, ch3= 198, ch4=  48, ch5=   0, ts=1714036088253832,	delta=840,
seq_no=154,	ch0= 667, ch1=   0, ch2= 480, ch3= 210, ch4= 130, ch5=   0, ts=1714036088254682,	delta=850,
seq_no=155,	ch0= 799, ch1=  26, ch2= 400, ch3= 179, ch4=  72, ch5=   0, ts=1714036088255518,	delta=836,
seq_no=156,	ch0= 719, ch1= 101, ch2= 253, ch3=  78, ch4= 116, ch5=   0, ts=1714036088256362,	delta=844,
seq_no=157,	ch0= 762, ch1= 207, ch2= 164, ch3= 122, ch4= 149, ch5=   0, ts=1714036088257456,	delta=1094,
seq_no=158,	ch0= 745, ch1= 309, ch2=  58, ch3=  89, ch4= 166, ch5=   0, ts=1714036088258303,	delta=847,
seq_no=159,	ch0= 688, ch1= 421, ch2=   7, ch3=  64, ch4= 186, ch5=   5, ts=1714036088258940,	delta=637,
seq_no=160,	ch0= 610, ch1= 522, ch2=   0, ch3=  34, ch4= 178, ch5=  25, ts=1714036088259748,	delta=808,
seq_no=161,	ch0= 532, ch1= 617, ch2=   0, ch3=  14, ch4= 166, ch5=  45, ts=1714036088260579,	delta=831,
seq_no=162,	ch0= 430, ch1= 692, ch2=   0, ch3=   0, ch4= 158, ch5=  82, ts=1714036088261414,	delta=835,
seq_no=163,	ch0= 321, ch1= 760, ch2=  29, ch3=   0, ch4= 151, ch5= 110, ts=1714036088262252,	delta=838,
seq_no=164,	ch0= 224, ch1= 788, ch2= 132, ch3=   0, ch4= 126, ch5= 125, ts=1714036088263104,	delta=852,
seq_no=165,	ch0= 130, ch1= 772, ch2= 238, ch3=   0, ch4=  97, ch5= 164, ts=1714036088263938,	delta=834,
seq_no=166,	ch0= 108, ch1= 747, ch2= 357, ch3=   0, ch4=  43, ch5= 173, ts=1714036088264776,	delta=838,
seq_no=167,	ch0=   0, ch1= 706, ch2= 473, ch3=   0, ch4=  40, ch5= 186, ts=1714036088265616,	delta=840,
seq_no=168,	ch0=   0, ch1= 641, ch2= 661, ch3=  27, ch4=  50, ch5= 185, ts=1714036088266456,	delta=840,
seq_no=169,	ch0=   0, ch1= 539, ch2= 680, ch3=  64, ch4=   0, ch5= 176, ts=1714036088267305,	delta=849,
seq_no=170,	ch0=   0, ch1= 441, ch2= 767, ch3=  79, ch4=   0, ch5= 174, ts=1714036088268139,	delta=834,
seq_no=171,	ch0=  46, ch1= 339, ch2= 832, ch3= 110, ch4=   0, ch5= 162, ts=1714036088268979,	delta=840,
seq_no=172,	ch0= 125, ch1= 231, ch2= 856, ch3= 136, ch4=   0, ch5= 142, ts=1714036088269823,	delta=844,
seq_no=173,	ch0= 209, ch1= 130, ch2= 852, ch3= 167, ch4=   0, ch5=  96, ts=1714036088270670,	delta=847,
seq_no=174,	ch0= 320, ch1=  53, ch2= 813, ch3= 185, ch4=   0, ch5= 101, ts=1714036088271504,	delta=834,
seq_no=175,	ch0= 421, ch1= 100, ch2= 747, ch3= 197, ch4=   0, ch5=  10, ts=1714036088272347,	delta=843,
seq_no=176,	ch0= 508, ch1=   0, ch2= 672, ch3= 199, ch4=  74, ch5=  13, ts=1714036088273198,	delta=851,
seq_no=177,	ch0= 701, ch1=   0, ch2= 578, ch3= 197, ch4=  33, ch5=   1, ts=1714036088274030,	delta=832,
seq_no=178,	ch0= 600, ch1=   0, ch2= 490, ch3= 216, ch4=  64, ch5=  43, ts=1714036088274875,	delta=845,
seq_no=179,	ch0= 718, ch1= 110, ch2= 355, ch3= 141, ch4=  97, ch5=   0, ts=1714036088275710,	delta=835,
seq_no=180,	ch0= 759, ch1= 122, ch2= 149, ch3= 159, ch4= 121, ch5=  64, ts=1714036088276552,	delta=842,
seq_no=181,	ch0= 762, ch1= 229, ch2= 130, ch3= 116, ch4= 144, ch5=   0, ts=1714036088277393,	delta=841,
seq_no=182,	ch0= 724, ch1= 333, ch2=  49, ch3=  90, ch4= 162, ch5=   0, ts=1714036088278283,	delta=890,
seq_no=183,	ch0= 668, ch1= 445, ch2=   0, ch3=  64, ch4= 180, ch5=   2, ts=1714036088279091,	delta=808,
seq_no=184,	ch0= 598, ch1= 549, ch2=   0, ch3=  39, ch4= 179, ch5=  26, ts=1714036088279922,	delta=831,
seq_no=185,	ch0= 509, ch1= 637, ch2=   0, ch3=  12, ch4= 170, ch5=  49, ts=1714036088280761,	delta=839,
seq_no=186,	ch0= 427, ch1= 714, ch2=   0, ch3=   0, ch4= 154, ch5=  79, ts=1714036088281602,	delta=841,
seq_no=187,	ch0= 306, ch1= 770, ch2=  69, ch3=   0, ch4= 150, ch5= 107, ts=1714036088282445,	delta=843,
seq_no=188,	ch0= 202, ch1= 795, ch2= 164, ch3=   0, ch4= 117, ch5= 130, ts=1714036088283289,	delta=844,
seq_no=189,	ch0=  96, ch1= 786, ch2= 274, ch3=   0, ch4=  91, ch5= 165, ts=1714036088284126,	delta=837,
seq_no=190,	ch0=  18, ch1= 764, ch2= 377, ch3=   0, ch4=  64, ch5= 135, ts=1714036088284970,	delta=844,
seq_no=191,	ch0=   0, ch1= 674, ch2= 427, ch3=  10, ch4=  37, ch5= 267, ts=1714036088285809,	delta=839,
seq_no=192,	ch0=   0, ch1= 700, ch2= 605, ch3=  74, ch4=  33, ch5= 148, ts=1714036088286657,	delta=848,
seq_no=193,	ch0=   0, ch1= 519, ch2= 704, ch3=  64, ch4=   5, ch5= 170, ts=1714036088287491,	delta=834,
seq_no=194,	ch0=   0, ch1= 418, ch2= 782, ch3=  97, ch4=   0, ch5= 160, ts=1714036088288335,	delta=844,
seq_no=195,	ch0=  53, ch1= 297, ch2= 835, ch3= 123, ch4=   0, ch5= 149, ts=1714036088289175,	delta=840,
seq_no=196,	ch0= 130, ch1= 195, ch2= 855, ch3= 154, ch4=   0, ch5= 125, ts=1714036088290015,	delta=840,
seq_no=197,	ch0= 220, ch1= 104, ch2= 858, ch3= 182, ch4=   0, ch5=  98, ts=1714036088290866,	delta=851,
seq_no=198,	ch0= 330, ch1=   0, ch2= 806, ch3= 184, ch4=  49, ch5=  66, ts=1714036088291736,	delta=870,
seq_no=199,	ch0= 551, ch1=   0, ch2= 741, ch3= 197, ch4=   0, ch5=  42, ts=1714036088292555,	delta=819,
seq_no=200,	ch0= 490, ch1=   0, ch2= 650, ch3= 245, ch4=  28, ch5=  27, ts=1714036088293391,	delta=836,
seq_no=201,	ch0= 616, ch1=   0, ch2= 564, ch3= 184, ch4=  64, ch5=   4, ts=1714036088294229,	delta=838,
seq_no=202,	ch0= 680, ch1=  23, ch2= 494, ch3= 184, ch4=  88, ch5=   0, ts=1714036088295079,	delta=850,
seq_no=203,	ch0= 721, ch1= 186, ch2= 288, ch3= 169, ch4= 106, ch5=   0, ts=1714036088295908,	delta=829,
seq_no=204,	ch0= 776, ch1=  98, ch2= 192, ch3= 160, ch4= 185, ch5=   0, ts=1714036088296747,	delta=839,
seq_no=205,	ch0= 743, ch1= 248, ch2= 104, ch3= 103, ch4= 155, ch5=   0, ts=1714036088297590,	delta=843,
seq_no=206,	ch0= 721, ch1= 359, ch2=  22, ch3=  77, ch4= 173, ch5=   0, ts=1714036088298433,	delta=843,
