seq_no=0,	ch0=  57, ch1= 258, ch2= 843, ch3=  46, ch4=   0, ch5=  30, ts=1714036032362896,	delta=1714036032362896,
seq_no=67,	ch0= 762, ch1= 166, ch2= 197, ch3=  81, ch4=  42, ch5=   0, ts=1714036032414441,	delta=838,
seq_no=68,	ch0= 752, ch1= 266, ch2= 102, ch3=  54, ch4=  57, ch5=   0, ts=1714036032415298,	delta=857,
seq_no=69,	ch0= 712, ch1= 370, ch2=  13, ch3=  43, ch4=  68, ch5=   0, ts=1714036032416125,	delta=827,
seq_no=70,	ch0= 649, ch1= 484, ch2=   0, ch3=  29, ch4=  71, ch5=   0, ts=1714036032416964,	delta=839,
seq_no=71,	ch0= 571, ch1= 576, ch2=   0, ch3=  29, ch4=  72, ch5=  10, ts=1714036032417807,	delta=843,
seq_no=72,	ch0= 476, ch1= 654, ch2=   0, ch3=  20, ch4=  68, ch5=   5, ts=1714036032418652,	delta=845,
seq_no=73,	ch0= 373, ch1= 716, ch2=  33, ch3=   9, ch4=  49, ch5=  34, ts=1714036032419487,	delta=835,
seq_no=74,	ch0= 245, ch1= 771, ch2=  99, ch3=   1, ch4=  50, ch5=  55, ts=1714036032420330,	delta=843,
seq_no=75,	ch0= 162, ch1= 802, ch2= 188, ch3=   0, ch4=  42, ch5=  64, ts=1714036032421171,	delta=841,
seq_no=76,	ch0=  86, ch1= 776, ch2= 213, ch3=   5, ch4=  25, ch5= 162, ts=1714036032422012,	delta=841,
seq_no=77,	ch0=  33, ch1= 819, ch2= 410, ch3=  40, ch4=  22, ch5=  46, ts=1714036032422857,	delta=845,
seq_no=78,	ch0=   1, ch1= 609, ch2= 520, ch3=  34, ch4=  45, ch5=  77, ts=1714036032423693,	delta=836,
seq_no=79,	ch0=   0, ch1= 583, ch2= 640, ch3=  36, ch4=   0, ch5=  74, ts=1714036032424832,	delta=1139,
seq_no=80,	ch0=   0, ch1= 472, ch2= 725, ch3=  55, ch4=   0, ch5=  66, ts=1714036032425431,	delta=599,
seq_no=81,	ch0=  25, ch1= 365, ch2= 797, ch3=  74, ch4=   0, ch5=  64, ts=1714036032426234,	delta=803,
seq_no=82,	ch0=  94, ch1= 258, ch2= 842, ch3=  90, ch4=   0, ch5=  53, ts=1714036032427079,	delta=845,
seq_no=83,	ch0= 167, ch1= 168, ch2= 857, ch3=  89, ch4=   0, ch5=  47, ts=1714036032427904,	delta=825,
seq_no=84,	ch0= 262, ch1=  64, ch2= 832, ch3= 101, ch4=  10, ch5=  32, ts=1714036032428747,	delta=843,
seq_no=85,	ch0= 418, ch1=  13, ch2= 782, ch3= 104, ch4=   0, ch5=  17, ts=1714036032429588,	delta=841,
seq_no=86,	ch0= 452, ch1=   0, ch2= 704, ch3=  79, ch4=   0, ch5=   2, ts=1714036032430428,	delta=840,
seq_no=87,	ch0= 565, ch1=   0, ch2= 620, ch3= 118, ch4=  10, ch5=   0, ts=1714036032431274,	delta=846,
seq_no=88,	ch0= 656, ch1=   0, ch2= 418, ch3= 118, ch4=   5, ch5=  75, ts=1714036032432110,	delta=836,
seq_no=89,	ch0= 710, ch1= 138, ch2= 378, ch3= 123, ch4=  41, ch5=   0, ts=1714036032432950,	delta=840,
seq_no=90,	ch0= 762, ch1=  45, ch2= 265, ch3=  98, ch4=  79, ch5=   0, ts=1714036032433790,	delta=840,
seq_no=91,	ch0= 769, ch1= 195, ch2= 174, ch3=  73, ch4=  64, ch5=   0, ts=1714036032434639,	delta=849,
seq_no=92,	ch0= 746, ch1= 290, ch2=  71, ch3=  64, ch4=  66, ch5=   0, ts=1714036032435472,	delta=833,
seq_no=93,	ch0= 704, ch1= 396, ch2=   0, ch3=  43, ch4=  69, ch5=   0, ts=1714036032436312,	delta=840,
seq_no=94,	ch0= 632, ch1= 491, ch2=   0, ch3=  34, ch4=  70, ch5=   0, ts=1714036032437154,	delta=842,
seq_no=95,	ch0= 552, ch1= 595, ch2=   0, ch3=  25, ch4=  69, ch5=  16, ts=1714036032437996,	delta=842,
seq_no=96,	ch0= 455, ch1= 677, ch2=   0, ch3=  21, ch4=  65, ch5=  22, ts=1714036032438845,	delta=849,
seq_no=97,	ch0= 352, ch1= 745, ch2=  38, ch3=   8, ch4=  64, ch5=  38, ts=1714036032439679,	delta=834,
seq_no=98,	ch0= 229, ch1= 780, ch2= 114, ch3=   0, ch4=  49, ch5=  66, ts=1714036032440521,	delta=842,
seq_no=99,	ch0= 156, ch1= 786, ch2= 216, ch3=   6, ch4=  43, ch5=  64, ts=1714036032441363,	delta=842,
seq_no=100,	ch0= 118, ch1= 767, ch2= 300, ch3=   7, ch4=  16, ch5=   0, ts=1714036032442263,	delta=900,
seq_no=101,	ch0=   0, ch1= 634, ch2= 427, ch3=   0, ch4=  92, ch5=  58, ts=1714036032443063,	delta=800,
seq_no=102,	ch0= 106, ch1= 620, ch2= 552, ch3=  25, ch4=   0, ch5=  73, ts=1714036032443888,	delta=825,
seq_no=103,	ch0=   0, ch1= 550, ch2= 659, ch3=  48, ch4=   0, ch5=  74, ts=1714036032444726,	delta=838,
seq_no=104,	ch0=   0, ch1= 450, ch2= 744, ch3=  58, ch4=   0, ch5=  68, ts=1714036032445568,	delta=842,
seq_no=105,	ch0=  23, ch1= 345, ch2= 814, ch3=  74, ch4=   0, ch5=  65, ts=1714036032446412,	delta=844,
seq_no=106,	ch0=  97, ch1= 249, ch2= 864, ch3=  86, ch4=   0, ch5=  43, ts=1714036032447258,	delta=846,
seq_no=107,	ch0= 184, ch1= 146, ch2= 864, ch3= 103, ch4=   0, ch5=  47, ts=1714036032448086,	delta=828,
seq_no=108,	ch0= 282, ch1=  45, ch2= 834, ch3= 119, ch4=   0, ch5=  25, ts=1714036032448926,	delta=840,
seq_no=109,	ch0= 331, ch1=   0, ch2= 780, ch3= 168, ch4=   0, ch5=  10, ts=1714036032449768,	delta=842,
seq_no=110,	ch0= 480, ch1=   0, ch2= 697, ch3=  85, ch4=   0, ch5=   2, ts=1714036032450688,	delta=920,
seq_no=111,	ch0= 577, ch1=   0, ch2= 673, ch3= 113, ch4=  11, ch5=   0, ts=1714036032451465,	delta=777,
seq_no=112,	ch0= 661, ch1=   0, ch2= 442, ch3=  98, ch4=  36, ch5=  43, ts=1714036032452300,	delta=835,
seq_no=113,	ch0= 745, ch1= 119, ch2= 373, ch3= 125, ch4=  40, ch5=   0, ts=1714036032453141,	delta=841,
seq_no=114,	ch0= 748, ch1=  91, ch2= 239, ch3=  75, ch4=   0, ch5=   0, ts=1714036032453982,	delta=841,
seq_no=115,	ch0= 757, ch1= 212, ch2= 157, ch3=  75, ch4=  58, ch5=   0, ts=1714036032454831,	delta=849,
seq_no=116,	ch0= 736, ch1= 314, ch2=  68, ch3=  64, ch4=  67, ch5=   0, ts=1714036032455665,	delta=834,
seq_no=117,	ch0= 685, ch1= 432, ch2=   2, ch3=  46, ch4=  69, ch5=   0, ts=1714036032456503,	delta=838,
seq_no=118,	ch0= 612, ch1= 520, ch2=   0, ch3=  31, ch4=  74, ch5=   9, ts=1714036032457345,	delta=842,
seq_no=119,	ch0= 522, ch1= 619, ch2=   0, ch3=  21, ch4=  67, ch5=  14, ts=1714036032458229,	delta=884,
seq_no=120,	ch0= 422, ch1= 693, ch2=   0, ch3=   9, ch4=  47, ch5=   8, ts=1714036032459054,	delta=825,
seq_no=121,	ch0= 305, ch1= 754, ch2=  66, ch3=   2, ch4=  49, ch5=  42, ts=1714036032459883,	delta=829,
seq_no=122,	ch0= 210, ch1= 796, ch2= 144, ch3=   0, ch4=  44, ch5=  52, ts=1714036032460717,	delta=834,
seq_no=123,	ch0= 114, ch1= 789, ch2= 195, ch3=   4, ch4=  42, ch5=  99, ts=1714036032461555,	delta=838,
seq_no=124,	ch0=  16, ch1= 872, ch2= 338, ch3=  18, ch4=  21, ch5=   0, ts=1714036032462396,	delta=841,
seq_no=125,	ch0=   0, ch1= 629, ch2= 460, ch3=  41, ch4=  54, ch5=  52, ts=1714036032463246,	delta=850,
seq_no=126,	ch0=  81, ch1= 617, ch2= 631, ch3=  45, ch4=   0, ch5=  64, ts=1714036032464079,	delta=833,
seq_no=127,	ch0=   0, ch1= 542, ch2= 688, ch3=  49, ch4=   0, ch5=  66, ts=1714036032464919,	delta=840,
seq_no=128,	ch0=   0, ch1= 435, ch2= 771, ch3=  68, ch4=   0, ch5=  65, ts=1714036032465760,	delta=841,
seq_no=129,	ch0=  45, ch1= 324, ch2= 824, ch3=  83, ch4=   0, ch5=  58, ts=1714036032466724,	delta=964,
seq_no=130,	ch0= 122, ch1= 219, ch2= 858, ch3=  85, ch4=   0, ch5=  42, ts=1714036032467456,	delta=732,
seq_no=131,	ch0= 211, ch1= 129, ch2= 860, ch3=  99, ch4=   0, ch5=  33, ts=1714036032468291,	delta=835,
seq_no=132,	ch0= 386, ch1=  42, ch2= 835, ch3= 109, ch4=   0, ch5=  24, ts=1714036032469129,	delta=838,
seq_no=133,	ch0= 383, ch1=   0, ch2= 763, ch3=  79, ch4=   0, ch5=   4, ts=1714036032469965,	delta=836,
seq_no=134,	ch0= 503, ch1=   0, ch2= 681, ch3= 104, ch4=   0, ch5=   0, ts=1714036032470822,	delta=857,
seq_no=135,	ch0= 608, ch1=   0, ch2= 562, ch3= 109, ch4=   5, ch5=  53, ts=1714036032471652,	delta=830,
seq_no=136,	ch0= 747, ch1=   9, ch2= 419, ch3=  94, ch4=  13, ch5=   0, ts=1714036032472490,	delta=838,
seq_no=137,	ch0= 725, ch1=   0, ch2= 331, ch3=  90, ch4= 114, ch5=   0, ts=1714036032473335,	delta=845,
seq_no=138,	ch0= 875, ch1= 128, ch2= 242, ch3=  85, ch4=  13, ch5=   0, ts=1714036032474171,	delta=836,
seq_no=139,	ch0= 767, ch1= 235, ch2= 132, ch3=  70, ch4=  53, ch5=   0, ts=1714036032475022,	delta=851,
seq_no=140,	ch0= 732, ch1= 339, ch2=  42, ch3=  56, ch4=  54, ch5=   0, ts=1714036032475856,	delta=834,
seq_no=141,	ch0= 676, ch1= 451, ch2=   0, ch3=  41, ch4=  64, ch5=   0, ts=1714036032476697,	delta=841,
seq_no=142,	ch0= 607, ch1= 549, ch2=   0, ch3=  24, ch4=  64, ch5=   1, ts=1714036032477538,	delta=841,
seq_no=143,	ch0= 513, ch1= 642, ch2=   0, ch3=  10, ch4=  64, ch5=  18, ts=1714036032478375,	delta=837,
seq_no=144,	ch0= 416, ch1= 708, ch2=  16, ch3=   2, ch4=  56, ch5=  34, ts=1714036032479226,	delta=851,
seq_no=145,	ch0= 274, ch1= 762, ch2=  79, ch3=   0, ch4=  64, ch5=  57, ts=1714036032480051,	delta=825,
seq_no=146,	ch0= 197, ch1= 796, ch2= 162, ch3=   0, ch4=  36, ch5=  64, ts=1714036032480894,	delta=843,
seq_no=147,	ch0= 117, ch1= 786, ch2= 218, ch3=   0, ch4=  21, ch5= 133, ts=1714036032481735,	delta=841,
seq_no=148,	ch0=  21, ch1= 837, ch2= 361, ch3=  42, ch4=  20, ch5=  30, ts=1714036032482706,	delta=971,
seq_no=149,	ch0=   1, ch1= 630, ch2= 495, ch3=  46, ch4=  33, ch5=  66, ts=1714036032483451,	delta=745,
seq_no=150,	ch0=  47, ch1= 608, ch2= 638, ch3=  22, ch4=   0, ch5=  82, ts=1714036032484274,	delta=823,
seq_no=151,	ch0=   0, ch1= 512, ch2= 701, ch3=  37, ch4=   0, ch5=  76, ts=1714036032485111,	delta=837,
seq_no=152,	ch0=   4, ch1= 407, ch2= 773, ch3=  58, ch4=   0, ch5=  68, ts=1714036032485949,	delta=838,
seq_no=153,	ch0=  64, ch1= 294, ch2= 821, ch3=  70, ch4=   0, ch5=  56, ts=1714036032486799,	delta=850,
seq_no=154,	ch0= 141, ch1= 195, ch2= 858, ch3=  85, ch4=   0, ch5=  54, ts=1714036032487630,	delta=831,
seq_no=155,	ch0= 232, ch1= 113, ch2= 850, ch3=  97, ch4=   0, ch5=  42, ts=1714036032488473,	delta=843,
seq_no=156,	ch0= 407, ch1=  25, ch2= 814, ch3= 102, ch4=   0, ch5=  21, ts=1714036032489314,	delta=841,
seq_no=157,	ch0= 413, ch1=   0, ch2= 740, ch3= 133, ch4=   0, ch5=  13, ts=1714036032490155,	delta=841,
seq_no=158,	ch0= 534, ch1=   0, ch2= 651, ch3= 101, ch4=   9, ch5=   5, ts=1714036032491230,	delta=1075,
seq_no=159,	ch0= 628, ch1=   0, ch2= 586, ch3= 112, ch4=  21, ch5=   0, ts=1714036032491876,	delta=646,
seq_no=160,	ch0= 730, ch1=   5, ch2= 404, ch3= 104, ch4=  20, ch5=   0, ts=1714036032492693,	delta=817,
seq_no=161,	ch0= 719, ch1=   0, ch2= 297, ch3=  86, ch4= 125, ch5=   0, ts=1714036032493526,	delta=833,
seq_no=162,	ch0= 856, ch1= 150, ch2= 202, ch3=  81, ch4=  41, ch5=   0, ts=1714036032494366,	delta=840,
seq_no=163,	ch0= 759, ch1= 256, ch2=  98, ch3=  65, ch4=  64, ch5=   0, ts=1714036032495216,	delta=850,
seq_no=164,	ch0= 722, ch1= 364, ch2=  22, ch3=  47, ch4=  72, ch5=   0, ts=1714036032496047,	delta=831,
seq_no=165,	ch0= 656, ch1= 473, ch2=   0, ch3=  33, ch4=  76, ch5=   0, ts=1714036032496887,	delta=840,
seq_no=166,	ch0= 579, ch1= 563, ch2=   0, ch3=  26, ch4=  77, ch5=  10, ts=1714036032497727,	delta=840,
seq_no=167,	ch0= 481, ch1= 653, ch2=   0, ch3=  16, ch4=  64, ch5=  23, ts=1714036032498620,	delta=893,
seq_no=168,	ch0= 389, ch1= 724, ch2=  21, ch3=  10, ch4=  53, ch5=  29, ts=1714036032499416,	delta=796,
seq_no=169,	ch0= 244, ch1= 762, ch2=  90, ch3=   9, ch4=  46, ch5=  54, ts=1714036032500254,	delta=838,
seq_no=170,	ch0= 176, ch1= 783, ch2= 184, ch3=  18, ch4=  30, ch5=  56, ts=1714036032501097,	delta=843,
seq_no=171,	ch0=  93, ch1= 765, ch2= 236, ch3=   1, ch4=  31, ch5= 134, ts=1714036032501936,	delta=839,
seq_no=172,	ch0=  48, ch1= 807, ch2= 390, ch3=  37, ch4=  22, ch5=  36, ts=1714036032502784,	delta=848,
seq_no=173,	ch0=   0, ch1= 616, ch2= 520, ch3=  44, ch4=  43, ch5=  65, ts=1714036032503617,	delta=833,
seq_no=174,	ch0=  17, ch1= 578, ch2= 644, ch3=  43, ch4=   0, ch5=  78, ts=1714036032504457,	delta=840,
seq_no=175,	ch0=   0, ch1= 489, ch2= 727, ch3=  52, ch4=   0, ch5=  71, ts=1714036032505298,	delta=841,
seq_no=176,	ch0=  13, ch1= 381, ch2= 810, ch3=  69, ch4=   0, ch5=  64, ts=1714036032506139,	delta=841,
seq_no=177,	ch0=  76, ch1= 273, ch2= 845, ch3=  85, ch4=   0, ch5=  58, ts=1714036032506990,	delta=851,
seq_no=178,	ch0= 149, ch1= 170, ch2= 863, ch3=  94, ch4=   0, ch5=  46, ts=1714036032507821,	delta=831,
seq_no=179,	ch0= 253, ch1=  91, ch2= 842, ch3= 105, ch4=   0, ch5=  34, ts=1714036032508665,	delta=844,
seq_no=180,	ch0= 458, ch1=  13, ch2= 801, ch3= 111, ch4=   0, ch5=  18, ts=1714036032509504,	delta=839,
seq_no=181,	ch0= 426, ch1=   0, ch2= 722, ch3= 157, ch4=   0, ch5=  26, ts=1714036032510346,	delta=842,
seq_no=182,	ch0= 547, ch1=   0, ch2= 629, ch3= 101, ch4=   4, ch5=   0, ts=1714036032511194,	delta=848,
seq_no=183,	ch0= 636, ch1=  12, ch2= 583, ch3=  96, ch4=  42, ch5=   1, ts=1714036032512029,	delta=835,
seq_no=184,	ch0= 756, ch1=  40, ch2= 364, ch3=  93, ch4=  31, ch5=   0, ts=1714036032512867,	delta=838,
seq_no=185,	ch0= 741, ch1=   0, ch2= 269, ch3=  75, ch4= 125, ch5=   0, ts=1714036032513710,	delta=843,
seq_no=186,	ch0= 816, ch1= 181, ch2= 185, ch3=  82, ch4=  45, ch5=   0, ts=1714036032514553,	delta=843,
seq_no=187,	ch0= 744, ch1= 276, ch2=  93, ch3=  64, ch4=  70, ch5=   0, ts=1714036032515400,	delta=847,
seq_no=188,	ch0= 704, ch1= 388, ch2=  17, ch3=  48, ch4=  64, ch5=   0, ts=1714036032516235,	delta=835,
seq_no=189,	ch0= 640, ch1= 499, ch2=   0, ch3=  37, ch4=  70, ch5=   0, ts=1714036032517074,	delta=839,
seq_no=190,	ch0= 563, ch1= 595, ch2=   0, ch3=  22, ch4=  64, ch5=  10, ts=1714036032517921,	delta=847,
seq_no=191,	ch0= 463, ch1= 676, ch2=   0, ch3=  17, ch4=  54, ch5=  16, ts=1714036032518765,	delta=844,
seq_no=192,	ch0= 370, ch1= 730, ch2=  33, ch3=  18, ch4=  50, ch5=  28, ts=1714036032519598,	delta=833,
seq_no=193,	ch0= 246, ch1= 765, ch2= 121, ch3=   5, ch4=  38, ch5=  54, ts=1714036032520719,	delta=1121,
seq_no=194,	ch0= 153, ch1= 802, ch2= 214, ch3=   2, ch4=  21, ch5=  59, ts=1714036032521330,	delta=611,
seq_no=195,	ch0=  65, ch1= 763, ch2= 251, ch3=   5, ch4=  21, ch5= 155, ts=1714036032522139,	delta=809,
seq_no=196,	ch0=   0, ch1= 845, ch2= 418, ch3=  41, ch4=  29, ch5=  19, ts=1714036032522988,	delta=849,
seq_no=197,	ch0=   0, ch1= 599, ch2= 535, ch3=  46, ch4=  49, ch5=  64, ts=1714036032523807,	delta=819,
seq_no=198,	ch0=  18, ch1= 568, ch2= 648, ch3=  41, ch4=   0, ch5=  69, ts=1714036032524679,	delta=872,
seq_no=199,	ch0=   0, ch1= 468, ch2= 745, ch3=  57, ch4=   0, ch5=  66, ts=1714036032525493,	delta=814,
seq_no=200,	ch0=  26, ch1= 361, ch2= 812, ch3=  74, ch4=   0, ch5=  58, ts=1714036032526328,	delta=835,
seq_no=201,	ch0=  97, ch1= 257, ch2= 856, ch3=  86, ch4=   0, ch5=  43, ts=1714036032527193,	delta=865,
seq_no=202,	ch0= 184, ch1= 162, ch2= 860, ch3=  96, ch4=   0, ch5=  47, ts=1714036032528023,	delta=830,
seq_no=203,	ch0= 279, ch1=  69, ch2= 837, ch3= 103, ch4=   0, ch5=  33, ts=1714036032528861,	delta=838,
seq_no=204,	ch0= 460, ch1=   5, ch2= 797, ch3= 112, ch4=   0, ch5=  13, ts=1714036032529698,	delta=837,
seq_no=205,	ch0= 467, ch1=   0, ch2= 700, ch3= 121, ch4=   0, ch5=   0, ts=1714036032530537,	delta=839,
seq_no=206,	ch0= 577, ch1=   0, ch2= 608, ch3=  93, ch4=   4, ch5=   0, ts=1714036032531387,	delta=850,
