seq_no=0,	ch0= 692, ch1= 346, ch2=  31, ch3=  24, ch4= 165, ch5=   0, ts=1714036106447486,	delta=1714036106447486,
seq_no=56,	ch0=   0, ch1= 601, ch2= 602, ch3=   8, ch4=  26, ch5= 226, ts=1714036106487448,	delta=776,
seq_no=57,	ch0=   0, ch1= 505, ch2= 787, ch3=  77, ch4=   1, ch5= 218, ts=1714036106488342,	delta=894,
seq_no=58,	ch0=   0, ch1= 402, ch2= 749, ch3= 126, ch4=   0, ch5= 263, ts=1714036106489145,	delta=803,
seq_no=59,	ch0=  26, ch1= 410, ch2= 811, ch3= 165, ch4=   0, ch5= 125, ts=1714036106489973,	delta=828,
seq_no=60,	ch0= 145, ch1= 138, ch2= 854, ch3= 217, ch4=  23, ch5= 149, ts=1714036106490827,	delta=854,
seq_no=61,	ch0= 295, ch1=  93, ch2= 877, ch3= 215, ch4=   0, ch5= 119, ts=1714036106491654,	delta=827,
seq_no=62,	ch0= 333, ch1=  29, ch2= 805, ch3= 237, ch4=   0, ch5=  90, ts=1714036106492491,	delta=837,
seq_no=63,	ch0= 441, ch1=   0, ch2= 741, ch3= 257, ch4=  20, ch5=  58, ts=1714036106493336,	delta=845,
seq_no=64,	ch0= 535, ch1=   0, ch2= 663, ch3= 257, ch4=  45, ch5=  26, ts=1714036106494174,	delta=838,
seq_no=65,	ch0= 622, ch1=   0, ch2= 545, ch3= 252, ch4=  76, ch5=   9, ts=1714036106495025,	delta=851,
seq_no=66,	ch0= 695, ch1=   8, ch2= 426, ch3= 235, ch4= 110, ch5=   0, ts=1714036106495850,	delta=825,
seq_no=67,	ch0= 712, ch1=  64, ch2= 309, ch3= 215, ch4= 149, ch5=   0, ts=1714036106496691,	delta=841,
seq_no=68,	ch0= 757, ch1= 174, ch2= 206, ch3= 179, ch4= 178, ch5=   0, ts=1714036106497530,	delta=839,
seq_no=69,	ch0= 751, ch1= 249, ch2= 100, ch3= 149, ch4= 201, ch5=   0, ts=1714036106498371,	delta=841,
seq_no=70,	ch0= 722, ch1= 362, ch2=  18, ch3= 109, ch4= 220, ch5=   0, ts=1714036106499287,	delta=916,
seq_no=71,	ch0= 666, ch1= 398, ch2=   0, ch3=  90, ch4= 285, ch5=   0, ts=1714036106500077,	delta=790,
seq_no=72,	ch0= 664, ch1= 550, ch2=  27, ch3=  47, ch4= 194, ch5=  45, ts=1714036106500905,	delta=828,
seq_no=73,	ch0= 432, ch1= 647, ch2=   0, ch3=  36, ch4= 212, ch5=  76, ts=1714036106501740,	delta=835,
seq_no=74,	ch0= 380, ch1= 726, ch2=  10, ch3=   0, ch4= 202, ch5= 121, ts=1714036106502632,	delta=892,
seq_no=75,	ch0= 274, ch1= 773, ch2=  87, ch3=   0, ch4= 178, ch5= 149, ts=1714036106503430,	delta=798,
seq_no=76,	ch0= 181, ch1= 791, ch2= 178, ch3=   0, ch4= 154, ch5= 192, ts=1714036106504276,	delta=846,
seq_no=77,	ch0=  91, ch1= 780, ch2= 284, ch3=   0, ch4= 118, ch5= 204, ts=1714036106505116,	delta=840,
seq_no=78,	ch0=  26, ch1= 740, ch2= 402, ch3=   0, ch4=  90, ch5= 221, ts=1714036106505953,	delta=837,
seq_no=79,	ch0=   0, ch1= 671, ch2= 520, ch3=   0, ch4=  51, ch5= 234, ts=1714036106507093,	delta=1140,
seq_no=80,	ch0=   0, ch1= 586, ch2= 696, ch3=  47, ch4=  33, ch5= 234, ts=1714036106507689,	delta=596,
seq_no=81,	ch0=   0, ch1= 492, ch2= 704, ch3=  85, ch4=   2, ch5= 258, ts=1714036106508548,	delta=859,
seq_no=82,	ch0=  17, ch1= 430, ch2= 784, ch3= 126, ch4=   0, ch5= 198, ts=1714036106509998,	delta=1450,
seq_no=83,	ch0=  73, ch1= 238, ch2= 833, ch3= 147, ch4=   0, ch5= 181, ts=1714036106510223,	delta=225,
seq_no=84,	ch0=  64, ch1= 169, ch2= 827, ch3= 250, ch4=   0, ch5= 173, ts=1714036106511082,	delta=859,
seq_no=85,	ch0= 226, ch1= 133, ch2= 866, ch3= 192, ch4=   0, ch5= 137, ts=1714036106511868,	delta=786,
seq_no=86,	ch0= 354, ch1=  18, ch2= 796, ch3= 237, ch4=   0, ch5=  91, ts=1714036106512698,	delta=830,
seq_no=87,	ch0= 465, ch1=   0, ch2= 727, ch3= 245, ch4=  13, ch5=  53, ts=1714036106513534,	delta=836,
seq_no=88,	ch0= 562, ch1=   0, ch2= 634, ch3= 244, ch4=  46, ch5=  27, ts=1714036106514429,	delta=895,
seq_no=89,	ch0= 647, ch1=   0, ch2= 524, ch3= 236, ch4=  89, ch5=   6, ts=1714036106515230,	delta=801,
seq_no=90,	ch0= 706, ch1=  29, ch2= 410, ch3= 225, ch4= 129, ch5=   0, ts=1714036106516054,	delta=824,
seq_no=91,	ch0= 744, ch1=  98, ch2= 288, ch3= 192, ch4= 145, ch5=   0, ts=1714036106516897,	delta=843,
seq_no=92,	ch0= 770, ch1= 180, ch2= 170, ch3= 168, ch4= 181, ch5=   0, ts=1714036106517737,	delta=840,
seq_no=93,	ch0= 754, ch1= 278, ch2=  93, ch3= 144, ch4= 195, ch5=   0, ts=1714036106518637,	delta=900,
seq_no=94,	ch0= 711, ch1= 381, ch2=  20, ch3=  93, ch4= 202, ch5=   0, ts=1714036106519424,	delta=787,
seq_no=95,	ch0= 546, ch1= 488, ch2=   0, ch3= 119, ch4= 213, ch5=  65, ts=1714036106520261,	delta=837,
seq_no=96,	ch0= 537, ch1= 615, ch2=   5, ch3=   0, ch4= 216, ch5=  86, ts=1714036106521105,	delta=844,
seq_no=97,	ch0= 445, ch1= 708, ch2=  64, ch3=   1, ch4= 251, ch5= 108, ts=1714036106521943,	delta=838,
seq_no=98,	ch0= 360, ch1= 738, ch2=  41, ch3=   0, ch4= 195, ch5= 132, ts=1714036106522797,	delta=854,
seq_no=99,	ch0= 260, ch1= 784, ch2= 109, ch3=   0, ch4= 170, ch5= 165, ts=1714036106523626,	delta=829,
seq_no=100,	ch0= 160, ch1= 789, ch2= 207, ch3=   0, ch4= 140, ch5= 186, ts=1714036106524467,	delta=841,
seq_no=101,	ch0=  79, ch1= 778, ch2= 320, ch3=   0, ch4= 104, ch5= 201, ts=1714036106525306,	delta=839,
seq_no=102,	ch0=  16, ch1= 724, ch2= 433, ch3=   5, ch4=  67, ch5= 225, ts=1714036106526149,	delta=843,
seq_no=103,	ch0=   0, ch1= 650, ch2= 542, ch3=  21, ch4=  36, ch5= 316, ts=1714036106526998,	delta=849,
seq_no=104,	ch0=   0, ch1= 608, ch2= 635, ch3=  57, ch4=  10, ch5= 195, ts=1714036106527829,	delta=831,
seq_no=105,	ch0=   0, ch1= 426, ch2= 736, ch3=  93, ch4=  52, ch5= 211, ts=1714036106528670,	delta=841,
seq_no=106,	ch0= 112, ch1= 352, ch2= 806, ch3= 130, ch4=   0, ch5= 204, ts=1714036106529512,	delta=842,
seq_no=107,	ch0=  28, ch1= 252, ch2= 884, ch3= 198, ch4=   0, ch5= 198, ts=1714036106530355,	delta=843,
seq_no=108,	ch0= 163, ch1= 138, ch2= 934, ch3= 192, ch4=   0, ch5= 132, ts=1714036106531201,	delta=846,
seq_no=109,	ch0= 273, ch1=  77, ch2= 772, ch3= 228, ch4=   0, ch5= 188, ts=1714036106532038,	delta=837,
seq_no=110,	ch0= 383, ch1=  11, ch2= 784, ch3= 249, ch4=   0, ch5=  75, ts=1714036106532878,	delta=840,
seq_no=111,	ch0= 481, ch1=   0, ch2= 705, ch3= 261, ch4=  30, ch5=  43, ts=1714036106533720,	delta=842,
seq_no=112,	ch0= 582, ch1=   0, ch2= 611, ch3= 249, ch4=  53, ch5=  12, ts=1714036106534604,	delta=884,
seq_no=113,	ch0= 663, ch1=   0, ch2= 498, ch3= 242, ch4=  88, ch5=   0, ts=1714036106535409,	delta=805,
seq_no=114,	ch0= 719, ch1=  34, ch2= 382, ch3= 226, ch4= 117, ch5=   0, ts=1714036106536245,	delta=836,
seq_no=115,	ch0= 762, ch1= 109, ch2= 269, ch3= 199, ch4= 150, ch5=   0, ts=1714036106537086,	delta=841,
seq_no=116,	ch0= 753, ch1= 185, ch2= 156, ch3= 168, ch4= 183, ch5=   0, ts=1714036106537928,	delta=842,
seq_no=117,	ch0= 741, ch1= 298, ch2=  82, ch3= 135, ch4= 196, ch5=   0, ts=1714036106538778,	delta=850,
seq_no=118,	ch0= 682, ch1= 418, ch2=   2, ch3=  64, ch4= 224, ch5=   2, ts=1714036106539610,	delta=832,
seq_no=119,	ch0= 625, ch1= 491, ch2=  94, ch3=  45, ch4= 228, ch5=  29, ts=1714036106540717,	delta=1107,
seq_no=120,	ch0= 552, ch1= 616, ch2=   0, ch3=  27, ch4= 240, ch5= 134, ts=1714036106541343,	delta=626,
seq_no=121,	ch0= 469, ch1= 762, ch2=   0, ch3=  34, ch4= 224, ch5=  68, ts=1714036106542149,	delta=806,
seq_no=122,	ch0= 332, ch1= 746, ch2=  51, ch3=   0, ch4= 196, ch5= 138, ts=1714036106542993,	delta=844,
seq_no=123,	ch0= 224, ch1= 782, ch2= 137, ch3=   0, ch4= 178, ch5= 168, ts=1714036106543823,	delta=830,
seq_no=124,	ch0= 130, ch1= 786, ch2= 234, ch3=   0, ch4= 136, ch5= 195, ts=1714036106544663,	delta=840,
seq_no=125,	ch0=  46, ch1= 760, ch2= 341, ch3=   0, ch4= 100, ch5= 216, ts=1714036106545502,	delta=839,
seq_no=126,	ch0=   0, ch1= 711, ch2= 466, ch3=  14, ch4=  68, ch5= 229, ts=1714036106546343,	delta=841,
seq_no=127,	ch0=   0, ch1= 581, ch2= 576, ch3=  44, ch4= 101, ch5= 224, ts=1714036106547190,	delta=847,
seq_no=128,	ch0=  77, ch1= 528, ch2= 671, ch3=  68, ch4=   0, ch5= 220, ts=1714036106548027,	delta=837,
seq_no=129,	ch0=   0, ch1= 437, ch2= 763, ch3= 145, ch4=   0, ch5= 214, ts=1714036106548866,	delta=839,
seq_no=130,	ch0=  21, ch1= 334, ch2= 832, ch3= 130, ch4=   0, ch5= 197, ts=1714036106549706,	delta=840,
seq_no=131,	ch0=  97, ch1= 221, ch2= 766, ch3= 179, ch4=   0, ch5= 277, ts=1714036106550549,	delta=843,
seq_no=132,	ch0= 177, ch1= 238, ch2= 840, ch3= 228, ch4=   0, ch5= 105, ts=1714036106551409,	delta=860,
seq_no=133,	ch0= 306, ch1=  13, ch2= 832, ch3= 246, ch4=  29, ch5=  98, ts=1714036106552239,	delta=830,
seq_no=134,	ch0= 405, ch1=   0, ch2= 761, ch3= 251, ch4=  10, ch5=  68, ts=1714036106553075,	delta=836,
seq_no=135,	ch0= 506, ch1=   0, ch2= 679, ch3= 257, ch4=  34, ch5=  41, ts=1714036106553916,	delta=841,
seq_no=136,	ch0= 597, ch1=   0, ch2= 580, ch3= 257, ch4=  66, ch5=  16, ts=1714036106554766,	delta=850,
seq_no=137,	ch0= 666, ch1=   0, ch2= 482, ch3= 241, ch4= 102, ch5=   0, ts=1714036106555599,	delta=833,
seq_no=138,	ch0= 736, ch1=  45, ch2= 352, ch3= 222, ch4= 138, ch5=   0, ts=1714036106556440,	delta=841,
seq_no=139,	ch0= 773, ch1= 114, ch2= 233, ch3= 197, ch4= 158, ch5=   0, ts=1714036106557281,	delta=841,
seq_no=140,	ch0= 737, ch1= 210, ch2= 137, ch3= 162, ch4= 197, ch5=   0, ts=1714036106558121,	delta=840,
seq_no=141,	ch0= 728, ch1= 322, ch2=  50, ch3= 121, ch4= 212, ch5=   0, ts=1714036106558981,	delta=860,
seq_no=142,	ch0= 679, ch1= 437, ch2=   0, ch3=  91, ch4= 221, ch5=  74, ts=1714036106559808,	delta=827,
seq_no=143,	ch0= 608, ch1= 651, ch2=   0, ch3=  81, ch4= 237, ch5=   0, ts=1714036106560649,	delta=841,
seq_no=144,	ch0= 513, ch1= 549, ch2=   0, ch3=  43, ch4= 276, ch5=  51, ts=1714036106561492,	delta=843,
seq_no=145,	ch0= 490, ch1= 690, ch2=   0, ch3=   2, ch4= 198, ch5= 109, ts=1714036106562330,	delta=838,
seq_no=146,	ch0= 313, ch1= 764, ch2=  58, ch3=   0, ch4= 194, ch5= 146, ts=1714036106563225,	delta=895,
seq_no=147,	ch0= 209, ch1= 780, ch2= 147, ch3=   0, ch4= 164, ch5= 173, ts=1714036106564017,	delta=792,
seq_no=148,	ch0= 119, ch1= 777, ch2= 261, ch3=   0, ch4= 132, ch5= 194, ts=1714036106564855,	delta=838,
seq_no=149,	ch0=  44, ch1= 748, ch2= 370, ch3=   0, ch4=  96, ch5= 218, ts=1714036106565695,	delta=840,
seq_no=150,	ch0=   0, ch1= 694, ch2= 482, ch3=  21, ch4=  64, ch5= 230, ts=1714036106566534,	delta=839,
seq_no=151,	ch0=  42, ch1= 611, ch2= 591, ch3=  76, ch4=  21, ch5= 230, ts=1714036106567384,	delta=850,
seq_no=152,	ch0=   0, ch1= 524, ch2= 689, ch3=  47, ch4=   4, ch5= 220, ts=1714036106568220,	delta=836,
seq_no=153,	ch0=   0, ch1= 411, ch2= 832, ch3= 116, ch4=   0, ch5= 217, ts=1714036106569061,	delta=841,
seq_no=154,	ch0=  68, ch1= 308, ch2= 789, ch3= 158, ch4=   0, ch5= 242, ts=1714036106569901,	delta=840,
seq_no=155,	ch0= 161, ch1= 243, ch2= 834, ch3= 197, ch4=   0, ch5= 130, ts=1714036106570751,	delta=850,
seq_no=156,	ch0= 221, ch1=  69, ch2= 848, ch3= 207, ch4=   0, ch5= 117, ts=1714036106571585,	delta=834,
seq_no=157,	ch0= 266, ch1=  38, ch2= 810, ch3= 274, ch4=   0, ch5=  97, ts=1714036106572424,	delta=839,
seq_no=158,	ch0= 425, ch1=   0, ch2= 744, ch3= 246, ch4=  11, ch5=  64, ts=1714036106573461,	delta=1037,
seq_no=159,	ch0= 528, ch1=   0, ch2= 656, ch3= 249, ch4=  43, ch5=  32, ts=1714036106574150,	delta=689,
seq_no=160,	ch0= 616, ch1=   0, ch2= 552, ch3= 247, ch4=  78, ch5=  16, ts=1714036106574974,	delta=824,
seq_no=161,	ch0= 688, ch1=  10, ch2= 438, ch3= 237, ch4= 110, ch5=   0, ts=1714036106575797,	delta=823,
seq_no=162,	ch0= 740, ch1=  71, ch2= 320, ch3= 206, ch4= 149, ch5=   0, ts=1714036106576639,	delta=842,
seq_no=163,	ch0= 754, ch1= 149, ch2= 221, ch3= 160, ch4= 171, ch5=   0, ts=1714036106577480,	delta=841,
seq_no=164,	ch0= 747, ch1= 248, ch2= 123, ch3= 138, ch4= 194, ch5=   0, ts=1714036106578319,	delta=839,
seq_no=165,	ch0= 731, ch1= 354, ch2=  53, ch3= 105, ch4= 210, ch5=   2, ts=1714036106579165,	delta=846,
seq_no=166,	ch0= 671, ch1= 451, ch2=   0, ch3=  58, ch4= 279, ch5=   2, ts=1714036106580000,	delta=835,
seq_no=167,	ch0= 704, ch1= 541, ch2=   0, ch3=  20, ch4= 161, ch5=  47, ts=1714036106580841,	delta=841,
seq_no=168,	ch0= 410, ch1= 653, ch2=   4, ch3=  64, ch4= 203, ch5= 134, ts=1714036106581683,	delta=842,
seq_no=169,	ch0= 388, ch1= 736, ch2=  13, ch3=   0, ch4= 200, ch5= 128, ts=1714036106582523,	delta=840,
seq_no=170,	ch0= 287, ch1= 771, ch2=  79, ch3=   0, ch4= 176, ch5= 157, ts=1714036106583370,	delta=847,
seq_no=171,	ch0= 192, ch1= 787, ch2= 181, ch3=   0, ch4= 148, ch5= 185, ts=1714036106584209,	delta=839,
seq_no=172,	ch0= 105, ch1= 781, ch2= 285, ch3=   0, ch4= 109, ch5= 206, ts=1714036106585049,	delta=840,
seq_no=173,	ch0=  26, ch1= 746, ch2= 398, ch3=   1, ch4=  86, ch5= 218, ts=1714036106585890,	delta=841,
seq_no=174,	ch0=   0, ch1= 682, ch2= 513, ch3=  20, ch4=  52, ch5= 226, ts=1714036106586738,	delta=848,
seq_no=175,	ch0=   0, ch1= 599, ch2= 707, ch3=  48, ch4=  14, ch5= 224, ts=1714036106587571,	delta=833,
seq_no=176,	ch0=   0, ch1= 497, ch2= 676, ch3=  86, ch4=   0, ch5= 292, ts=1714036106588411,	delta=840,
seq_no=177,	ch0=  11, ch1= 480, ch2= 783, ch3= 132, ch4=   0, ch5= 187, ts=1714036106589254,	delta=843,
seq_no=178,	ch0=  69, ch1= 226, ch2= 835, ch3= 188, ch4=  18, ch5= 165, ts=1714036106590094,	delta=840,
seq_no=179,	ch0= 217, ch1= 172, ch2= 880, ch3= 192, ch4=   0, ch5= 146, ts=1714036106590944,	delta=850,
seq_no=180,	ch0= 207, ch1= 106, ch2= 834, ch3= 163, ch4=   0, ch5= 122, ts=1714036106591780,	delta=836,
seq_no=181,	ch0= 343, ch1=  27, ch2= 816, ch3= 237, ch4=   0, ch5=  82, ts=1714036106592617,	delta=837,
seq_no=182,	ch0= 458, ch1=   0, ch2= 729, ch3= 253, ch4=  13, ch5=  58, ts=1714036106593463,	delta=846,
seq_no=183,	ch0= 545, ch1=   0, ch2= 633, ch3= 250, ch4=  48, ch5=  18, ts=1714036106594305,	delta=842,
seq_no=184,	ch0= 633, ch1=   0, ch2= 530, ch3= 247, ch4=  79, ch5=   1, ts=1714036106595151,	delta=846,
seq_no=185,	ch0= 705, ch1=  25, ch2= 414, ch3= 237, ch4= 109, ch5=   0, ts=1714036106595983,	delta=832,
seq_no=186,	ch0= 748, ch1=  93, ch2= 296, ch3= 210, ch4= 141, ch5=   0, ts=1714036106596826,	delta=843,
seq_no=187,	ch0= 760, ch1= 174, ch2= 192, ch3= 179, ch4= 171, ch5=   0, ts=1714036106597671,	delta=845,
seq_no=188,	ch0= 760, ch1= 277, ch2=  96, ch3= 143, ch4= 203, ch5=   0, ts=1714036106598513,	delta=842,
seq_no=189,	ch0= 720, ch1= 374, ch2=  17, ch3= 106, ch4= 224, ch5=   0, ts=1714036106599348,	delta=835,
seq_no=190,	ch0= 716, ch1= 474, ch2=  10, ch3=  81, ch4= 205, ch5=   5, ts=1714036106600190,	delta=842,
seq_no=191,	ch0= 519, ch1= 584, ch2=   0, ch3=   0, ch4= 217, ch5=  34, ts=1714036106601028,	delta=838,
seq_no=192,	ch0= 461, ch1= 650, ch2=  92, ch3=   8, ch4= 218, ch5=  85, ts=1714036106601870,	delta=842,
seq_no=193,	ch0= 362, ch1= 738, ch2=  28, ch3=   0, ch4= 199, ch5= 119, ts=1714036106602765,	delta=895,
seq_no=194,	ch0= 253, ch1= 779, ch2= 105, ch3=   0, ch4= 175, ch5= 154, ts=1714036106603575,	delta=810,
seq_no=195,	ch0= 156, ch1= 786, ch2= 203, ch3=   0, ch4= 145, ch5= 192, ts=1714036106604407,	delta=832,
seq_no=196,	ch0=  81, ch1= 773, ch2= 313, ch3=   0, ch4= 114, ch5= 209, ts=1714036106605243,	delta=836,
seq_no=197,	ch0=  10, ch1= 721, ch2= 430, ch3=   8, ch4=  77, ch5= 221, ts=1714036106606085,	delta=842,
seq_no=198,	ch0=   0, ch1= 659, ch2= 583, ch3=  32, ch4=  49, ch5= 232, ts=1714036106606975,	delta=890,
seq_no=199,	ch0=   0, ch1= 568, ch2= 629, ch3=  64, ch4=  16, ch5= 192, ts=1714036106607779,	delta=804,
seq_no=200,	ch0=   0, ch1= 420, ch2= 732, ch3= 101, ch4=  66, ch5= 211, ts=1714036106608616,	delta=837,
seq_no=201,	ch0= 128, ch1= 356, ch2= 807, ch3= 136, ch4=   0, ch5= 200, ts=1714036106609449,	delta=833,
seq_no=202,	ch0=  20, ch1= 261, ch2= 882, ch3= 205, ch4=   0, ch5= 210, ts=1714036106610293,	delta=844,
seq_no=203,	ch0= 153, ch1= 169, ch2= 857, ch3= 181, ch4=   0, ch5= 144, ts=1714036106611186,	delta=893,
seq_no=204,	ch0= 268, ch1=  57, ch2= 770, ch3= 225, ch4=   0, ch5= 197, ts=1714036106611981,	delta=795,
seq_no=205,	ch0= 375, ch1=   2, ch2= 780, ch3= 247, ch4=   0, ch5=  77, ts=1714036106613094,	delta=1113,
seq_no=206,	ch0= 482, ch1=   0, ch2= 706, ch3= 256, ch4=  31, ch5=  48, ts=1714036106613692,	delta=598,
