seq_no=0,	ch0=   0, ch1=1419, ch2= 998, ch3=  48, ch4=   6, ch5=  78, ts=1714036576071640,	delta=1714036576071640,
seq_no=35,	ch0= 472, ch1= 633, ch2=2592, ch3= 133, ch4=   0, ch5=  92, ts=1714036576091137,	delta=849,
seq_no=36,	ch0= 754, ch1= 352, ch2=2587, ch3= 148, ch4=   0, ch5=  69, ts=1714036576091969,	delta=832,
seq_no=37,	ch0=1049, ch1= 136, ch2=2575, ch3= 153, ch4=   0, ch5=  49, ts=1714036576092811,	delta=842,
seq_no=38,	ch0=1370, ch1=   0, ch2=2240, ch3= 157, ch4=   5, ch5=  67, ts=1714036576093649,	delta=838,
seq_no=39,	ch0=1662, ch1=  45, ch2=1990, ch3= 162, ch4=  16, ch5=   0, ts=1714036576094494,	delta=845,
seq_no=40,	ch0=1928, ch1=   0, ch2=1671, ch3= 144, ch4=   0, ch5=   0, ts=1714036576095391,	delta=897,
seq_no=41,	ch0=2036, ch1=  81, ch2=1303, ch3= 195, ch4=  57, ch5=   2, ts=1714036576096196,	delta=805,
seq_no=42,	ch0=2260, ch1= 320, ch2=1002, ch3=  96, ch4=  79, ch5=   0, ts=1714036576097030,	delta=834,
seq_no=43,	ch0=2331, ch1= 537, ch2= 614, ch3= 107, ch4=  90, ch5=  24, ts=1714036576097863,	delta=833,
seq_no=44,	ch0=2303, ch1= 827, ch2= 368, ch3=  85, ch4= 109, ch5=   0, ts=1714036576098724,	delta=861,
seq_no=45,	ch0=2190, ch1=1148, ch2= 136, ch3=  57, ch4= 116, ch5=   0, ts=1714036576099547,	delta=823,
seq_no=46,	ch0=2000, ch1=1468, ch2=   0, ch3=  41, ch4= 126, ch5=  11, ts=1714036576100389,	delta=842,
seq_no=47,	ch0=1755, ch1=1760, ch2=   0, ch3=  16, ch4= 122, ch5=  20, ts=1714036576101286,	delta=897,
seq_no=48,	ch0=1481, ch1=2023, ch2=   0, ch3=   8, ch4= 121, ch5=  41, ts=1714036576102078,	delta=792,
seq_no=49,	ch0=1172, ch1=2232, ch2= 101, ch3=   2, ch4= 113, ch5=  57, ts=1714036576102925,	delta=847,
seq_no=50,	ch0= 855, ch1=2378, ch2= 302, ch3=   0, ch4=  83, ch5=  83, ts=1714036576103758,	delta=833,
seq_no=51,	ch0= 557, ch1=2416, ch2= 604, ch3=   0, ch4=  82, ch5= 117, ts=1714036576104596,	delta=838,
seq_no=52,	ch0= 285, ch1=2426, ch2= 946, ch3=   0, ch4=  45, ch5= 132, ts=1714036576105439,	delta=843,
seq_no=53,	ch0=  90, ch1=2252, ch2=1204, ch3=   2, ch4=  16, ch5= 225, ts=1714036576106279,	delta=840,
seq_no=54,	ch0=   0, ch1=2170, ch2=1620, ch3=  40, ch4=  20, ch5=  73, ts=1714036576107130,	delta=851,
seq_no=55,	ch0=   0, ch1=1789, ch2=1936, ch3=  44, ch4=  13, ch5= 125, ts=1714036576107964,	delta=834,
seq_no=56,	ch0=   0, ch1=1511, ch2=2224, ch3=  64, ch4=   0, ch5= 122, ts=1714036576108802,	delta=838,
seq_no=57,	ch0=  89, ch1=1196, ch2=2448, ch3=  96, ch4=   0, ch5= 117, ts=1714036576109645,	delta=843,
seq_no=58,	ch0= 278, ch1= 866, ch2=2575, ch3= 118, ch4=   0, ch5= 101, ts=1714036576110487,	delta=842,
seq_no=59,	ch0= 534, ch1= 562, ch2=2616, ch3= 145, ch4=   0, ch5=  89, ts=1714036576111330,	delta=843,
seq_no=60,	ch0= 826, ch1= 302, ch2=2571, ch3= 148, ch4=   0, ch5=  64, ts=1714036576112172,	delta=842,
seq_no=61,	ch0=1201, ch1=  86, ch2=2433, ch3= 162, ch4=   0, ch5=  43, ts=1714036576113013,	delta=841,
seq_no=62,	ch0=1420, ch1=   0, ch2=2222, ch3= 121, ch4=   4, ch5=  26, ts=1714036576113854,	delta=841,
seq_no=63,	ch0=1720, ch1=   0, ch2=1991, ch3= 149, ch4=  21, ch5=   8, ts=1714036576114701,	delta=847,
seq_no=64,	ch0=1987, ch1=   9, ch2=1543, ch3= 151, ch4=  71, ch5=  44, ts=1714036576115537,	delta=836,
seq_no=65,	ch0=2209, ch1= 176, ch2=1236, ch3= 144, ch4=  64, ch5=   0, ts=1714036576116456,	delta=919,
seq_no=66,	ch0=2436, ch1= 304, ch2= 897, ch3= 105, ch4=  32, ch5=   0, ts=1714036576117239,	delta=783,
seq_no=67,	ch0=2311, ch1= 590, ch2= 594, ch3= 116, ch4=  84, ch5=   0, ts=1714036576118071,	delta=832,
seq_no=68,	ch0=2280, ch1= 895, ch2= 304, ch3=  74, ch4= 117, ch5=   0, ts=1714036576118926,	delta=855,
seq_no=69,	ch0=2147, ch1=1218, ch2=  96, ch3=  53, ch4= 116, ch5=   0, ts=1714036576119746,	delta=820,
seq_no=70,	ch0=1945, ch1=1532, ch2=   0, ch3=  33, ch4= 122, ch5=  14, ts=1714036576120594,	delta=848,
seq_no=71,	ch0=1692, ch1=1830, ch2=   0, ch3=  22, ch4= 125, ch5=  28, ts=1714036576121433,	delta=839,
seq_no=72,	ch0=1406, ch1=2072, ch2=   0, ch3=   0, ch4= 121, ch5=  50, ts=1714036576122274,	delta=841,
seq_no=73,	ch0=1072, ch1=2286, ch2= 146, ch3=   0, ch4= 108, ch5=  64, ts=1714036576123125,	delta=851,
seq_no=74,	ch0= 778, ch1=2400, ch2= 374, ch3=   0, ch4=  98, ch5=  93, ts=1714036576123948,	delta=823,
seq_no=75,	ch0= 494, ch1=2418, ch2= 677, ch3=   0, ch4=  67, ch5= 107, ts=1714036576124794,	delta=846,
seq_no=76,	ch0= 357, ch1=2350, ch2=1019, ch3=   0, ch4=   6, ch5= 118, ts=1714036576125632,	delta=838,
seq_no=77,	ch0=  16, ch1=2223, ch2=1379, ch3=   0, ch4=  21, ch5= 133, ts=1714036576126477,	delta=845,
seq_no=78,	ch0=   0, ch1=1999, ch2=1815, ch3=  13, ch4=   5, ch5=  97, ts=1714036576127356,	delta=879,
seq_no=79,	ch0=   0, ch1=1735, ch2=2007, ch3=  50, ch4=   1, ch5= 122, ts=1714036576128415,	delta=1059,
seq_no=80,	ch0=   0, ch1=1437, ch2=2278, ch3=  71, ch4=   0, ch5= 119, ts=1714036576129056,	delta=641,
seq_no=81,	ch0= 118, ch1=1115, ch2=2483, ch3=  96, ch4=   0, ch5= 113, ts=1714036576129865,	delta=809,
seq_no=82,	ch0= 334, ch1= 793, ch2=2591, ch3= 121, ch4=   0, ch5= 104, ts=1714036576130717,	delta=852,
seq_no=83,	ch0= 604, ch1= 493, ch2=2604, ch3= 146, ch4=   0, ch5=  79, ts=1714036576131538,	delta=821,
seq_no=84,	ch0= 894, ch1= 244, ch2=2554, ch3= 150, ch4=   0, ch5=  74, ts=1714036576132374,	delta=836,
seq_no=85,	ch0=1204, ch1= 143, ch2=2385, ch3= 158, ch4=   0, ch5=  21, ts=1714036576133218,	delta=844,
seq_no=86,	ch0=1513, ch1=   0, ch2=2153, ch3= 155, ch4=  41, ch5=  18, ts=1714036576134059,	delta=841,
seq_no=87,	ch0=1836, ch1=   0, ch2=1836, ch3= 195, ch4=  25, ch5=   5, ts=1714036576134909,	delta=850,
seq_no=88,	ch0=2009, ch1=   6, ch2=1504, ch3=  89, ch4=  50, ch5=   0, ts=1714036576135738,	delta=829,
seq_no=89,	ch0=2201, ch1= 174, ch2=1253, ch3= 125, ch4= 105, ch5=   0, ts=1714036576136580,	delta=842,
seq_no=90,	ch0=2360, ch1= 381, ch2= 793, ch3= 121, ch4=  71, ch5=   0, ts=1714036576137426,	delta=846,
seq_no=91,	ch0=2326, ch1= 660, ch2= 514, ch3=  96, ch4=  91, ch5=   0, ts=1714036576138270,	delta=844,
seq_no=92,	ch0=2266, ch1= 971, ch2= 253, ch3=  70, ch4= 118, ch5=   0, ts=1714036576139117,	delta=847,
seq_no=93,	ch0=2101, ch1=1292, ch2=  50, ch3=  45, ch4= 129, ch5=   0, ts=1714036576139951,	delta=834,
seq_no=94,	ch0=1888, ch1=1610, ch2=   0, ch3=  32, ch4= 122, ch5=  14, ts=1714036576140791,	delta=840,
seq_no=95,	ch0=1617, ch1=1885, ch2=   2, ch3=  13, ch4= 121, ch5=  36, ts=1714036576141633,	delta=842,
seq_no=96,	ch0=1336, ch1=2122, ch2=   5, ch3=   4, ch4= 116, ch5=  50, ts=1714036576142476,	delta=843,
seq_no=97,	ch0=1017, ch1=2304, ch2= 199, ch3=   0, ch4=  94, ch5=  76, ts=1714036576143317,	delta=841,
seq_no=98,	ch0= 680, ch1=2396, ch2= 448, ch3=   0, ch4=  79, ch5=  98, ts=1714036576144151,	delta=834,
seq_no=99,	ch0= 426, ch1=2406, ch2= 761, ch3=   0, ch4=  71, ch5= 116, ts=1714036576144990,	delta=839,
seq_no=100,	ch0= 256, ch1=2358, ch2=1044, ch3=   0, ch4=  42, ch5=  51, ts=1714036576145836,	delta=846,
seq_no=101,	ch0=  20, ch1=2106, ch2=1424, ch3=  14, ch4=  82, ch5= 119, ts=1714036576146700,	delta=864,
seq_no=102,	ch0=  54, ch1=1933, ch2=1819, ch3=  41, ch4=   0, ch5= 125, ts=1714036576147532,	delta=832,
seq_no=103,	ch0=   0, ch1=1671, ch2=2078, ch3=  54, ch4=   0, ch5= 119, ts=1714036576148420,	delta=888,
seq_no=104,	ch0=  16, ch1=1363, ch2=2334, ch3=  80, ch4=   0, ch5= 117, ts=1714036576149216,	delta=796,
seq_no=105,	ch0= 162, ch1=1028, ch2=2521, ch3= 104, ch4=   0, ch5= 113, ts=1714036576150055,	delta=839,
seq_no=106,	ch0= 393, ch1= 719, ch2=2604, ch3= 128, ch4=   0, ch5=  97, ts=1714036576150904,	delta=849,
seq_no=107,	ch0= 666, ch1= 432, ch2=2592, ch3= 148, ch4=   0, ch5=  78, ts=1714036576151736,	delta=832,
seq_no=108,	ch0= 952, ch1= 197, ch2=2521, ch3= 144, ch4=   0, ch5=  54, ts=1714036576152578,	delta=842,
seq_no=109,	ch0=1281, ch1=  29, ch2=2423, ch3= 148, ch4=   0, ch5=  36, ts=1714036576153416,	delta=838,
seq_no=110,	ch0=1582, ch1=   0, ch2=2072, ch3= 153, ch4=  14, ch5=  65, ts=1714036576154262,	delta=846,
seq_no=111,	ch0=1856, ch1=  41, ch2=1791, ch3= 154, ch4=  28, ch5=   0, ts=1714036576155109,	delta=847,
seq_no=112,	ch0=2173, ch1=  19, ch2=1441, ch3= 125, ch4=   0, ch5=   0, ts=1714036576155944,	delta=835,
seq_no=113,	ch0=2161, ch1= 213, ch2=1096, ch3= 176, ch4=  64, ch5=  17, ts=1714036576156786,	delta=842,
seq_no=114,	ch0=2294, ch1= 477, ch2= 754, ch3=  96, ch4=  98, ch5=   0, ts=1714036576157627,	delta=841,
seq_no=115,	ch0=2312, ch1= 739, ch2= 450, ch3=  89, ch4= 105, ch5=   0, ts=1714036576158471,	delta=844,
seq_no=116,	ch0=2231, ch1=1051, ch2= 201, ch3=  66, ch4= 117, ch5=   0, ts=1714036576159316,	delta=845,
seq_no=117,	ch0=2062, ch1=1378, ch2=  10, ch3=  43, ch4= 137, ch5=   4, ts=1714036576160147,	delta=831,
seq_no=118,	ch0=1838, ch1=1675, ch2=   0, ch3=  26, ch4= 122, ch5=  14, ts=1714036576160990,	delta=843,
seq_no=119,	ch0=1564, ch1=1962, ch2=   0, ch3=   9, ch4= 125, ch5=  39, ts=1714036576162006,	delta=1016,
seq_no=120,	ch0=1267, ch1=2181, ch2=  25, ch3=   0, ch4= 114, ch5=  58, ts=1714036576162729,	delta=723,
seq_no=121,	ch0= 938, ch1=2342, ch2= 245, ch3=   0, ch4=  92, ch5=  76, ts=1714036576163537,	delta=808,
seq_no=122,	ch0= 643, ch1=2408, ch2= 523, ch3=   0, ch4=  64, ch5= 102, ts=1714036576164372,	delta=835,
seq_no=123,	ch0= 357, ch1=2395, ch2= 832, ch3=   0, ch4=  54, ch5= 118, ts=1714036576165210,	delta=838,
seq_no=124,	ch0= 141, ch1=2286, ch2=1277, ch3=   0, ch4=  46, ch5= 113, ts=1714036576166505,	delta=1295,
seq_no=125,	ch0=   0, ch1=2102, ch2=1465, ch3=  17, ch4=  40, ch5= 202, ts=1714036576166934,	delta=429,
seq_no=126,	ch0=   5, ch1=1922, ch2=1832, ch3=  51, ch4=   9, ch5= 123, ts=1714036576167747,	delta=813,
seq_no=127,	ch0=   0, ch1=1584, ch2=2146, ch3=  64, ch4=   0, ch5= 130, ts=1714036576168580,	delta=833,
seq_no=128,	ch0=  53, ch1=1270, ch2=2384, ch3=  83, ch4=   0, ch5= 119, ts=1714036576169415,	delta=835,
seq_no=129,	ch0= 219, ch1= 946, ch2=2543, ch3= 105, ch4=   0, ch5= 113, ts=1714036576170253,	delta=838,
seq_no=130,	ch0= 461, ch1= 641, ch2=2591, ch3= 124, ch4=   0, ch5=  90, ts=1714036576171109,	delta=856,
seq_no=131,	ch0= 741, ch1= 370, ch2=2588, ch3= 141, ch4=   0, ch5=  74, ts=1714036576171941,	delta=832,
seq_no=132,	ch0=1047, ch1= 138, ch2=2488, ch3= 159, ch4=   0, ch5=  50, ts=1714036576172782,	delta=841,
seq_no=133,	ch0=1315, ch1=   0, ch2=2288, ch3= 210, ch4=   0, ch5=  23, ts=1714036576173622,	delta=840,
seq_no=134,	ch0=1644, ch1=   2, ch2=2024, ch3= 138, ch4=  10, ch5=  18, ts=1714036576174461,	delta=839,
seq_no=135,	ch0=1906, ch1=  10, ch2=1752, ch3= 152, ch4=  38, ch5=  30, ts=1714036576175313,	delta=852,
seq_no=136,	ch0=2112, ch1= 199, ch2=1339, ch3= 149, ch4=  64, ch5=   0, ts=1714036576176150,	delta=837,
seq_no=137,	ch0=2284, ch1= 226, ch2=1003, ch3= 149, ch4= 116, ch5=   0, ts=1714036576176991,	delta=841,
seq_no=138,	ch0=2194, ch1= 498, ch2= 650, ch3= 187, ch4=  84, ch5=   0, ts=1714036576177833,	delta=842,
seq_no=139,	ch0=2302, ch1= 804, ch2= 377, ch3=  84, ch4= 105, ch5=   0, ts=1714036576178675,	delta=842,
seq_no=140,	ch0=2204, ch1=1135, ch2= 142, ch3=  53, ch4= 124, ch5=   0, ts=1714036576179514,	delta=839,
seq_no=141,	ch0=2016, ch1=1459, ch2=   0, ch3=  33, ch4= 138, ch5=  11, ts=1714036576180356,	delta=842,
seq_no=142,	ch0=1769, ch1=1760, ch2=   0, ch3=  13, ch4= 119, ch5=  23, ts=1714036576181198,	delta=842,
seq_no=143,	ch0=1489, ch1=2023, ch2=   1, ch3=   2, ch4= 112, ch5=  43, ts=1714036576182038,	delta=840,
seq_no=144,	ch0=1187, ch1=2249, ch2= 101, ch3=   0, ch4= 104, ch5=  64, ts=1714036576182889,	delta=851,
seq_no=145,	ch0= 864, ch1=2380, ch2= 293, ch3=   0, ch4=  93, ch5=  79, ts=1714036576183720,	delta=831,
seq_no=146,	ch0= 564, ch1=2419, ch2= 595, ch3=   0, ch4=  82, ch5=  90, ts=1714036576184566,	delta=846,
seq_no=147,	ch0= 306, ch1=2375, ch2= 921, ch3=   0, ch4=  40, ch5= 121, ts=1714036576185407,	delta=841,
seq_no=148,	ch0=   2, ch1=2256, ch2=1252, ch3=  70, ch4=  30, ch5= 138, ts=1714036576186250,	delta=843,
seq_no=149,	ch0=   0, ch1=2112, ch2=1624, ch3=   0, ch4=  23, ch5= 162, ts=1714036576187096,	delta=846,
seq_no=150,	ch0=   0, ch1=1816, ch2=1810, ch3=  41, ch4=   8, ch5= 245, ts=1714036576187932,	delta=836,
seq_no=151,	ch0=   0, ch1=1517, ch2=2212, ch3=  64, ch4=   0, ch5= 128, ts=1714036576188775,	delta=843,
seq_no=152,	ch0=  87, ch1=1198, ch2=2428, ch3=  83, ch4=   0, ch5= 121, ts=1714036576189617,	delta=842,
seq_no=153,	ch0= 272, ch1= 875, ch2=2567, ch3= 104, ch4=   0, ch5= 107, ts=1714036576190458,	delta=841,
seq_no=154,	ch0= 528, ch1= 576, ch2=2608, ch3= 125, ch4=   0, ch5=  88, ts=1714036576191306,	delta=848,
seq_no=155,	ch0= 815, ch1= 311, ch2=2574, ch3= 144, ch4=   0, ch5=  69, ts=1714036576192150,	delta=844,
seq_no=156,	ch0=1128, ch1= 105, ch2=2432, ch3= 170, ch4=   0, ch5=   6, ts=1714036576192983,	delta=833,
seq_no=157,	ch0=1428, ch1=   0, ch2=2218, ch3= 154, ch4=  53, ch5=  14, ts=1714036576193826,	delta=843,
seq_no=158,	ch0=1788, ch1=   4, ch2=1942, ch3= 157, ch4=   8, ch5=   0, ts=1714036576194885,	delta=1059,
seq_no=159,	ch0=1946, ch1=   8, ch2=1619, ch3= 155, ch4=  41, ch5=   0, ts=1714036576195551,	delta=666,
seq_no=160,	ch0=2158, ch1= 154, ch2=1278, ch3= 122, ch4=  64, ch5=   0, ts=1714036576196631,	delta=1080,
seq_no=161,	ch0=2284, ch1= 308, ch2= 849, ch3= 122, ch4=  84, ch5=  48, ts=1714036576197233,	delta=602,
seq_no=162,	ch0=2353, ch1= 638, ch2= 596, ch3= 112, ch4= 122, ch5=   0, ts=1714036576198050,	delta=817,
seq_no=163,	ch0=2291, ch1= 889, ch2= 308, ch3=  74, ch4= 115, ch5=   0, ts=1714036576198903,	delta=853,
seq_no=164,	ch0=2163, ch1=1216, ch2=  85, ch3=  50, ch4= 125, ch5=   0, ts=1714036576199727,	delta=824,
seq_no=165,	ch0=1959, ch1=1532, ch2=   0, ch3=  25, ch4= 125, ch5=   9, ts=1714036576200563,	delta=836,
seq_no=166,	ch0=1703, ch1=1825, ch2=   0, ch3=   6, ch4= 113, ch5=  30, ts=1714036576201408,	delta=845,
seq_no=167,	ch0=1423, ch1=2077, ch2=   2, ch3=   4, ch4= 102, ch5=  41, ts=1714036576202247,	delta=839,
seq_no=168,	ch0=1103, ch1=2265, ch2= 155, ch3=   0, ch4=  96, ch5=  50, ts=1714036576203100,	delta=853,
seq_no=169,	ch0= 779, ch1=2404, ch2= 385, ch3=   0, ch4=  96, ch5=  89, ts=1714036576203932,	delta=832,
seq_no=170,	ch0= 495, ch1=2418, ch2= 679, ch3=   0, ch4=  86, ch5= 113, ts=1714036576204773,	delta=841,
seq_no=171,	ch0= 269, ch1=2369, ch2=1008, ch3=   0, ch4=  64, ch5= 104, ts=1714036576205614,	delta=841,
seq_no=172,	ch0=  52, ch1=2150, ch2=1331, ch3=   8, ch4=  98, ch5= 108, ts=1714036576206457,	delta=843,
seq_no=173,	ch0=  75, ch1=2000, ch2=1721, ch3=  38, ch4=   0, ch5= 122, ts=1714036576207305,	delta=848,
seq_no=174,	ch0=   0, ch1=1740, ch2=1996, ch3=   0, ch4=   0, ch5= 121, ts=1714036576208137,	delta=832,
seq_no=175,	ch0=   0, ch1=1448, ch2=2275, ch3=  66, ch4=   0, ch5= 139, ts=1714036576208977,	delta=840,
seq_no=176,	ch0= 128, ch1=1120, ch2=2483, ch3=  89, ch4=   0, ch5= 118, ts=1714036576209822,	delta=845,
seq_no=177,	ch0= 330, ch1= 808, ch2=2584, ch3= 121, ch4=   0, ch5=  97, ts=1714036576210666,	delta=844,
seq_no=178,	ch0= 588, ch1= 512, ch2=2608, ch3= 136, ch4=   0, ch5=  75, ts=1714036576211506,	delta=840,
seq_no=179,	ch0= 877, ch1= 263, ch2=2554, ch3= 150, ch4=   0, ch5=  54, ts=1714036576212348,	delta=842,
seq_no=180,	ch0=1188, ch1=  69, ch2=2489, ch3= 161, ch4=   0, ch5=  34, ts=1714036576213188,	delta=840,
seq_no=181,	ch0=1498, ch1=   0, ch2=2135, ch3= 157, ch4=  10, ch5=  70, ts=1714036576214033,	delta=845,
seq_no=182,	ch0=1790, ch1=  54, ch2=1870, ch3= 166, ch4=  25, ch5=   0, ts=1714036576214884,	delta=851,
seq_no=183,	ch0=2024, ch1=   0, ch2=1542, ch3= 151, ch4=  21, ch5=   0, ts=1714036576215714,	delta=830,
seq_no=184,	ch0=2115, ch1= 145, ch2=1172, ch3= 194, ch4=  66, ch5=  25, ts=1714036576216620,	delta=906,
seq_no=185,	ch0=2280, ch1= 432, ch2= 853, ch3= 101, ch4=  86, ch5=   0, ts=1714036576217418,	delta=798,
seq_no=186,	ch0=2314, ch1= 648, ch2= 429, ch3=  85, ch4=  90, ch5=  76, ts=1714036576218249,	delta=831,
seq_no=187,	ch0=2267, ch1= 960, ch2= 257, ch3=  66, ch4= 108, ch5=   0, ts=1714036576219104,	delta=855,
seq_no=188,	ch0=2115, ch1=1284, ch2=  48, ch3=  47, ch4= 116, ch5=   0, ts=1714036576219929,	delta=825,
seq_no=189,	ch0=1916, ch1=1598, ch2=   0, ch3=  28, ch4= 125, ch5=   5, ts=1714036576220770,	delta=841,
seq_no=190,	ch0=1638, ch1=1881, ch2=   0, ch3=  11, ch4= 135, ch5=  24, ts=1714036576221606,	delta=836,
seq_no=191,	ch0=1334, ch1=2124, ch2=  15, ch3=   0, ch4= 109, ch5=  40, ts=1714036576222452,	delta=846,
seq_no=192,	ch0=1021, ch1=2305, ch2= 193, ch3=   0, ch4= 101, ch5=  71, ts=1714036576223301,	delta=849,
seq_no=193,	ch0= 716, ch1=2392, ch2= 450, ch3=   0, ch4=  69, ch5=  93, ts=1714036576224135,	delta=834,
seq_no=194,	ch0= 426, ch1=2414, ch2= 742, ch3=   0, ch4=  71, ch5= 121, ts=1714036576224979,	delta=844,
seq_no=195,	ch0= 214, ch1=2351, ch2=1088, ch3=   0, ch4=  55, ch5= 125, ts=1714036576225816,	delta=837,
seq_no=196,	ch0=  33, ch1=2177, ch2=1356, ch3=   2, ch4=  27, ch5= 215, ts=1714036576226663,	delta=847,
seq_no=197,	ch0=   0, ch1=2042, ch2=1766, ch3=  57, ch4=  14, ch5= 101, ts=1714036576227500,	delta=837,
seq_no=198,	ch0=   0, ch1=1644, ch2=2075, ch3=  48, ch4=   0, ch5= 130, ts=1714036576228392,	delta=892,
seq_no=199,	ch0=   6, ch1=1365, ch2=2325, ch3=  72, ch4=   0, ch5= 134, ts=1714036576229203,	delta=811,
seq_no=200,	ch0= 172, ch1=1041, ch2=2508, ch3= 102, ch4=   0, ch5= 106, ts=1714036576230034,	delta=831,
seq_no=201,	ch0= 397, ch1= 736, ch2=2599, ch3= 125, ch4=   0, ch5=  84, ts=1714036576230891,	delta=857,
seq_no=202,	ch0= 648, ch1= 454, ch2=2595, ch3= 141, ch4=   0, ch5=  66, ts=1714036576231715,	delta=824,
seq_no=203,	ch0= 947, ch1= 204, ch2=2535, ch3= 153, ch4=   0, ch5=  57, ts=1714036576232556,	delta=841,
seq_no=204,	ch0=1330, ch1=  25, ch2=2358, ch3= 177, ch4=   0, ch5=  34, ts=1714036576233396,	delta=840,
seq_no=205,	ch0=1555, ch1=   0, ch2=2108, ch3= 145, ch4=  10, ch5=  16, ts=1714036576234238,	delta=842,
seq_no=206,	ch0=1842, ch1=   0, ch2=1864, ch3= 154, ch4=  34, ch5=   4, ts=1714036576235088,	delta=850,
